code,name,sector,year,quarter,disclosure_date,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익(손실),총포괄손익
033780,KT&G,생활소비재,2022,Q3,2022-11-14,"4,146,780,481,651","6,157,510,804,266","10,304,291,285,917","1,796,453,059,294","85,010,230,679","1,881,463,289,973","954,959,485,000","1,005,076,463,518","8,422,827,995,944",970448322517,307781332692,555762689058,406140770217,
033780,KT&G,생활소비재,2022,Q4,2023-03-20,"4,096,462,175,024","6,060,443,083,998","10,156,905,259,022","2,037,692,851,450","65,608,074,181","2,103,300,925,631","954,959,485,000","989,001,178,397","8,053,604,333,391",912713572617,227301106267,-75206254480,-56443262059,
033780,KT&G,생활소비재,2023,Q1,2023-05-15,"3,783,101,845,981","6,208,320,666,962","9,991,422,512,943","2,200,017,142,461","64,495,036,158","2,264,512,178,619","954,959,485,000","254,006,447,005","7,726,910,334,324",821013050660,230262144170,355340315048,255710265283,
033780,KT&G,생활소비재,2023,Q2,2023-08-11,"3,486,331,195,087","6,220,738,592,424","9,707,069,787,511","1,725,334,571,491","68,623,137,069","1,793,957,708,560","954,959,485,000","441,851,570,490","7,913,112,078,951",882640778674,243789763516,275517706440,201946988688,
033780,KT&G,생활소비재,2023,Q3,2023-11-14,"3,745,540,506,293","6,606,310,774,236","10,351,851,280,529","2,244,328,683,391","370,605,875,699","2,614,934,559,090","954,959,485,000","561,292,925,233","7,736,916,721,439",976105611000,293923736820,345723534468,258342781377,266029162439
033780,KT&G,생활소비재,2023,Q4,2024-03-20,"3,554,272,000,000","6,819,649,000,000","10,373,921,000,000","2,164,220,000,000","377,176,000,000","2,541,396,000,000","954,959,000,000","343,100,000,000","7,832,525,000,000",906936559666,163767355494,100507444044,88854964652,536107837561
033780,KT&G,생활소비재,2024,Q1,2024-05-16,"3,852,480,000,000","6,837,291,000,000","10,689,771,000,000","2,628,158,000,000","383,080,000,000","3,011,238,000,000","954,959,000,000","71,998,000,000","7,678,533,000,000",791799000000,208656000000,345297000000,278143000000,297057000000
033780,KT&G,생활소비재,2024,Q2,2024-08-14,"3,937,738,000,000","6,964,275,000,000","10,902,013,000,000","2,229,724,000,000","688,155,000,000","2,917,879,000,000","954,959,000,000","380,035,000,000","7,984,134,000,000",944068000000,281556000000,398650000000,299927000000,305167000000
033780,KT&G,생활소비재,2024,Q3,2024-11-14,"3,974,484,000,000","6,825,498,000,000","10,799,982,000,000","2,539,623,000,000","584,370,000,000","3,123,993,000,000","954,959,000,000","392,191,000,000","7,675,989,000,000",997642000000,306792000000,194494000000,146447000000,168933000000
033780,KT&G,생활소비재,2024,Q4,2025-03-18,"4,166,879,000,000","6,934,557,000,000","11,101,436,000,000","2,485,334,000,000","908,606,000,000","3,393,940,000,000","954,959,000,000","102,911,000,000","7,707,496,000,000",971039000000,184664000000,400913000000,278648000000,235782000000
