,name,year,quarter,sector,Relative Return,비유동자산 변화율,유동부채 변화율,부채총계 변화율,영업이익 변화율,금리 변화율,Label,Code
15,하이트진로,2021,Q1,생활소비재,-0.0915683198064994,0.0004980129276397349,0.45077697870141153,0.2997927692958371,0.8679218451408715,0.17195325542571194,-0.0652852377051257,000080
15,CJ대한통운,2021,Q1,산업재,-0.0013950976945100314,0.020382950821737467,-0.08765711302727885,0.027355280349169453,-0.5167362990037098,0.17195325542571194,-0.023021486438886938,000120
15,두산,2021,Q1,산업재,0.4133159621832869,-0.12165294205743815,-0.0025713012430566007,-0.07089205063491222,-2.104767661041598,0.17195325542571194,0.3998221686124155,000150
15,CJ,2021,Q1,생활소비재,0.1407733576447262,-0.003895211083354999,-0.482723410840749,0.12735480735355797,1.7313009398847683,0.17195325542571194,-0.07447352766795284,001040
15,LG상사,2021,Q1,산업재,0.13019494504908907,0.047606606498153514,0.32130949981165235,0.11266402582381319,-2.195839891256895,0.17195325542571194,-0.16533429368954639,001120
15,대상,2021,Q1,생활소비재,0.1534845986607466,0.006707230929147157,0.1394943160136899,0.09350057139809098,-43.139845947753805,0.17195325542571194,-0.11411406532792048,001680
15,오리온,2021,Q1,생활소비재,0.25740770673074453,0.005407977172865008,1.6496816464403818,0.805820999436101,-65.80098851307947,0.17195325542571194,-0.09462936248817799,001800
15,아모레G,2021,Q1,생활소비재,0.14850054123881173,0.0040864641186941775,1.426200766840474,0.5277710292794275,-18.304194851846464,0.17195325542571194,-0.22996209341337234,002790
15,대한항공,2021,Q1,산업재,0.002459938505026964,0.002015686314524423,-0.11007478027138273,-0.08548185642704653,-0.10408805790921571,0.17195325542571194,-0.018333141026916258,003490
15,S&T중공업,2021,Q1,산업재,0.21360493373460077,-0.04351907865216553,0.18193839670313317,0.08175166350911112,-0.568648142350106,0.17195325542571194,0.24394302420486916,003570
15,남양유업,2021,Q1,생활소비재,0.2787376859820905,-0.022214058111613255,0.03308979611709595,0.0038027729776095587,-0.5368497335056015,0.17195325542571194,0.4433450524038771,003920
15,농심,2021,Q1,생활소비재,0.04202356915146966,0.004364826228337115,0.06813618387785203,0.05875225116072502,0.013861044495460328,0.17195325542571194,0.028906397256513852,004370
15,빙그레,2021,Q1,생활소비재,0.0852569702354805,0.00032687344172765975,0.32439391856676325,0.2827251484309179,-2.072154105862144,0.17195325542571194,-0.06599426499514177,005180
15,롯데칠성,2021,Q1,생활소비재,0.3561363058598155,-0.02569018864437156,-0.29654993121440754,0.0064016018119590345,3.7655632447603438,0.17195325542571194,-0.18715781924066865,005300
15,현대그린푸드,2021,Q1,생활소비재,0.08351538919139982,0.154162455203678,-0.06226898691714711,0.050047378314262314,0.8089006820013811,0.17195325542571194,-0.12842909434209152,005440
15,삼립식품,2021,Q1,생활소비재,0.19157856270184248,-0.010197106758911612,-0.023120946198856518,-0.021389765831355434,-0.5289415994406454,0.17195325542571194,-0.06326699226786905,005610
15,크라운제과,2021,Q1,생활소비재,0.2574689736607466,0.0001585255520830664,0.030967008942258456,0.02653538722773252,17.34855086884169,0.17195325542571194,-0.18911926499514178,005740
15,LS,2021,Q1,산업재,0.09368193975702957,-0.007817621759851234,0.46651146815250155,0.11876691398308936,-0.10364013744265954,0.17195325542571194,-0.02215560018290256,006260
15,GS리테일,2021,Q1,생활소비재,-0.06717929410424042,-0.010997226512627689,0.06243218646323201,0.01221864027318098,0.26665543447518236,0.17195325542571194,-0.06977061861833983,007070
15,오뚜기,2021,Q1,생활소비재,-0.07908392736314421,0.002870955682753973,0.4049950547349088,0.340266976532027,0.7425709842091932,0.17195325542571194,-0.029869950552728612,007310
15,LS산전,2021,Q1,산업재,-0.07273411347431195,0.04666013116591272,-0.016553777477020137,-0.007794642920116557,-0.6391120288116434,0.17195325542571194,0.1767543787661602,010120
15,현대상선,2021,Q1,산업재,0.9641633652587319,0.08118667634863908,0.32866251658925894,0.1507136253814132,0.8103673541077097,0.17195325542571194,-0.12606770772181125,011200
15,한국전력,2021,Q1,생활소비재,-0.05075691865340839,0.003595747856939946,0.13776150646299,0.018664394032360754,-1.7990678375162508,0.17195325542571194,0.04957058856134358,015760
15,한국단자,2021,Q1,산업재,0.12201228827997054,0.027840113228946084,0.12238538964208301,0.10201317121282827,-0.1793248085211312,0.17195325542571194,0.09048444396116133,025540
15,KT&G,2021,Q1,생활소비재,-0.012914284177773988,0.016359043270211204,0.30873942928717124,0.2919565377176252,-0.3181719636650375,0.17195325542571194,0.0031230264196103388,033780
15,무학,2021,Q1,생활소비재,0.3235567241577195,0.13474442132469733,0.8916672637115368,0.7815501737282868,-0.14765209631456455,0.17195325542571194,-0.15574399296032132,033920
15,한국가스공사,2021,Q1,생활소비재,-0.04035423304469289,0.018236800938084885,0.09100340996821599,0.03966092749854311,1.6892143777569162,0.17195325542571194,0.09940946171293275,036460
15,팜스코,2021,Q1,생활소비재,0.10839639010048922,0.010330511602304027,0.06321918794578174,0.06392811705499857,0.7126019568685471,0.17195325542571194,-0.2166021556271689,036580
15,대우인터내셔널,2021,Q1,산업재,0.005251321471199531,-0.007631450897871317,0.3856659305925736,0.25760461909617716,0.048969167329175,0.17195325542571194,0.08005449651156404,047050
15,한국항공우주,2021,Q1,산업재,-0.14587537595368386,-0.008861986233486774,0.05681940689595577,0.03705945548128575,-2.201055310747539,0.17195325542571194,0.049093454303103835,047810
15,동원F&B,2021,Q1,생활소비재,0.2668354660382567,0.020057537353956212,0.14835377528855198,0.04678890619879317,2.4161925510661666,0.17195325542571194,-0.1486763234859093,049770
15,한전KPS,2021,Q1,산업재,0.3543487225247332,0.04024683916957872,0.1313441749880513,0.13214091558418772,1.1730923006574958,0.17195325542571194,0.033138388066082713,051600
15,LG생활건강,2021,Q1,생활소비재,-0.03447530896059896,0.004083353784903876,0.3256139038875179,0.2744609054496392,0.9929714523731434,0.17195325542571194,-0.036618854081269324,051900
15,에이블씨엔씨,2021,Q1,생활소비재,0.0005029002568398416,0.0032910298742383493,0.26006493144048637,0.10932843911748358,-0.5023890153693319,0.17195325542571194,0.054257307331902246,078520
15,현대글로비스,2021,Q1,산업재,-0.0639181928748738,0.02877248696864121,0.1342110001422956,0.10497424943187084,0.2892267948712641,0.17195325542571194,0.01401639757709715,086280
15,아모레퍼시픽,2021,Q1,생활소비재,0.2622404628831451,-0.013906781224763853,-0.03403363178398988,-0.02823621719671776,-3.6655085762259945,0.17195325542571194,-0.2256494374089349,090430
15,CJ제일제당,2021,Q1,생활소비재,0.0818562482202176,0.01842641719557281,0.139132910037016,-0.010747157756368475,5.171263053389162,0.17195325542571194,-0.03434787444549347,097950
15,락앤락,2021,Q1,생활소비재,-0.07800188931645774,-0.03971452919938934,-0.002924887919642516,-0.032638790881582835,4.463382987509258,0.17195325542571194,-0.08601551596914475,115390
15,이마트,2021,Q1,생활소비재,-0.16292130221505222,0.019448856696654637,0.18121319621422582,0.051830202075638265,0.33853156946567653,0.17195325542571194,0.14626379952098725,139480
15,삼양사,2021,Q1,생활소비재,0.09744476201886051,0.04014610575105437,0.6629222475478269,0.0869284869112037,-15.01373182552504,0.17195325542571194,-0.026595768754540276,145990
15,한국콜마,2021,Q1,생활소비재,-0.014782509804534032,0.002835289610345404,0.09863076827781003,-0.15425629315583866,19.935798703053507,0.17195325542571194,-0.12698568081228848,161890
15,코스맥스,2021,Q1,생활소비재,-0.009025001139176796,0.03481943756499084,0.1391926846594258,0.094244600972343,-0.07994416258643078,0.17195325542571194,0.11774017483888313,192820
