,Feature,Average_Importance
4,F_비유동자산 변화율,0.25266769424201346
6,F_유동부채 변화율,0.2246809991264312
2,F_부채총계 변화율,0.2229918631301408
5,F_영업이익 변화율,0.2169406901025713
9,M_금리 변화율,0.19542918600901876
