Variable,VIF
const,1.168693268930925
F_유동자산 변화율,1.2037999135629747
F_비유동자산 변화율,1.9001962431817145
F_자산총계 변화율,2.252696806932222
F_유동부채 변화율,2.25405233135947
F_비유동부채 변화율,1.1079838080301652
F_부채총계 변화율,2.399240007379785
F_이익잉여금 변화율,1.0272613583074868
F_자본총계 변화율,1.3670980686094618
F_매출액 변화율,1.1731535760053056
F_영업이익 변화율,1.0074679748448472
F_법인세차감전 순이익 변화율,1.0752176421627593
F_당기순이익(손실) 변화율,1.0602814346912546
M_소비자물가지수 변화율,1.3078233534568389
M_금리 변화율,3.0982574969266587
M_수출액 변화율,6.730251055735457
M_실업률 변화율,3.154586665434928
M_국제유가 변화율,3.636428135065034
