,name,year,quarter,sector,Relative Return,비유동자산 변화율,유동부채 변화율,부채총계 변화율,영업이익 변화율,금리 변화율,Label,Code
8,하이트진로,2022,Q4,생활소비재,-0.1655980592687614,-0.01132933907094602,-0.08490486250395912,-0.09535946817404928,-0.7197917538727413,0.11445954938682568,-0.024821968334735087,000080
8,CJ대한통운,2022,Q4,산업재,-0.0655666417898243,0.017696359169037112,0.24094369683808137,0.12026835896139132,0.18536997542657163,0.11445954938682568,0.02659724469511341,000120
8,두산,2022,Q4,산업재,0.138176475848162,-0.0029227595373084725,-0.21995368189476672,-0.13551175658268122,-1.7111753905195288,0.11445954938682568,-0.1273457788138802,000150
8,CJ,2022,Q4,생활소비재,0.30441975423708406,-0.008030520405196917,0.8219965586978846,0.30776618733785854,2.1376614948970563,0.11445954938682568,-0.13613870129101321,001040
8,LG상사,2022,Q4,산업재,-0.235710326621543,-0.02555742438558073,0.559377459469506,0.23014784482628814,-0.37819766821850975,0.11445954938682568,0.02261175024150343,001120
8,대상,2022,Q4,생활소비재,-0.08923692255085477,-0.03298693252591467,-0.07497406349163227,-0.0665842740122321,-0.7954001557956532,0.11445954938682568,-0.042117077353037366,001680
8,오리온,2022,Q4,생활소비재,0.10855591507111939,0.03978035289763504,0.19033291570114197,1.5324719787899124,-0.19310459343529252,0.11445954938682568,0.011134679133489672,001800
8,아모레G,2022,Q4,생활소비재,0.36847177590264235,0.042376921615041585,-0.5349971082074986,-0.16562911265909053,-32.69608720422283,0.11445954938682568,-0.21228938790982174,002790
8,대한항공,2022,Q4,산업재,-0.0659284505606798,-3.9052529397953784e-05,0.01028773772282321,-0.06112208962125154,-0.3802929313759852,0.11445954938682568,-0.05304822302080679,003490
8,S&T중공업,2022,Q4,산업재,0.09164646248419406,-0.05797533932790122,0.8217486737072146,0.3676085333829209,1.0663479862499714,0.11445954938682568,-0.015479490453795208,003570
8,남양유업,2022,Q4,생활소비재,0.5235422488945236,0.012255476621716666,0.5912031703785636,0.2157716786730135,0.530968192579546,0.11445954938682568,-0.14136842400622174,003920
8,농심,2022,Q4,생활소비재,0.2016242895254007,0.014723608494296991,0.0009011938956080545,-0.00015659640891474425,1.0400446447513647,0.11445954938682568,0.04817080089397604,004370
8,빙그레,2022,Q4,생활소비재,0.06132704440180467,0.0495169484249649,0.01530662009614625,0.00874233139498859,-1.142617706079672,0.11445954938682568,0.05721983925373751,005180
8,롯데칠성,2022,Q4,생활소비재,0.11564108964957731,0.018313980273676256,0.1324599831309783,0.02043147896567099,-0.6730020847668907,0.11445954938682568,-0.1154013960664157,005300
