,Code
1,000080
1,000120
1,000150
1,001040
1,001120
1,001680
1,001800
1,002790
1,003490
1,003570
1,003920
1,004370
1,005180
1,005300
1,005440
1,005610
1,005740
1,006260
1,007070
1,007310
1,010120
1,011200
1,015760
1,025540
1,033780
1,033920
1,036460
1,036580
1,047050
1,047810
1,049770
1,051600
1,051900
1,078520
1,086280
1,090430
1,097950
1,115390
1,139480
1,145990
1,161890
1,192820
