name,year,quarter,sector,Relative Return,M_금리 변화율,F_유동자산 변화율,F_이익잉여금 변화율,F_자본총계 변화율,Label,Code
현대중공업,2024,Q4,중공업,0.06827607424592481,-0.6671545921517137,0.030575266087246478,0.0015851108278928105,0.0022408588452575984,0.06827607424592481,009540
현대중공업,2024,Q3,중공업,0.05632699984763589,-0.11983510689291532,-0.06761723557931898,0.00039739250171177964,0.0005746134870763253,0.06827607424592481,009540
현대중공업,2024,Q2,중공업,0.47399972928725354,0.02546205269366908,0.23215455055714518,0.006765231313940134,0.009400955029616576,0.05632699984763589,009540
현대중공업,2024,Q1,중공업,0.05059624570439717,-0.12136131985833976,0.03484656090514071,-0.012569675250712398,0.0008367111944997951,0.47399972928725354,009540
현대중공업,2023,Q4,중공업,0.1893023454522152,0.00757180156657955,-0.013459895959256896,-0.0005822213671847765,-3.3020788475779383e-05,0.05059624570439717,009540
현대중공업,2023,Q3,중공업,-0.14798587932518886,0.11207897793263655,0.002935395515934802,0.015803688779565173,0.022416459494093655,0.1893023454522152,009540
현대중공업,2023,Q2,중공업,0.33762832626216044,0.0022310602386272915,-0.03222313014017886,-0.0007401333133137955,0.0013375197903771063,-0.14798587932518886,009540
현대중공업,2023,Q1,중공업,0.13813599448168395,-0.12061758935426237,-0.18439085555699442,0.0021118736831537976,0.012372028274898472,0.33762832626216044,009540
현대중공업,2022,Q4,중공업,-0.03636472058907966,0.11445954938682568,0.014992180472158445,0.014546631314012792,0.0218773991396799,0.13813599448168395,009540
현대중공업,2022,Q3,중공업,-0.14347793980641796,0.0359464250541639,0.01780091616721302,0.0015206871131836497,0.0005676185401279898,-0.03636472058907966,009540
현대중공업,2022,Q2,중공업,0.07759604924450823,0.2746673361787626,0.10473231253885706,0.003485127552436129,0.0038219418497640323,-0.14347793980641796,009540
현대중공업,2022,Q1,중공업,0.008843350200946575,0.14767324592997877,0.00862991865938878,0.003570993793777122,0.0057258509602529095,0.07759604924450823,009540
현대중공업,2021,Q4,중공업,0.014377788943521305,0.16812521036687933,0.1650051468692133,0.005689043066832822,0.006688185701282601,0.008843350200946575,009540
현대중공업,2021,Q3,중공업,-0.08660154314433355,-0.05306772908366497,0.10207036055779484,0.006068808486112021,0.006712067175380421,0.014377788943521305,009540
현대중공업,2021,Q2,중공업,-0.19266093166180845,0.11734330484330613,0.0065114946509690075,0.001055047851291624,0.005256697820388956,-0.08660154314433355,009540
현대중공업,2021,Q1,중공업,0.18953198958350204,0.17195325542571194,0.001404086072111399,-0.0006079874917795935,0.0026460640652365974,-0.19266093166180845,009540
현대중공업,2020,Q4,중공업,0.06919230916493299,0.13205764233403983,0.0025759287723798874,-0.024855373689161242,-0.03292630765971638,0.18953198958350204,009540
현대중공업,2020,Q3,중공업,-0.02128753115102193,-0.01328671328671327,0.029171792642217254,0.4374131406779189,-0.0015768637743164282,0.06919230916493299,009540
현대중공업,2020,Q2,중공업,-0.10709398719600921,-0.0835291604358025,0.028228899295654974,-0.3057343241385466,-0.0006352981595986185,-0.02128753115102193,009540
현대중공업,2020,Q1,중공업,-0.09312276899184964,-0.060040160642572116,-0.059572393874660956,0.0068900034709196145,0.006648835905908035,-0.10709398719600921,009540
현대중공업,2019,Q4,중공업,-0.1571627311565927,0.191387559808615,-0.002767347944765519,-0.002224376667508854,-0.0020460802046146087,-0.09312276899184964,009540
현대중공업,2019,Q3,중공업,0.09847951844903076,-0.21649484536082508,0.01347809168535341,-0.0006264558783983798,-0.0009857176845046167,-0.1571627311565927,009540
현대중공업,2019,Q2,중공업,-0.08038091853753876,-0.10064059339177356,-0.8339309619157194,0.041320194244652386,-0.04474675775716652,0.09847951844903076,009540
현대중공업,2019,Q1,중공업,-0.05632310860481532,-0.09282764948769218,-0.0009066693007823146,0.000951460000905735,0.0005702560313733951,-0.08038091853753876,009540
현대중공업,2018,Q4,중공업,-0.11371797594043706,-0.10693799508331026,0.07530688566002497,-0.02461359398591212,-0.020595486456025824,-0.05632310860481532,009540
현대중공업,2018,Q3,중공업,0.3062073080562547,-0.09246405552800974,-0.010995192455750646,-0.00011146621582314165,-0.0002056064614960329,-0.11371797594043706,009540
현대중공업,2018,Q2,중공업,-0.06897636726711195,-0.0044422507403751865,-0.08825750261856447,-0.0015637114655496775,-0.007245351529554633,0.3062073080562547,009540
현대중공업,2018,Q1,중공업,-0.039651490183877015,0.08530869157626775,0.02496960283015448,0.02292411656563531,0.11721426126303869,-0.06897636726711195,009540
현대중공업,2017,Q4,중공업,-0.01841720279183428,0.094065934065934,0.05494720549471421,-0.029126121654050263,-0.04854774397284356,-0.039651490183877015,009540
현대중공업,2017,Q3,중공업,-0.21453709277980884,0.03346456692913535,-0.07523189802901353,0.00043114948031508504,0.0002911777786975822,-0.01841720279183428,009540
현대중공업,2017,Q2,중공업,-0.022818533710330408,0.01678214010777368,-0.07318533666066795,0.3761476700684656,0.6468944804433385,-0.21453709277980884,009540
현대중공업,2017,Q1,중공업,0.0,0.13548951048950886,-0.23545676217612121,0.017114385973987067,-0.5154649014764064,-0.022818533710330408,009540
현대중공업,2016,Q4,중공업,0.022361074163679454,0.3210161662817601,0.014366785626736878,-0.027361048621087458,-0.0258889123028615,0.0,009540
현대중공업,2016,Q3,중공업,0.05501709048547251,-0.16954353663214605,-0.06299212150247746,0.014306277647091692,0.01216677870341254,0.022361074163679454,009540
현대중공업,2016,Q2,중공업,0.30707160652611776,-0.08606485539000996,-0.02176884354010622,0.008274508032228178,0.09743375813169353,0.05501709048547251,009540
현대중공업,2016,Q1,중공업,-0.025308210769684588,-0.1254024221983725,-0.006060659034330729,0.0341930243557198,0.03233848141077722,0.30707160652611776,009540
삼성중공업,2024,Q4,중공업,0.20166412534833592,-0.6957575384188481,0.10018825199965709,0.03928170651484986,0.017229361926022868,0.20166412534833592,010140
삼성중공업,2024,Q3,중공업,0.15207878626156152,-0.11983510689291532,-0.14133361341462503,-0.033719424180400415,-0.051391439801208416,0.20166412534833592,010140
삼성중공업,2024,Q2,중공업,0.10666313721558776,0.02546205269366908,0.018500884517164362,-0.025811324371774358,0.06280803840761529,0.15207878626156152,010140
삼성중공업,2024,Q1,중공업,0.22581038653978008,-0.12136131985833976,0.06481359298226175,0.02915731946049349,0.054192600176639516,0.10666313721558776,010140
삼성중공업,2023,Q4,중공업,0.01823121812080361,0.00757180156657955,-0.1350911165259956,0.1542631719374834,-0.1296801935914491,0.22581038653978008,010140
삼성중공업,2023,Q3,중공업,-0.1751641931331243,0.11207897793263655,0.19426907847217034,-0.011174575388524066,0.044848475501831686,0.01823121812080361,010140
삼성중공업,2023,Q2,중공업,0.6250824887860814,0.0022310602386272915,0.045450901264122434,-0.029130411098606146,0.010545791705854679,-0.1751641931331243,010140
삼성중공업,2023,Q1,중공업,0.04196396712869172,-0.12061758935426237,0.04366018951871253,-0.03350955127390842,0.05470854981141415,0.6250824887860814,010140
삼성중공업,2022,Q4,중공업,-0.04737300184618838,0.11445954938682568,-0.1198162714328389,0.10558201585088822,-0.185753493062786,0.04196396712869172,010140
삼성중공업,2022,Q3,중공업,-0.05422997846543336,0.0359464250541639,0.36092072457185886,0.13259114515683335,0.05390049709864386,-0.04737300184618838,010140
삼성중공업,2022,Q2,중공업,0.11188207328538041,0.2746673361787626,0.20631688100237722,0.17445928182318782,-0.0077304895248082595,-0.05422997846543336,010140
삼성중공업,2022,Q1,중공업,-0.0025711368719416004,0.14767324592997877,0.03910149021444864,0.06310909157885902,-0.011907474067928803,0.11188207328538041,010140
삼성중공업,2021,Q4,중공업,0.09813076558043005,0.16812521036687933,-0.06937410482708262,0.18977874791849114,0.39404541903559376,-0.0025711368719416004,010140
삼성중공업,2021,Q3,중공업,0.056452057940304744,-0.05306772908366497,-0.010043061943040166,0.032822346693940574,0.044645634875146945,0.09813076558043005,010140
