name,year,quarter,sector,Relative Return,F_영업이익 변화율,F_비유동부채 변화율,F_비유동자산 변화율,M_소비자물가지수 변화율,Label,Code
한화,2024,Q4,에너지_화학,0.49845922369954465,0.4842155314415746,0.0063098903759426506,-0.08105153880231664,-0.749058127835833,0.49845922369954465,000880
한화,2024,Q3,에너지_화학,0.06275613215673034,-3.7098154709861486,-0.09599025573427344,-0.041729297853612346,-0.2377021247854798,0.49845922369954465,000880
한화,2024,Q2,에너지_화학,0.14654641411019148,-1.118314168735572,-0.06445141484056305,-0.0027387968531801254,-0.110334699467731,0.06275613215673034,000880
한화,2024,Q1,에너지_화학,-0.07102790399691823,12.616428200756172,-0.009656091152948965,0.005502610582244882,-0.11265192787422551,0.14654641411019148,000880
한화,2023,Q4,에너지_화학,0.06789821303561219,-0.802852925271481,-0.02142225924939034,0.028931999598767133,0.10965773361610065,-0.07102790399691823,000880
한화,2023,Q3,에너지_화학,-0.1137787505712034,0.6689269946581458,0.2831172653168097,0.013198961615623173,-0.028955398190522508,0.06789821303561219,000880
한화,2023,Q2,에너지_화학,-0.01279572273054784,-0.1612553448311136,-0.023937785203075657,0.002278884306431417,-0.3075171004307199,-0.1137787505712034,000880
한화,2023,Q1,에너지_화학,0.036252798260019405,-0.46577992480545594,-0.03887419192546315,0.026419433320308716,-0.11353477832962133,-0.01279572273054784,000880
한화,2022,Q4,에너지_화학,-0.09438276253879038,0.6141985109911436,0.49053800607483966,0.138454757310285,-0.11456608043309557,0.036252798260019405,000880
한화,2022,Q3,에너지_화학,-0.034910876485036345,2.160412601059381,-0.02824601545351768,-0.0013753316884543842,0.09093510066157107,-0.09438276253879038,000880
한화,2022,Q2,에너지_화학,0.14146888500578209,-0.36881928558859756,0.10903430685457716,0.02661544888123446,0.38636857995042173,-0.034910876485036345,000880
한화,2022,Q1,에너지_화학,-0.015352976835334521,-0.5715987215052467,-0.004630210677561197,0.00012028165151511949,0.09364288108448604,0.14146888500578209,000880
한화,2021,Q4,에너지_화학,0.023345682662620472,-0.05159002516586597,-0.04245693026686714,0.006524349602990975,0.4025512712822732,-0.015352976835334521,000880
한화,2021,Q3,에너지_화학,0.0808788398881068,-0.21052096856126878,-0.021760732779741887,0.0013626407233666704,0.01761921683046319,0.023345682662620472,000880
한화,2021,Q2,에너지_화학,-0.06439946612798499,20.696056820964976,0.1078956676004783,0.007623485861142365,0.7421096287815034,0.0808788398881068,000880
한화,2021,Q1,에너지_화학,0.12267228860599001,-0.8674092355653699,0.01830424213874582,0.07100429869727298,2.0127382750040668,-0.06439946612798499,000880
한화,2020,Q4,에너지_화학,-0.15011646954178376,-0.5675121485351535,-0.08555386815065358,-0.00528152792635217,-0.3780443147289393,0.12267228860599001,000880
한화,2020,Q3,에너지_화학,-0.012596347714810758,0.21735710988390977,0.05784199381619248,-0.002946815456655205,29.267844017171594,-0.15011646954178376,000880
