name,year,quarter,sector,Relative Return,F_비유동자산 변화율,F_자산총계 변화율,F_자본총계 변화율,F_유동부채 변화율,Label,Code
CJ대한통운,2024,Q4,산업재,0.07174232802373501,0.03922681815099893,0.02837537872182949,0.09672507887234771,-0.05680246571813663,0.07174232802373501,000120
CJ대한통운,2024,Q3,산업재,-0.045049518370987585,-0.006302671640738167,-0.006784793883670703,0.02857706809806615,-0.06876131418179532,0.07174232802373501,000120
CJ대한통운,2024,Q2,산업재,-0.1259301080721996,-0.011634194010508914,0.002853357664313494,0.007403214419064996,0.0952161582173483,-0.045049518370987585,000120
CJ대한통운,2024,Q1,산업재,-0.09066596150247212,-0.00865133301179244,0.007050505839022669,-0.04727660643551157,0.18166645179968488,-0.1259301080721996,000120
CJ대한통운,2023,Q4,산업재,0.45385138144132386,0.005313680848907376,-0.03178797372816777,-0.03911776262100786,-0.03975330030295321,-0.09066596150247212,000120
CJ대한통운,2023,Q3,산업재,-0.0018312838947458498,0.0018936867422048032,0.01983242696746279,0.017443120431162473,0.03873323926474104,0.45385138144132386,000120
CJ대한통운,2023,Q2,산업재,-0.03483625001144944,0.005514680835832841,-0.045930323545896545,0.0032949348494932806,-0.1517075812087494,-0.0018312838947458498,000120
CJ대한통운,2023,Q1,산업재,0.02659724469511341,0.013237711103547545,0.017046537893791847,0.020896850647706078,-0.13335442577557333,-0.03483625001144944,000120
CJ대한통운,2022,Q4,산업재,-0.0655666417898243,0.017696359169037112,0.06877054602056765,0.009223161166028282,0.24094369683808137,0.02659724469511341,000120
CJ대한통운,2022,Q3,산업재,-0.2919578137856079,0.00723049276425769,0.010892240963914945,-0.001995230735212905,0.09955532148094925,-0.0655666417898243,000120
CJ대한통운,2022,Q2,산업재,0.02343612097174363,-0.010194508024086169,0.005050970100246133,-0.011571595836462945,0.06468933825408518,-0.2919578137856079,000120
CJ대한통운,2022,Q1,산업재,0.020972223829352588,0.0006098864316907981,0.01653411344010669,0.007389135974415595,0.03129479639661947,0.02343612097174363,000120
CJ대한통운,2021,Q4,산업재,0.03823905401086618,-0.0008698663939948892,-0.021716395343984063,0.0012331682735899907,-0.06760708974778673,0.020972223829352588,000120
CJ대한통운,2021,Q3,산업재,-0.09966356553637193,-0.03818183816579801,-0.003022920782855265,0.010103910820872253,0.047073946508116915,0.03823905401086618,000120
CJ대한통운,2021,Q2,산업재,-0.023021486438886938,-0.00016848843596817265,-0.017873459960041527,0.01221632949810214,0.024219166468332887,-0.09966356553637193,000120
CJ대한통운,2021,Q1,산업재,-0.0013950976945100314,0.020382950821737467,0.024932484377589992,0.021998544000502385,-0.08765711302727885,-0.023021486438886938,000120
CJ대한통운,2020,Q4,산업재,-0.1734431797319626,0.0381810369616038,0.02422247926674226,0.10170531411804706,-0.05250874207040834,-0.0013950976945100314,000120
CJ대한통운,2020,Q3,산업재,0.006497951974267023,0.012402360723750894,0.0171015024627843,0.006096308022309316,0.08749245367750902,-0.1734431797319626,000120
