name,year,quarter,sector,Relative Return,M_소비자물가지수 변화율,F_비유동자산 변화율,F_자산총계 변화율,F_이익잉여금 변화율,F_영업이익 변화율,F_비유동부채 변화율,Label,Code
대림산업,2024,Q4,건설,-0.026899026899026957,-1.0199991679262048,0.014381294384407717,0.03593172620355167,0.032779467854004096,31.099667475863654,0.5945874205614337,-0.026899026899026957,000210
대림산업,2024,Q3,건설,-0.13955218472851136,-0.2377021247854798,8.802334861779393e-05,0.007359775714061767,0.0012573308584566956,-0.5112673289453944,-0.007008765025585895,-0.026899026899026957,000210
대림산업,2024,Q2,건설,-0.1396906751773595,-0.110334699467731,-0.0016719761976460301,-0.021908791608291622,0.0004414926622158255,-0.1408770941064056,-0.6988832508962397,-0.13955218472851136,000210
대림산업,2024,Q1,건설,0.19593208434489187,-0.11265192787422551,-0.00011888274699412005,0.005957771497569819,-0.0033493111423231747,-0.3961926624448424,0.0012731499266074309,-0.1396906751773595,000210
대림산업,2023,Q4,건설,-0.15609689068941437,0.10965773361610065,0.0032490702063363575,0.00433033654943582,0.002003321317093576,5.289836761273714,-0.4411415350843658,0.19593208434489187,000210
대림산업,2023,Q3,건설,0.2218111008433589,-0.028955398190522508,-0.0005905265150185635,0.0040830494857624355,-0.0003100934171623715,-0.5264353908541461,-0.07098992406158755,-0.15609689068941437,000210
대림산업,2023,Q2,건설,-0.20777257239510422,-0.3075171004307199,-0.00015471178351411652,-0.028421117497216652,-0.0033393569458602945,-0.9580835418311151,0.32371504371089044,0.2218111008433589,000210
대림산업,2023,Q1,건설,-0.11473241338712198,-0.11353477832962133,0.00014259258833293487,0.019953491707574766,0.012220418857342707,7.732858770467139,-0.06284600227578374,-0.20777257239510422,000210
대림산업,2022,Q4,건설,-0.1569472344230102,-0.11456608043309557,-0.03210792841390675,-0.019265448788145068,-0.007154929037306301,44.44713339859533,0.014317778214707921,-0.11473241338712198,000210
대림산업,2022,Q3,건설,-0.06144148313487091,0.09093510066157107,-0.006237330355696069,-0.009787643938270807,-0.0001117024765715513,-0.9951645335051398,0.0008709658369132622,-0.1569472344230102,000210
대림산업,2022,Q2,건설,0.15046715784747647,0.38636857995042173,-0.01057347861440161,-0.0016153301357890726,0.004958758453892376,-0.727788584620631,-0.269711302916408,-0.06144148313487091,000210
대림산업,2022,Q1,건설,0.09273574716054264,0.09364288108448604,-0.015345980421482053,0.01444402741691908,0.021308956872318374,-55.80133618385497,-0.19231050073957412,0.15046715784747647,000210
대림산업,2021,Q4,건설,0.016286275246006884,0.4025512712822732,0.017072759320268638,0.015963712174731803,-0.009170287232970531,0.07453537583599856,0.10401204579725531,0.09273574716054264,000210
대림산업,2021,Q3,건설,-0.05826609885805567,0.01761921683046319,-0.003138432443374972,-0.011056633423207396,-0.001180121833060599,-0.23927399922491577,-0.08773736847822,0.016286275246006884,000210
대림산업,2021,Q2,건설,-0.13127033006249395,0.7421096287815034,0.36095770333593946,0.11465214207509677,0.002348959189494071,-0.4429539744119022,-0.11562646146414468,-0.05826609885805567,000210
대림산업,2021,Q1,건설,0.07292815733421597,2.0127382750040668,-0.07226056862978081,-0.6741957346080663,0.07629522985208492,-0.9877566644656246,-0.4410104661536678,-0.13127033006249395,000210
대림산업,2020,Q4,건설,-0.21579301763586795,-0.3780443147289393,-0.5087750210508719,0.006063686070442609,-0.005284766133762053,-4.623264844103332,-0.27702067721591506,0.07292815733421597,000210
대림산업,2020,Q3,건설,-0.07609556676934505,29.267844017171594,0.01993268182415253,-0.0012882442057211563,0.022766799887414146,-0.4176607131754714,0.20464789439696074,-0.21579301763586795,000210
대림산업,2020,Q2,건설,-0.1716815982654706,-0.9744470971009336,-0.0037004840000132155,-0.02485291647678456,0.018606326678747287,0.33656637730243344,-0.12859941328422309,-0.07609556676934505,000210
대림산업,2020,Q1,건설,0.19286437081366153,2.326416414584117,0.06963706399193259,0.03034667071509589,0.05449619866870914,-0.43369233579807875,0.0009332045533083644,-0.1716815982654706,000210
대림산업,2019,Q4,건설,-0.16662607758445078,5.380260221408914,-0.020110822170772424,0.005436742907243053,0.018537867647057116,1.37402536244764,0.18638158615593725,0.19286437081366153,000210
대림산업,2019,Q3,건설,-0.12059862893574436,-0.9303677156060576,-0.05375354340190086,-0.021785194093869586,0.009539286033366956,-0.422068209161119,-0.11049403883766096,-0.16662607758445078,000210
대림산업,2019,Q2,건설,0.03625771104643578,0.17798441463015324,0.025820789985082637,-0.0371099320190903,0.011620136696281147,0.3025588469066365,-0.107194129916942,-0.12059862893574436,000210
대림산업,2019,Q1,건설,0.031190648148935907,-0.6874179652905958,0.07040961484134511,0.05635649678707755,0.030620912036328995,0.7732320624704767,0.1483738311835281,0.03625771104643578,000210
대림산업,2018,Q4,건설,0.15289343413165826,0.1528942253920036,0.0036384638817694714,-0.03946499185535324,-0.012794267168145357,-0.4319441607811294,-0.20212946326972725,0.031190648148935907,000210
대림산업,2018,Q3,건설,0.10832945931949682,0.0442397512820667,0.005461379407374123,-0.038148726136281175,0.0954106636885157,0.05421065651469781,-0.12935115221113647,0.15289343413165826,000210
대림산업,2018,Q2,건설,-0.018774693966500014,0.3971853095173552,-0.007932405246263374,-0.00028763770757644913,0.023281696970536947,-0.1288337117840348,0.11862621745012314,0.10832945931949682,000210
