name,year,quarter,sector,Relative Return,F_비유동자산 변화율,F_법인세차감전 순이익 변화율,F_자산총계 변화율,F_매출액 변화율,F_자본총계 변화율,F_비유동부채 변화율,Label,Code
SK하이닉스,2024,Q4,정보기술,0.02398203218323508,0.07879969808073262,0.21727524620519434,0.09654466426501496,0.1441796083321003,0.0902410086796408,0.04532652042738894,0.02398203218323508,000660
SK하이닉스,2024,Q3,정보기술,0.08992808521243906,0.02785444477482013,0.3096333659206143,0.04197389643660232,0.08672057855736326,0.08382739687598484,-0.11181680755630952,0.02398203218323508,000660
SK하이닉스,2024,Q2,정보기술,0.0056832299734496106,0.004985846139632155,0.8467944588810083,0.040820183541773414,0.30875638193665944,0.06713922790504001,-0.05209893716712133,0.08992808521243906,000660
SK하이닉스,2024,Q1,정보기술,0.11249804517776539,0.016744415765374887,-2.498817908099369,0.01697321575665689,0.06867721615939582,0.03609357235903188,0.002079855812495701,0.0056832299734496106,000660
SK하이닉스,2023,Q4,정보기술,0.12280654486687421,-0.018662999470025365,0.609177266740204,-0.013233135193769674,0.2579098194766316,-0.02274507169260276,-0.02657288232389543,0.11249804517776539,000660
SK하이닉스,2023,Q3,정보기술,0.19518738408239644,0.01333557454635792,-0.5813158161396179,0.015677865297970772,0.35146387901434273,-0.0169890213724585,0.04339359761260497,0.12280654486687421,000660
SK하이닉스,2023,Q2,정보기술,0.2757811796600229,-0.003138212958447406,0.16110563560652746,-0.0049615609093216495,0.2885048301160691,-0.0329557895502387,-0.020279968690568362,0.19518738408239644,000660
SK하이닉스,2023,Q1,정보기술,-0.0008162829245996137,0.02111640788017044,-0.611503620130966,0.015295222616700688,-0.18484023622613488,-0.024557408560389682,0.32624970959348776,0.2757811796600229,000660
SK하이닉스,2022,Q4,정보기술,-0.06558485737004023,0.06723750747427237,-3.023846281112295,-0.04225502714156815,-0.43736141237453374,-0.07248113548884094,-0.05109215731985939,-0.0008162829245996137,000660
SK하이닉스,2022,Q3,정보기술,0.018244489357871683,-0.050520866822916344,-0.3584133875136708,0.05017906986049514,-0.19942208186377564,0.030361960859489834,0.10693399417035399,-0.06558485737004023,000660
SK하이닉스,2022,Q2,정보기술,-0.1278198900582863,0.047552601752104406,0.4779778324192434,0.046853304005245455,0.13763873936646442,0.051842287960773836,0.15923209782299397,0.018244489357871683,000660
SK하이닉스,2022,Q1,정보기술,-0.03328729167223377,0.027092634963751472,-0.36001934645264655,0.026044259661097025,-0.10588036335767448,0.01894021435736226,-0.031622489290295874,-0.1278198900582863,000660
SK하이닉스,2021,Q4,정보기술,0.2123586794240616,0.14885338640131773,0.00888960146667106,0.12689849923151186,0.032584508096590525,0.0598200520613994,0.29305030877923466,-0.03328729167223377,000660
SK하이닉스,2021,Q3,정보기술,0.11491272592963268,0.07735460361172852,0.7589363921230239,0.07082611379679538,0.15286303504958987,0.06438399186199928,0.03964633943247575,0.2123586794240616,000660
SK하이닉스,2021,Q2,정보기술,-0.14016093166180846,0.02661444815604197,1.0095401479300419,0.037103973633123344,0.22714935382507973,0.04681215169030373,0.07775509357663934,0.11491272592963268,000660
SK하이닉스,2021,Q1,정보기술,-0.16196221259107016,0.056414497622612636,-0.3399132504058445,0.05971975935136342,0.09299234168558068,0.0033684789603904974,0.40710867845215737,-0.14016093166180846,000660
SK하이닉스,2020,Q4,정보기술,0.26653959326144916,0.06005543405035185,0.761105695772545,0.04237150097221942,-0.05597988522384667,0.030202426449112085,0.13423392294601877,-0.16196221259107016,000660
SK하이닉스,2020,Q3,정보기술,0.08288061989992215,0.006875559435074008,-0.30050809094921904,0.0037314043372038697,-0.04157585555511434,0.018702415962917662,-0.0019031782689412635,0.26653959326144916,000660
SK하이닉스,2020,Q2,정보기술,-0.2760883720058567,0.017728602729950138,0.6496467599000186,0.03648085852837801,0.18579422862190587,0.026243493168132126,-0.012681546862921556,0.08288061989992215,000660
SK하이닉스,2020,Q1,정보기술,-0.12209308332041942,0.01620179338973049,-3.417422178721152,0.023784635852980296,0.06706475320862215,-0.00031960579808698597,0.15965438664596987,-0.2760883720058567,000660
SK하이닉스,2019,Q4,정보기술,0.17186527887685207,-0.0015672630805119159,-1.9296723754520682,0.0064018133974956815,0.01759797450843692,-0.00681027555144853,0.029805695601139215,-0.12209308332041942,000660
SK하이닉스,2019,Q3,정보기술,-0.01912626738862036,0.006626944254950917,-0.11590375044892509,-0.005245816107896095,0.06677504410234447,0.00900733823004285,0.05390192609822253,0.17186527887685207,000660
SK하이닉스,2019,Q2,정보기술,0.05406992473683393,-0.010323618774805587,-0.6240246167331132,-0.05444062896938229,-0.06613632009569603,0.008168814680379333,0.23680190065738516,-0.01912626738862036,000660
SK하이닉스,2019,Q1,정보기술,0.022116044834338114,0.02546417436596471,-0.7182688967561215,-0.00026738008253379686,-0.35725895646644346,-0.0019071900323981428,0.10709441585301338,0.05406992473683393,000660
SK하이닉스,2018,Q4,정보기술,0.013620315698057415,0.095773582265958,-0.2727642075279936,0.08221800444964988,-0.11879250119358864,0.07892529139037774,-0.05930665709708749,0.022116044834338114,000660
SK하이닉스,2018,Q3,정보기술,0.017395274679003904,0.05038276581506862,0.09852135820746488,0.08473878414350788,0.10544827720045191,0.07269134859195692,0.035655263194535936,0.013620315698057415,000660
SK하이닉스,2018,Q2,정보기술,-0.03550835541951301,0.2063910933822859,0.3258254282556641,0.08384621984336649,0.17247468909197217,0.11910988460069771,0.10548460258343417,0.017395274679003904,000660
SK하이닉스,2018,Q1,정보기술,0.038442663684447834,0.1205907755099449,0.08484669097030983,0.08156971005653757,-0.01637143941015351,0.07573234671498041,-0.02495499684393454,-0.03550835541951301,000660
SK하이닉스,2017,Q4,정보기술,0.03934534420141787,0.04352044640071373,0.08025595777748995,0.11721252225299783,0.11496335056343177,0.09588897945534725,-0.16714173765889118,0.038442663684447834,000660
SK하이닉스,2017,Q3,정보기술,0.21014933094345545,0.06287909420980986,0.2239260825369398,0.0822549940341093,0.197922888157966,0.10881110754950951,-0.01123063528873769,0.03934534420141787,000660
SK하이닉스,2017,Q2,정보기술,0.09630594026553092,0.08630506203650401,0.2971441226981566,0.09585288582503027,0.07442586602069068,0.09918702652931577,0.06836191131084579,0.21014933094345545,000660
SK하이닉스,2017,Q1,정보기술,0.03107106492552158,0.02479110869132395,0.5561644840125726,0.06511105273008999,0.1637093570661865,0.06255930479739469,-0.0045008504976972175,0.09630594026553092,000660
SK하이닉스,2016,Q4,정보기술,0.1529801462697245,0.0710983063433126,1.678646681523385,0.09645890463315099,0.3068127848232687,0.07395957274557574,-0.03727215359766056,0.03107106492552158,000660
SK하이닉스,2016,Q3,정보기술,0.159503652536732,0.024114907588651313,0.5062291554599248,0.00767352675144517,0.05827801117646958,0.022041112589152867,-0.05607425754173856,0.1529801462697245,000660
SK하이닉스,2016,Q2,정보기술,0.24876142612831736,0.0036532546348084782,-0.2982800500527517,-0.014396037045085741,0.10478242965390483,0.013597490461988215,0.09637128956871988,0.159503652536732,000660
SK하이닉스,2016,Q1,정보기술,-0.07879916666053198,0.04892689614390866,-0.8940843129976158,0.003188343494119783,-0.8144521807174053,0.0035251600812571393,0.19997576190575495,0.24876142612831736,000660
LG,2024,Q4,정보기술,-0.1723400765900766,0.027213688516941614,-1.3256549685787253,-0.006482337940800886,-0.3224289227893794,-0.007152637170959153,0.016243975850700698,-0.1723400765900766,003550
LG,2024,Q3,정보기술,0.049045669220156504,-0.0045883768820113024,1.2486489974351116,0.008727432773399713,0.5793899877543407,0.009094625060398931,-0.06365281280842194,-0.1723400765900766,003550
LG,2024,Q2,정보기술,0.014990612373758504,0.028751681469092016,-0.8605436438037519,-0.04605345517674653,-0.7439310055529482,0.0014523091125289156,0.11576744954330498,0.049045669220156504,003550
LG,2024,Q1,정보기술,-0.12895686160619435,-0.0006712273122987389,7.695258401470991,0.03838706203428344,2.687944674626454,-0.012343653211819516,-0.00846815041279203,0.014990612373758504,003550
LG,2023,Q4,정보기술,-0.025779461755282854,0.0003125049245586986,-0.5174256154659417,0.0028845288908674327,-0.18148366390010284,0.0012873374988897623,-0.021922538386691004,-0.12895686160619435,003550
LG,2023,Q3,정보기술,0.03902478990411453,0.006988829396100016,0.6373415765069552,0.002280500908119709,0.31938333278194997,0.0025304598282456237,0.014377794762847618,-0.025779461755282854,003550
LG,2023,Q2,정보기술,-0.11107972284197581,-0.0019485368917218082,-0.8889268479430866,-0.04427451643026159,-0.804855216670621,0.0010728530660484292,-0.024052298330729416,0.03902478990411453,003550
LG,2023,Q1,정보기술,-0.021585208806486254,-0.0030955713945300944,3.738615101768544,0.05109626207583573,3.6608867691752174,0.003081208006277203,-0.009471614246983395,-0.11107972284197581,003550
LG,2022,Q4,정보기술,0.0874591078198696,0.0020151782755530867,0.025785239827764705,0.009078162201198392,-0.21397359255908566,0.002732801277388397,0.3927607749714368,-0.021585208806486254,003550
LG,2022,Q3,정보기술,0.008850001702514463,-0.009447877491376655,0.905728189306956,-0.0007952002523139434,0.394887910130153,0.000543681552779729,0.025255252510986814,0.0874591078198696,003550
LG,2022,Q2,정보기술,0.1768203448903187,0.05600704113831401,-0.8956136899752156,-0.04278060014321239,-0.8118038222255337,-0.0016085775684849812,-0.11162035499464928,0.008850001702514463,003550
LG,2022,Q1,정보기술,0.0503284681564553,-0.002761352239980752,-4.475915432818252,0.056957683001604975,4.074490961364263,0.01214706463383508,0.14270413412721172,0.1768203448903187,003550
LG,2021,Q4,정보기술,-0.08444885092536092,-0.029044838128328143,-2.6768356990121234,-0.017619846454958843,-0.16144863208232607,-0.020880378260725307,-0.07791965410516821,0.0503284681564553,003550
LG,2021,Q3,정보기술,0.010826868558256687,0.01272905006349423,0.8677352898655486,0.0067417078653699836,0.3228540472529009,0.009406308499947835,0.06164604093224457,-0.08444885092536092,003550
LG,2021,Q2,정보기술,0.0,-0.0008691763067203429,-0.9023941100623883,-0.11985724272350229,-0.8082816407827003,0.09005619732752734,0.004544738304348206,0.010826868558256687,003550
LG,2021,Q1,정보기술,0.38867039231396616,-0.000825341305360161,-10.187647878650374,0.05511737950815632,7.366746555663008,-0.14947130892655425,-0.013652575093253017,0.0,003550
LG,2020,Q4,정보기술,-0.01601924541210939,-0.08908800268078254,-2.067854979666003,-0.011416992606603893,-0.3140178828958754,-0.0028844104643863666,0.26529767326322773,0.38867039231396616,003550
LG,2020,Q3,정보기술,-0.20502896673582985,-0.0019445916017751808,-0.9355239315171208,-0.006779640550589772,0.08474823745358973,0.004698998198673365,0.03493117669112533,-0.01601924541210939,003550
LG,2020,Q2,정보기술,0.1995391026549494,0.010724531070863685,0.28186556362242476,0.05072437247094741,-0.8712895609020094,0.06745544656315738,0.06822056686462297,-0.20502896673582985,003550
LG,2020,Q1,정보기술,-0.07293920663140668,-0.002173927450284552,12.594058058369466,0.06976620598058392,6.1473980120505045,0.029675840821208332,-0.08168798007712763,0.1995391026549494,003550
LG,2019,Q4,정보기술,-0.026056770304569987,-0.01524098173652133,0.11460026439546622,0.0024186667065766443,0.031184455261387578,0.001835082931591181,0.10722388337541156,-0.07293920663140668,003550
LG,2019,Q3,정보기술,-0.059076556994462875,-0.019541317621319054,0.32625316164635554,0.004043136173175199,0.02858538471714822,0.003622876319728574,0.03868277945619325,-0.026056770304569987,003550
LG,2019,Q2,정보기술,0.023270959911615076,0.015255115092664973,-0.9337237167447052,-0.03437836751840151,-0.8279341132304093,0.0031120512557372138,-0.006996027984111919,-0.059076556994462875,003550
LG,2019,Q1,정보기술,-0.03998054592638056,-0.00019484830051963442,47.293836246550136,0.056556415865874676,4.507242044358727,0.01632489593889974,0.001021045550643862,0.023270959911615076,003550
LG,2018,Q4,정보기술,0.11076262153853225,-0.002510917896369369,-0.7770667979244857,-0.0038325297900534405,0.05548148072753922,0.00680038383213355,-0.4933448563377538,-0.03998054592638056,003550
LG,2018,Q3,정보기술,-0.009626283564119015,0.04954741396996676,0.16737693928366215,0.001424031730614006,0.04855974983724476,0.004337284913876749,-0.025531687760209754,0.11076262153853225,003550
LG,2018,Q2,정보기술,0.00598980207591944,0.00021130225509469192,-0.9077078771353381,-0.034845316066507204,-0.7969896955462921,0.00402894484670413,-0.04951042013111839,-0.009626283564119015,003550
LG,2018,Q1,정보기술,-0.07444355270467415,0.0011138006569169079,11.45357732526142,0.048587422757250254,3.246071757129715,0.020589791400904334,-0.0004845534501896065,0.00598980207591944,003550
LG,2017,Q4,정보기술,0.07277934922619968,0.03456710237460592,-0.9140778501020237,0.006400559468896727,0.10437176790921199,0.0038935514155022943,0.014072677408296208,-0.07444355270467415,003550
LG,2017,Q3,정보기술,-0.005974106358619072,-0.0009151248959836655,9.909257396373391,0.037285691509670205,-0.004702099259798587,0.03791881903932448,0.01308759601525833,0.07277934922619968,003550
LG,2017,Q2,정보기술,0.0728345059379617,0.015653001633376018,-0.9375709530779747,-0.022360822457789364,-0.758107361077818,0.004024214623509215,0.02549506125937895,-0.005974106358619072,003550
LG,2017,Q1,정보기술,-0.03586645834080273,0.013134127919251837,11.001565398886827,0.0827891223672681,3.272489758381406,0.04459186872239873,-0.11224468286924816,0.0728345059379617,003550
LG,2016,Q4,정보기술,0.051086683713398015,-0.009690564428949222,0.33326462251996913,0.004196995248322066,0.09830928687028684,-0.00038998610231344433,0.2259448284772918,-0.03586645834080273,003550
LG,2016,Q3,정보기술,-0.06569475201101335,0.026969752263637625,0.12122262668284511,0.0035169886534989203,0.028279060984101934,0.003293161242589937,0.027276347225909214,0.051086683713398015,003550
LG,2016,Q2,정보기술,-0.09291841151364286,-0.00012569422252217688,-0.8868105923363178,-0.02604003656208409,-0.7554529317535682,0.0032697452834240526,0.04739992075684163,-0.06569475201101335,003550
LG,2016,Q1,정보기술,0.005402126438243237,0.00010678800967456326,-0.2365576365206884,0.03768520599627356,-0.39652544690367986,0.0070379493684773475,0.00243883744103246,-0.09291841151364286,003550
한솔테크닉스,2024,Q4,정보기술,-0.0054990648296937145,-0.014007224025714637,-3.272879066805936,-0.1243229477581872,-0.16295856180675727,-0.014277178947348701,-0.23502654140595347,-0.0054990648296937145,004710
한솔테크닉스,2024,Q3,정보기술,-0.08271489411237727,-0.008348600140601348,-0.569407623325852,0.06689275430269692,0.3517203742182027,0.005088827059204437,0.9387851557957727,-0.0054990648296937145,004710
한솔테크닉스,2024,Q2,정보기술,-0.09422747279971624,-0.006435221034244987,0.47819808997893043,0.02596421087716716,-0.027072247562142104,0.008615836995824244,-0.10493122561335444,-0.08271489411237727,004710
한솔테크닉스,2024,Q1,정보기술,-0.15300954610124376,-0.005265285699899036,-0.45422298947064643,-0.03517695960131695,-0.051226761768065066,-0.003795765492005554,-0.3591266180224736,-0.09422747279971624,004710
한솔테크닉스,2023,Q4,정보기술,-0.0867870625702989,0.03079828020022357,-0.7433879500883459,-0.016224451252949357,-0.2924388837234564,0.012656543850652069,-0.394149449133404,-0.15300954610124376,004710
한솔테크닉스,2023,Q3,정보기술,0.006413112700537828,-0.005673436394007858,0.30885064861106737,-0.004673001626755546,0.06126916483001188,0.058897819332699886,-0.007981878555060273,-0.0867870625702989,004710
한솔테크닉스,2023,Q2,정보기술,-0.057082373844836325,-0.003357665464341797,0.2972184363398811,-0.052375828899203225,-0.0934123113877372,0.051429380109657474,0.033508678127680325,0.006413112700537828,004710
한솔테크닉스,2023,Q1,정보기술,0.17818140706246596,-0.007377268671741155,1.1148401795494212,0.03129638616118102,0.06578013600895716,0.025471381415631766,-0.12972718561165475,-0.057082373844836325,004710
한솔테크닉스,2022,Q4,정보기술,0.02803631937489633,-0.025373335614697345,-0.7349862482290458,0.004983673085606322,-0.02184480415564105,0.03273894637894914,0.09180397967334297,0.17818140706246596,004710
한솔테크닉스,2022,Q3,정보기술,-0.097940256742077,-0.003402260033873672,9.42296499305154,0.060804893407473415,0.1418617969453535,0.07948440442278204,-0.10517776922963296,0.02803631937489633,004710
한솔테크닉스,2022,Q2,정보기술,0.030438232365177134,-0.005820190260367175,-1.2663768558298578,-0.06118888514591214,-0.11387293657825681,0.007160689956053901,-0.11336833616686659,-0.097940256742077,004710
한솔테크닉스,2022,Q1,정보기술,0.01434855373439544,0.5394882294298202,-2.617046888007035,0.18497852310337204,0.10802577639375421,-0.028308793855448378,0.4592392410005839,0.030438232365177134,004710
한솔테크닉스,2021,Q4,정보기술,0.13533450785547407,-0.01091754445728188,-1.7090069413571154,0.14065887409861055,0.09464205097360145,0.010318305857018206,0.5700784032879858,0.01434855373439544,004710
한솔테크닉스,2021,Q3,정보기술,-0.13263647128451078,-0.00638878432584189,-1.978701586672126,0.005821192253499197,0.09988130060236133,-0.024215907403950077,0.0025489393260622606,0.13533450785547407,004710
한솔테크닉스,2021,Q2,정보기술,-0.1667863766138609,-0.002394482532579678,0.2929004695245736,-0.041309672123512,0.015963588224411795,0.02075927263356614,-0.006657364239856078,-0.13263647128451078,004710
한솔테크닉스,2021,Q1,정보기술,-0.07232028588327229,-0.007300493550117859,39.10564672653812,0.04588680969761705,0.07750991070917923,0.02089064942770169,0.17404558906380352,-0.1667863766138609,004710
한솔테크닉스,2020,Q4,정보기술,-0.11860663446577882,0.028877392415464387,-1.0439789596456526,-0.023003496700028103,-0.365153057944687,0.01027470656591456,0.7190831332762411,-0.07232028588327229,004710
한솔테크닉스,2020,Q3,정보기술,-0.10782605210019207,-0.030191119222303886,-1.3493195066451429,0.010932823223384958,0.14649821058088253,-0.013137157237831154,0.09566753574548703,-0.11860663446577882,004710
한솔테크닉스,2020,Q2,정보기술,0.06737267835909072,-0.006781676077403542,-0.4762966650381971,0.022095627687059194,0.1538146184395548,0.024841560381516414,0.020956214070046775,-0.10782605210019207,004710
한솔테크닉스,2020,Q1,정보기술,0.5194818832059939,-0.0061285401171544684,-2.1702700977534493,0.06957139112476818,0.12348736387249293,0.06869095774180445,0.04932456144994446,0.06737267835909072,004710
한솔테크닉스,2019,Q4,정보기술,-0.16385875546968584,-0.034101062316815645,-2.6074264885870004,-0.15240029688122414,-0.2462059900980208,-0.07302259708452719,-0.1504853670893791,0.5194818832059939,004710
한솔테크닉스,2019,Q3,정보기술,-0.03381547227701083,-0.011038453416539196,0.6852066262571892,0.16263274192634136,0.3899521690821708,0.3212267906320341,0.05711087944598492,-0.16385875546968584,004710
한솔테크닉스,2019,Q2,정보기술,0.19375434320305918,-0.013365001417937616,0.39432598712967604,-0.02323682848845665,-0.018606338196610173,0.027113836805104485,-0.34937404565228913,-0.03381547227701083,004710
한솔테크닉스,2019,Q1,정보기술,-0.10454769372988504,0.00025668055969596537,-1.1777907432831272,0.033265111504171774,0.05689076661678927,0.020152569026490097,-0.05696558597243595,0.19375434320305918,004710
한솔테크닉스,2018,Q4,정보기술,-0.015083028676038336,-0.0956295067111026,-8.03877097890117,-0.151907994117373,-0.1533534460408733,-0.1071317595055471,-0.5117073337319702,-0.10454769372988504,004710
한솔테크닉스,2018,Q3,정보기술,-0.21888481634703838,-0.0062417874611487845,-1.9501733193736341,0.01851721938076034,0.3050489994915284,0.014643989966069082,-0.05284661717119432,-0.015083028676038336,004710
한솔테크닉스,2018,Q2,정보기술,-0.13571566747667213,0.005666445906731488,-3.6293561078975634,0.05235068054637049,-0.06039272195740453,-0.014659540663075288,0.6582888809998508,-0.21888481634703838,004710
한솔테크닉스,2018,Q1,정보기술,0.010298365668419143,0.02410398841338024,-1.343832667615363,0.029201586320749096,-0.22610137053282742,0.006130507567957411,0.006704205160904753,-0.13571566747667213,004710
한솔테크닉스,2017,Q4,정보기술,-0.2565304325228945,-0.011305150489280491,-1.721749605951934,-0.02447281963648318,-0.08186798983641574,-0.018587323702726977,0.16055463891899668,0.010298365668419143,004710
한솔테크닉스,2017,Q3,정보기술,0.093914239881027,0.0015772394764155262,0.5459256401096726,-0.022605669021113606,0.2843900497430034,0.02351160673677377,0.008139557358693095,-0.2565304325228945,004710
한솔테크닉스,2017,Q2,정보기술,-0.04798884739643876,0.03947613247229875,-0.010355767179223263,0.061877082866681254,0.1541688139614461,0.015600264217796367,0.39604465214257334,0.093914239881027,004710
한솔테크닉스,2017,Q1,정보기술,-0.12902590442213896,9.126589514130146e-06,-1.052037241403141,0.011279237304433698,0.05151942155755607,0.015971676509116683,0.21712219248323472,-0.04798884739643876,004710
한솔테크닉스,2016,Q4,정보기술,-0.0410300375355413,-0.17187524090543338,-33.84189197988164,-0.1075360732485372,-0.12368211009380647,-0.23424465274237227,-0.2097522642211247,-0.12902590442213896,004710
한솔테크닉스,2016,Q3,정보기술,-0.20891271278621495,-0.0040561768107790774,2.03635021519843,0.012015119598321355,0.08267641190539687,0.007338520279426719,-0.419945531408221,-0.0410300375355413,004710
한솔테크닉스,2016,Q2,정보기술,-0.20771220901654622,-0.007215851552752617,-3.0344034777204576,0.019046185463216236,0.0435111457852464,0.0026208413504673622,0.0075727182872458165,-0.20891271278621495,004710
한솔테크닉스,2016,Q1,정보기술,0.10386480439965097,-0.012102868319031734,-1.0669233714494548,0.04191434291429208,-0.7839048728050397,-0.0007566600080445296,-0.18503422430255156,-0.20771220901654622,004710
삼성전자,2024,Q4,정보기술,0.012060026626759604,0.03425618868534852,-1.2340761515997205,0.004896104388182776,-0.135760063574217,-0.015309315857520156,-0.014998867625543144,0.012060026626759604,005930
