name,year,quarter,sector,Relative Return,M_금리 변화율,F_자본금 변화율,P_1인평균급여 변화율,P_보유 주식 수 변화율,M_실업률 변화율,P_기초 소유주식 지분율 변화율,Label,Code
경방,2024,Q4,경기소비재,-0.02886037179999912,-0.9958466164561739,0.0,-0.9963239967662814,-0.9926043614907353,-0.9933179486843267,-0.995313961701152,-0.02886037179999912,000050
경방,2024,Q3,경기소비재,0.09305574478690715,-0.11983510689291532,0.0,0.0,0.0,-0.09523809523809512,0.0,-0.02886037179999912,000050
경방,2024,Q2,경기소비재,-0.13327121036347922,0.02546205269366908,0.0,0.0,0.0,-3.3306690738754696e-16,0.0,0.09305574478690715,000050
경방,2024,Q1,경기소비재,-0.10878884492008238,-0.12136131985833976,0.0,0.0,0.0,-0.011764705882352788,0.0,-0.13327121036347922,000050
경방,2023,Q4,경기소비재,-0.06536116314323508,0.00757180156657955,0.0,0.016680986269392184,-0.053911181435313926,0.0625,0.0584998762754545,-0.10878884492008238,000050
경방,2023,Q3,경기소비재,-0.08219063219063219,0.11207897793263655,0.0,0.0,0.0,0.03896103896103886,0.0,-0.06536116314323508,000050
경방,2023,Q2,경기소비재,-0.1480480934124126,0.0022310602386272915,0.0,0.0,0.0,-0.04938271604938271,0.0,-0.08219063219063219,000050
경방,2023,Q1,경기소비재,-0.05075163065633926,-0.12061758935426237,0.0,0.0,0.0,-0.05813953488372092,0.0,-0.1480480934124126,000050
경방,2022,Q4,경기소비재,-0.015779626136757832,0.11445954938682568,0.0,0.18999575600910523,-0.14542370064392685,0.023809523809523725,0.08990120130234636,-0.05075163065633926,000050
경방,2022,Q3,경기소비재,-0.13229381994235823,0.0359464250541639,0.0,0.0,0.0,-0.023255813953488302,0.0,-0.015779626136757832,000050
경방,2022,Q2,경기소비재,-0.10140683498790896,0.2746673361787626,0.0,0.0,0.0,-0.033707865168539186,0.0,-0.13229381994235823,000050
경방,2022,Q1,경기소비재,0.11273574077530271,0.14767324592997877,0.0,0.0,0.0,-0.09183673469387776,0.0,-0.10140683498790896,000050
경방,2021,Q4,경기소비재,0.11458560288894182,0.16812521036687933,0.0,0.14385536497102014,-0.19086646198107693,0.02083333333333348,0.013310580204778377,0.11273574077530271,000050
경방,2021,Q3,경기소비재,0.055764862783849796,-0.05306772908366497,0.0,0.0,0.0,-0.1504424778761062,0.0,0.11458560288894182,000050
경방,2021,Q2,경기소비재,-0.0030792581925372384,0.11734330484330613,0.0,0.0,0.0,-0.11023622047244086,0.0,0.055764862783849796,000050
경방,2021,Q1,경기소비재,0.06024886078885398,0.17195325542571194,0.0,0.0,0.0,0.016000000000000014,0.0,-0.0030792581925372384,000050
경방,2020,Q4,경기소비재,-0.15686657248467922,0.13205764233403983,0.0,0.02217176539580623,-0.23235692529483953,0.04166666666666674,-0.03862559552714806,0.06024886078885398,000050
경방,2020,Q3,경기소비재,-0.04972281080367345,-0.01328671328671327,0.0,0.0,0.0,-0.032258064516129115,0.0,-0.15686657248467922,000050
경방,2020,Q2,경기소비재,-0.11949602641425311,-0.0835291604358025,0.0,0.0,0.0,0.15887850467289732,0.0,-0.04972281080367345,000050
경방,2020,Q1,경기소비재,0.31535207533686044,-0.060040160642572116,0.0,0.0,0.0,0.00943396226415083,0.0,-0.11949602641425311,000050
경방,2019,Q4,경기소비재,-0.10188173438043172,0.191387559808615,0.0,911.1063748079877,-0.05610447997585388,-0.05357142857142849,0.05695162129356657,0.31535207533686044,000050
경방,2019,Q3,경기소비재,-0.08417773824815472,-0.21649484536082508,0.0,0.0,0.0,-0.05084745762711873,0.0,-0.10188173438043172,000050
경방,2019,Q2,경기소비재,-0.040084517690679194,-0.10064059339177356,0.0,0.0,0.0,0.017241379310344973,0.0,-0.08417773824815472,000050
경방,2019,Q1,경기소비재,0.11455147885393055,-0.09282764948769218,0.0,0.0,0.0,0.01754385964912264,0.0,-0.040084517690679194,000050
경방,2018,Q4,경기소비재,-0.1629344263704438,-0.10693799508331026,0.0,-0.9990257225703864,-0.049785344034273926,-0.08800000000000008,-0.06770847366293953,0.11455147885393055,000050
경방,2018,Q3,경기소비재,-0.07696262658426821,-0.09246405552800974,0.0,0.0,0.0,0.11607142857142883,0.0,-0.1629344263704438,000050
경방,2018,Q2,경기소비재,0.011885389568458124,-0.0044422507403751865,0.0,0.0,0.0,0.009009009009008917,0.0,-0.07696262658426821,000050
경방,2018,Q1,경기소비재,0.0378657636253889,0.08530869157626775,0.0,0.0,0.0,0.01834862385321112,0.0,0.011885389568458124,000050
경방,2017,Q4,경기소비재,0.041282164991423786,0.094065934065934,0.0,0.17463232408846197,0.0057646738553798205,-0.0267857142857143,-0.15256752745621838,0.0378657636253889,000050
경방,2017,Q3,경기소비재,-0.12313590234177786,0.03346456692913535,0.181136680107981,0.0,0.0,0.018181818181818077,0.0,0.041282164991423786,000050
경방,2017,Q2,경기소비재,-0.024001473839351535,0.01678214010777368,0.04068952718190322,0.0,0.0,-0.00900900900900925,0.0,-0.12313590234177786,000050
경방,2017,Q1,경기소비재,-0.02973383446205497,0.13548951048950886,0.05747849021376461,0.0,0.0,0.0277777777777779,0.0,-0.024001473839351535,000050
경방,2016,Q4,경기소비재,-0.2813695647129345,0.3210161662817601,0.0886466649837665,0.013707348507147943,9.907472881385925,-0.06896551724137923,0.005911859548549003,-0.02973383446205497,000050
경방,2016,Q3,경기소비재,0.05179556550348005,-0.16954353663214605,-0.05061484244509107,0.0,0.0,0.08411214953271018,0.0,-0.2813695647129345,000050
경방,2016,Q2,경기소비재,-0.03362986153695546,-0.08606485539000996,0.00846930082678976,0.0,0.0,-0.044642857142857095,0.0,0.05179556550348005,000050
경방,2016,Q1,경기소비재,-0.10944646341062639,-0.1254024221983725,-0.024374235351844797,0.0,0.0,0.05660377358490565,0.0,-0.03362986153695546,000050
한국타이어월드와이드,2024,Q4,경기소비재,-0.13537504162504166,-0.9779596771355906,0.0,-0.9747749723325518,-0.970634068232607,-0.96454092750303,-0.9556238787520901,-0.13537504162504166,000240
한국타이어월드와이드,2024,Q3,경기소비재,0.19368652376094134,-0.11983510689291532,0.0,0.0,0.0,-0.09523809523809512,0.0,-0.13537504162504166,000240
한국타이어월드와이드,2024,Q2,경기소비재,0.09538229206225915,0.02546205269366908,0.0,0.0,0.0,-3.3306690738754696e-16,0.0,0.19368652376094134,000240
한국타이어월드와이드,2024,Q1,경기소비재,-0.08591958436319505,-0.12136131985833976,0.0,0.0,0.0,-0.011764705882352788,0.0,0.09538229206225915,000240
한국타이어월드와이드,2023,Q4,경기소비재,0.034485011002909904,0.00757180156657955,0.0,0.08996539792387548,-0.20031094307456365,0.0625,-0.004279994477426552,-0.08591958436319505,000240
한국타이어월드와이드,2023,Q3,경기소비재,0.2914854459102246,0.11207897793263655,0.0,0.0,0.0,0.03896103896103886,0.0,0.034485011002909904,000240
한국타이어월드와이드,2023,Q2,경기소비재,-0.14674011905728682,0.0022310602386272915,0.0,0.0,0.0,-0.04938271604938271,0.0,0.2914854459102246,000240
한국타이어월드와이드,2023,Q1,경기소비재,0.04704054396149173,-0.12061758935426237,0.0,0.0,0.0,-0.05813953488372092,0.0,-0.14674011905728682,000240
한국타이어월드와이드,2022,Q4,경기소비재,-0.05457576397169826,0.11445954938682568,0.0,0.07037037037037042,-0.041157936460311406,0.023809523809523725,-0.5001380262249828,0.04704054396149173,000240
한국타이어월드와이드,2022,Q3,경기소비재,-0.023218109725545246,0.0359464250541639,0.0,0.0,0.0,-0.023255813953488302,0.0,-0.05457576397169826,000240
한국타이어월드와이드,2022,Q2,경기소비재,0.0035586961447989784,0.2746673361787626,0.0,0.0,0.0,-0.033707865168539186,0.0,-0.023218109725545246,000240
한국타이어월드와이드,2022,Q1,경기소비재,0.0625080874675382,0.14767324592997877,0.0,0.0,0.0,-0.09183673469387776,0.0,0.0035586961447989784,000240
한국타이어월드와이드,2021,Q4,경기소비재,-0.10970540170367923,0.16812521036687933,0.0,-0.25,0.060924711312309476,0.02083333333333348,0.06178977272727271,0.0625080874675382,000240
한국타이어월드와이드,2021,Q3,경기소비재,0.005208661600547844,-0.05306772908366497,0.0,0.0,0.0,-0.1504424778761062,0.0,-0.10970540170367923,000240
한국타이어월드와이드,2021,Q2,경기소비재,-0.028322307323184102,0.11734330484330613,0.02058765252995176,0.0,0.0,-0.11023622047244086,0.0,0.005208661600547844,000240
한국타이어월드와이드,2021,Q1,경기소비재,0.029795879984576185,0.17195325542571194,0.0,0.0,0.0,0.016000000000000014,0.0,-0.028322307323184102,000240
한국타이어월드와이드,2020,Q4,경기소비재,-0.08167199783449117,0.13205764233403983,0.0,0.16129032258064524,0.28512572152769966,0.04166666666666674,0.0,0.029795879984576185,000240
한국타이어월드와이드,2020,Q3,경기소비재,0.09946325091362876,-0.01328671328671327,0.0,0.0,0.0,-0.032258064516129115,0.0,-0.08167199783449117,000240
한국타이어월드와이드,2020,Q2,경기소비재,0.17887525823928324,-0.0835291604358025,0.0,0.0,0.0,0.15887850467289732,0.0,0.09946325091362876,000240
한국타이어월드와이드,2020,Q1,경기소비재,0.005318434420071766,-0.060040160642572116,0.0,0.0,0.0,0.00943396226415083,0.0,0.17887525823928324,000240
한국타이어월드와이드,2019,Q4,경기소비재,-0.20232934492999802,0.191387559808615,0.0,-0.0064102564102563875,-0.03997908761440716,-0.05357142857142849,0.0,0.005318434420071766,000240
한국타이어월드와이드,2019,Q3,경기소비재,-0.14771301028660141,-0.21649484536082508,0.0,0.0,0.0,-0.05084745762711873,0.0,-0.20232934492999802,000240
한국타이어월드와이드,2019,Q2,경기소비재,-0.06653944086627385,-0.10064059339177356,0.0,0.0,0.0,0.017241379310344973,0.0,-0.14771301028660141,000240
한국타이어월드와이드,2019,Q1,경기소비재,0.08965665710338488,-0.09282764948769218,0.0,0.0,0.0,0.01754385964912264,0.0,-0.06653944086627385,000240
한국타이어월드와이드,2018,Q4,경기소비재,-0.0506737404824085,-0.10693799508331026,0.0,0.1470588235294117,0.05609434550056336,-0.08800000000000008,0.0,0.08965665710338488,000240
한국타이어월드와이드,2018,Q3,경기소비재,-0.07805195120300458,-0.09246405552800974,0.0,0.0,0.0,0.11607142857142883,0.0,-0.0506737404824085,000240
한국타이어월드와이드,2018,Q2,경기소비재,0.12610362291753702,-0.0044422507403751865,0.0,0.0,0.0,0.009009009009008917,0.0,-0.07805195120300458,000240
한국타이어월드와이드,2018,Q1,경기소비재,-0.012265028214992585,0.08530869157626775,0.0,0.0,0.0,0.01834862385321112,0.0,0.12610362291753702,000240
한국타이어월드와이드,2017,Q4,경기소비재,0.001746463831453167,0.094065934065934,0.0,-0.01449275362318836,-0.12252292037811086,-0.0267857142857143,0.0,-0.012265028214992585,000240
한국타이어월드와이드,2017,Q3,경기소비재,-0.15109247683773183,0.03346456692913535,0.16699775606548806,0.0,0.0,0.018181818181818077,0.0,0.001746463831453167,000240
한국타이어월드와이드,2017,Q2,경기소비재,-0.009205310769807169,0.01678214010777368,0.04067228885515339,0.0,0.0,-0.00900900900900925,0.0,-0.15109247683773183,000240
한국타이어월드와이드,2017,Q1,경기소비재,0.012076016626146636,0.13548951048950886,0.05745630857254591,0.0,0.0,0.0277777777777779,0.0,-0.009205310769807169,000240
한국타이어월드와이드,2016,Q4,경기소비재,-0.19368253315611283,0.3210161662817601,0.0886078254995446,-0.034965034965035,-0.018528189414765195,-0.06896551724137923,-0.0035049878673494295,0.012076016626146636,000240
한국타이어월드와이드,2016,Q3,경기소비재,0.07960487395138752,-0.16954353663214605,-0.050588762492604356,0.0,0.0,0.08411214953271018,0.0,-0.19368253315611283,000240
한국타이어월드와이드,2016,Q2,경기소비재,-0.19615148859336112,-0.08606485539000996,0.008465143592294888,0.0,0.0,-0.044642857142857095,0.0,0.07960487395138752,000240
한국타이어월드와이드,2016,Q1,경기소비재,0.036796963458934795,-0.1254024221983725,-0.02448741360498652,0.0,0.0,0.05660377358490565,0.0,-0.19615148859336112,000240
기아차,2024,Q4,경기소비재,-0.005379445881629259,-0.16388948781314228,0.0,-0.11091102816453968,0.12200918651011805,0.5979271171060605,0.18307967106176704,-0.005379445881629259,000270
기아차,2024,Q3,경기소비재,-0.008185102997293248,-0.11983510689291532,0.0,0.0,0.0,-0.09523809523809512,0.0,-0.005379445881629259,000270
기아차,2024,Q2,경기소비재,-0.05148340048672804,0.02546205269366908,0.0,0.0,0.0,-3.3306690738754696e-16,0.0,-0.008185102997293248,000270
기아차,2024,Q1,경기소비재,-0.1401535190996598,-0.12136131985833976,0.0,0.0,0.0,-0.011764705882352788,0.0,-0.05148340048672804,000270
기아차,2023,Q4,경기소비재,0.5421023299411623,0.00757180156657955,0.18244789023602337,0.14356435643564347,-0.004961488722627916,0.0625,0.0,-0.1401535190996598,000270
