name,year,quarter,sector,Relative Return,F_당기순이익(손실) 변화율,F_비유동자산 변화율,F_부채총계 변화율,F_매출액 변화율,F_이익잉여금 변화율,F_유동자산 변화율,Label,Code
SK텔레콤,2024,Q4,커뮤니케이션서비스,-0.08517500198916134,0.2848257531806959,0.0184262332817553,0.008301065309178401,-0.003935403931470405,0.00429460858390418,-0.014036945368099518,-0.08517500198916134,017670
SK텔레콤,2024,Q3,커뮤니케이션서비스,0.1480776425971261,-0.2068055263242381,-0.021843209062394342,0.0033105841276102055,0.0036662689470372545,0.003216821698364347,0.09603882961991217,-0.08517500198916134,017670
SK텔레콤,2024,Q2,커뮤니케이션서비스,0.08785202885842457,-0.43034427542033626,-0.030908451536501458,-0.06576103585807158,0.0008931595519148239,0.004013371679929545,-0.05995312111231943,0.1480776425971261,017670
SK텔레콤,2024,Q1,커뮤니케이션서비스,-0.04163653217503588,3.302302809882674,-0.012586186300788782,-0.009877169658263352,-0.004871594019267955,0.00441065152752973,0.0970882537771236,0.08785202885842457,017670
SK텔레콤,2023,Q4,커뮤니케이션서비스,-0.05261054758572337,-0.5432284137468353,0.008460555756166777,0.019095228012829812,0.01773668097319092,-0.00394816903379458,-0.007135186067010468,-0.04163653217503588,017670
SK텔레콤,2023,Q3,커뮤니케이션서비스,0.13157052320142448,-0.08206348217198622,-0.014893618271244025,-0.0011983920489742061,0.009367381929118457,0.004622697487933758,0.0381626530379251,-0.05261054758572337,017670
SK텔레콤,2023,Q2,커뮤니케이션서비스,-0.12633529861621448,-0.3537864234057321,-0.002203440145168045,-0.04002203682073824,0.0006329286503670151,0.006791982639010152,-0.10841990116897104,0.13157052320142448,017670
SK텔레콤,2023,Q1,커뮤니케이션서비스,0.032823120372152716,3.804454459580958,-0.02209312551684106,-0.0715459949844034,0.006759626331215296,0.015642283636732923,-0.06911517042953841,-0.12633529861621448,017670
SK텔레콤,2022,Q4,커뮤니케이션서비스,-0.05874943564335185,-0.7120464831243056,0.025554474167748698,0.06386248487025581,-0.00842652910776076,-0.009983682191215926,0.05962156290162479,0.032823120372152716,017670
SK텔레콤,2022,Q3,커뮤니케이션서비스,0.01864789207147642,0.35944168723436487,-0.019692461079776846,-0.018566328246370056,0.0014129801759459326,0.008327753072880473,0.02624570072093202,-0.05874943564335185,017670
SK텔레콤,2022,Q2,커뮤니케이션서비스,-0.09228983719541448,-0.10934139624947425,-0.023513939728127875,0.004002625567696816,0.013270648240247596,0.0030513311321311853,0.060635764212126686,0.01864789207147642,017670
SK텔레콤,2022,Q1,커뮤니케이션서비스,0.08773444544634806,-0.050443471511570914,-0.017693964115378713,-0.013960780767539593,0.001395657289828156,-0.006657338237303301,0.01832940901545732,-0.09228983719541448,017670
SK텔레콤,2021,Q4,커뮤니케이션서비스,0.0,0.6756169780230188,-0.2049543440388749,0.06671627570294048,0.015095776809364247,0.005602681422332445,-0.037495877766419605,0.08773444544634806,017670
SK텔레콤,2021,Q3,커뮤니케이션서비스,0.07189754101088322,-0.13921993793849285,-0.02049939131781786,-0.010236454245768245,0.0019188477646814306,-0.0013142816658591183,0.005833121883440651,0.0,017670
SK텔레콤,2021,Q2,커뮤니케이션서비스,-0.019158511337185838,-0.6051376249160432,0.04126735971743556,0.01365479287379423,0.013717164790496783,-0.10799386813233736,-0.03619216598109798,0.07189754101088322,017670
SK텔레콤,2021,Q1,커뮤니케이션서비스,0.22431357743014252,17.153992987923647,-0.006277029248233923,-0.008814414666036052,0.012706059823600624,-0.011768428926245966,-0.005918034362204949,-0.019158511337185838,017670
SK텔레콤,2020,Q4,커뮤니케이션서비스,-0.14644010149018505,-0.8379214547291325,0.046756997727463334,0.09041600709948572,0.0009137488425110529,0.001323383779075371,-0.044609673168170216,0.22431357743014252,017670
SK텔레콤,2020,Q3,커뮤니케이션서비스,-0.09112350064829944,-0.060889776992451794,-0.009536025936180192,0.0118450362247009,0.00027246454899465533,0.0051816725337392455,0.11100086393778974,-0.14644010149018505,017670
SK텔레콤,2020,Q2,커뮤니케이션서비스,-0.09149328654056599,-0.5847035038771906,0.020334291109052716,-0.009285708364516143,0.0058118032259664165,0.010230286418401402,-0.05536056731941541,-0.09112350064829944,017670
SK텔레콤,2020,Q1,커뮤니케이션서비스,0.07940777204222457,29.66472853583025,-0.014017962828254182,-0.004422501499669718,0.02745593621912734,-0.01618582934118651,0.004444698977104533,-0.09149328654056599,017670
SK텔레콤,2019,Q4,커뮤니케이션서비스,-0.10149247594003277,-0.9177902761223679,0.025784161987132848,0.04933378335003735,-0.02294654050248146,-0.0017526261261773257,0.0540035140720625,0.07940777204222457,017670
SK텔레콤,2019,Q3,커뮤니케이션서비스,-0.07615511704422152,-0.005715555445825693,0.029412059311865857,0.06515792378794716,0.022415499854796073,0.005167917927432875,0.033572085846560684,-0.10149247594003277,017670
SK텔레콤,2019,Q2,커뮤니케이션서비스,-0.03069438790843103,-0.74842273130298,-0.003648748977655325,-0.0639505102429363,0.012626733157718117,0.011504946173900521,-0.11029912630563865,-0.07615511704422152,017670
SK텔레콤,2019,Q1,커뮤니케이션서비스,0.06716970112969795,2.8709179104029046,0.015735966993598582,0.07481362039293216,-0.013154394822742388,-0.0021061115126019825,0.10494557182599906,-0.03069438790843103,017670
SK텔레콤,2018,Q4,커뮤니케이션서비스,-0.07653364974184323,-0.0924875355931094,0.12163372674857986,0.15523577006004552,-0.02593612462793604,0.009221490368607643,-0.15189157848700907,0.06716970112969795,017670
SK텔레콤,2018,Q3,커뮤니케이션서비스,0.09907619067919897,-0.16590683665019612,-0.004888432243591478,-0.0035575512644350216,-0.005528182239996515,0.00574980303912076,0.03247544295497429,-0.07653364974184323,017670
SK텔레콤,2018,Q2,커뮤니케이션서비스,0.25329261677180526,-0.3968997906302223,-0.0021514953556308614,-0.08631735955097675,-0.015627373652267407,0.013493541272320275,-0.12209372050103517,0.09907619067919897,017670
SK텔레콤,2018,Q1,커뮤니케이션서비스,-0.06036099655273837,1.4271994032355821,-0.004092260538874237,0.07789031245204447,-0.04026284613603526,0.10304683751091126,0.6154245457522602,0.25329261677180526,017670
SK텔레콤,2017,Q4,커뮤니케이션서비스,-0.019053309746288723,-0.686362449474113,0.020317736934436725,0.03827884831800432,-0.0135030932642618,0.010236818087558275,0.037929439711723134,-0.06036099655273837,017670
SK텔레콤,2017,Q3,커뮤니케이션서비스,-0.14516512165094828,0.5243273364113994,0.019482056724001717,0.017010845729057644,0.01508410968507512,0.02944475190956619,0.04984995735995512,-0.019053309746288723,017670
SK텔레콤,2017,Q2,커뮤니케이션서비스,0.1017951925832758,-0.19102229228811507,-0.006305445592696524,-0.06489871949743153,0.007018882393401871,0.02242256388268582,-0.05072632255985299,-0.14516512165094828,017670
SK텔레콤,2017,Q1,커뮤니케이션서비스,-0.1265149732385295,-0.29535471317277884,-0.032454863139386725,-0.04530059097789241,0.00964902098942444,-0.01827381256794125,-0.005001754929850555,0.1017951925832758,017670
SK텔레콤,2016,Q4,커뮤니케이션서비스,0.04982150810956108,1.5729366278932613,0.037885425998522626,0.10266720133522633,-0.013972599648267026,0.0158317790634106,0.12460758233859415,-0.1265149732385295,017670
SK텔레콤,2016,Q3,커뮤니케이션서비스,-0.01600971733972347,-0.2464264596208533,0.06983629724931584,0.08215901897629174,0.0031685116501098953,0.018909219990580706,-0.08554314573090449,0.04982150810956108,017670
SK텔레콤,2016,Q2,커뮤니케이션서비스,0.003591069211464598,-0.2565730088669229,-0.01770561813547422,-0.019456211735974005,-0.0020246841696035522,0.02078781277190256,0.13215845161126172,-0.01600971733972347,017670
SK텔레콤,2016,Q1,커뮤니케이션서비스,0.032929691692332404,0.7319013566682848,-0.022408740273466843,0.021098523829247595,-0.7532638224528367,-0.019388903598981155,0.15879727100760666,0.003591069211464598,017670
제일기획,2024,Q4,커뮤니케이션서비스,-0.07174559595334251,-1.3745352455039814,-0.13242883929203608,0.33121187827808907,0.05727746544896717,-0.030709852620139144,0.2993049200856277,-0.07174559595334251,030000
제일기획,2024,Q3,커뮤니케이션서비스,0.14019050476377237,0.0868933782139012,-0.023913105525204537,-0.047761331244943306,-0.03084957707970004,0.0442610613555523,0.019957069056848464,-0.07174559595334251,030000
제일기획,2024,Q2,커뮤니케이션서비스,-0.05285491260701005,0.8400469296502904,0.01432360956832901,-0.156491795665489,0.20776368592727157,0.0424512655515219,-0.10442260320081476,0.14019050476377237,030000
제일기획,2024,Q1,커뮤니케이션서비스,0.03465818367887934,-1.2901007669079898,-0.01795677429789866,-0.07613755544677547,-0.1496869789609433,-0.13277631799308598,-0.15846026658595225,-0.05285491260701005,030000
제일기획,2023,Q4,커뮤니케이션서비스,-0.22514020518944383,-2.810623399342286,-0.11227460018553848,0.3975466628148432,0.21478620181307329,-0.07283682502893873,0.27254319590224907,0.03465818367887934,030000
제일기획,2023,Q3,커뮤니케이션서비스,0.10887430073332618,-0.21349807807659238,-0.03462633401029647,0.15977794300597248,-0.07373510307417508,0.03660892562807083,0.19333946784640532,-0.22514020518944383,030000
제일기획,2023,Q2,커뮤니케이션서비스,-0.021654007406326094,1.4768246846653361,0.007954113520346473,-0.1718433079886782,0.10223772615755466,0.04881886590343987,-0.08756971420243853,0.10887430073332618,030000
제일기획,2023,Q1,커뮤니케이션서비스,-0.08124400252393199,-1.9324774066375063,0.006126323116726562,-0.1632678750954245,-0.121192904736103,-0.12269132531253912,-0.2408839965092454,-0.021654007406326094,030000
제일기획,2022,Q4,커뮤니케이션서비스,-0.1466436054507237,-1.459913232099109,0.0011243776547245066,0.16778690896649096,-0.058870403120793724,-0.015176625670299648,0.09833112622041051,-0.08124400252393199,030000
제일기획,2022,Q3,커뮤니케이션서비스,0.06391421923812787,0.22341947544190943,0.04545803813005622,0.14944479561248003,0.06328292242083311,0.04135100886677101,0.1189880854043488,-0.1466436054507237,030000
제일기획,2022,Q2,커뮤니케이션서비스,-0.05083642078624897,0.5775132075883431,0.039504957280382724,-0.1405089220678315,0.12912124102287814,0.03498190674739776,-0.0853386743668183,0.06391421923812787,030000
제일기획,2022,Q1,커뮤니케이션서비스,0.15199566637072034,3.958844345112033,-0.00788041488060831,-0.01918689621873526,-0.056999417177961864,-0.09562325610677491,-0.10559891392204301,-0.05083642078624897,030000
제일기획,2021,Q4,커뮤니케이션서비스,0.053170724149639484,-0.8370019894834106,-0.059907613707981144,0.24059480314205328,0.172430466255999,0.0014701417902929226,0.19106938571835563,0.15199566637072034,030000
제일기획,2021,Q3,커뮤니케이션서비스,0.06907797004025064,-0.6356850493437967,-0.0033254684378952737,-0.1167121636173667,0.01764023978494622,0.025481375185991917,-0.04733319342278597,0.053170724149639484,030000
제일기획,2021,Q2,커뮤니케이션서비스,0.020513327195747593,4.656288101289053,0.005300448741417663,-0.010704443838659872,0.2915962481673817,0.07520321783527661,0.07211221069232643,0.06907797004025064,030000
제일기획,2021,Q1,커뮤니케이션서비스,0.079842253040428,-0.8159380749273966,-0.003523179407943222,-0.02699947357864252,-0.12047238255195003,-0.0868289798769365,-0.10998181434949894,0.020513327195747593,030000
제일기획,2020,Q4,커뮤니케이션서비스,-0.2504967954104901,2.352671601258704,0.04905118185682733,0.06110366987805471,0.046614108852829794,0.07299878269505466,0.09317418808947142,0.079842253040428,030000
제일기획,2020,Q3,커뮤니케이션서비스,0.0917477094704256,-0.4748252455566748,0.022168900859796503,0.06911377110020611,-0.008522793723607314,0.021565903880423676,0.05673008917488542,-0.2504967954104901,030000
제일기획,2020,Q2,커뮤니케이션서비스,-0.182698934053911,1.5871948685613466,0.035362922255029794,-0.13887374181052836,0.007545498586065236,0.04282272612230442,-0.0757605080207524,0.0917477094704256,030000
제일기획,2020,Q1,커뮤니케이션서비스,0.026178521617852196,-0.6288979641613619,0.005414290402709687,0.0041983769826046125,-0.32599964913221413,-0.08582726173434307,-0.08926163329303816,-0.182698934053911,030000
제일기획,2019,Q4,커뮤니케이션서비스,-0.1738042851186514,0.3747246929610333,-0.02723915249269826,0.05359513309707009,0.1893288738765202,0.036459502227314644,0.09309723343974885,0.026178521617852196,030000
제일기획,2019,Q3,커뮤니케이션서비스,-0.1747267235072112,-0.27473382941319147,-0.044303822691770134,0.04725587116391061,-0.13991169573652307,0.03171588394201885,0.09967298803388558,-0.1738042851186514,030000
제일기획,2019,Q2,커뮤니케이션서비스,0.060018604420123745,1.2593907480479554,0.05400286279822342,-0.13554269923169837,0.23905154283726993,0.045734051421142174,-0.08803262870788953,-0.1747267235072112,030000
제일기획,2019,Q1,커뮤니케이션서비스,0.08636396622511665,-0.07139708904941378,0.035906136793417254,0.011891462891695737,-0.1857472201902226,-0.0789937885732368,-0.0874624260629091,0.060018604420123745,030000
제일기획,2018,Q4,커뮤니케이션서비스,0.05476177228069047,-0.3858295481755638,-0.0005557753452948289,0.13753669890376563,0.094962274908718,0.01619339899477268,0.11132612469908376,0.08636396622511665,030000
제일기획,2018,Q3,커뮤니케이션서비스,0.1817587279625133,-0.132035301371615,0.00885074124226759,0.01734665861202589,-0.16516160011991254,0.03435573133410097,0.04485568634754,0.05476177228069047,030000
제일기획,2018,Q2,커뮤니케이션서비스,0.1291982357360479,3.255565321760587,-0.0025096289699270136,-0.11717580399095018,0.254748586121782,0.04121324587667563,-0.04397717547131341,0.1817587279625133,030000
제일기획,2018,Q1,커뮤니케이션서비스,0.07672048559557727,-0.6835542651325219,0.0039306365864122395,0.00795873541451897,-0.1212545250925886,-0.08741173775061994,-0.0842692007859005,0.1291982357360479,030000
제일기획,2017,Q4,커뮤니케이션서비스,-0.03791708898999439,-0.18294129373657708,-0.017580467437628755,0.12484538547706991,0.11581637379242937,0.029247002417571055,0.12500038207036956,0.07672048559557727,030000
제일기획,2017,Q3,커뮤니케이션서비스,-0.08097144900981183,-0.1611106941584005,0.10146721389446056,0.1311277064690739,-0.01532109333546261,0.03646499677654935,0.06596135095965439,-0.03791708898999439,030000
제일기획,2017,Q2,커뮤니케이션서비스,0.0015425676114256687,3.662297271904669,0.02016083781438005,0.04068355565306314,0.3749717652915874,0.045443534504876704,0.06774097588216099,-0.08097144900981183,030000
제일기획,2017,Q1,커뮤니케이션서비스,-0.05491420964243015,-0.14134548454038465,0.006219445027110693,-0.28226406103438084,-0.3260885088268225,-0.0315944992528826,-0.22855484173205887,0.0015425676114256687,030000
제일기획,2016,Q4,커뮤니케이션서비스,0.06370995993432076,-0.44008660725830184,-0.06076714085593282,0.3122256027177701,0.274688246507905,0.012940930547204577,0.262058341221147,-0.05491420964243015,030000
제일기획,2016,Q3,커뮤니케이션서비스,-0.06592390631357364,-0.3836997043700675,-0.005538247226896442,0.01065176511445709,-0.16269055296871737,0.020290752147207103,0.03489865436104589,0.06370995993432076,030000
제일기획,2016,Q2,커뮤니케이션서비스,-0.01956933386482041,4.921836790451463,0.020765483854511713,0.012413605453642784,0.3848425924816208,0.03404434101615217,0.03379728514131464,-0.06592390631357364,030000
제일기획,2016,Q1,커뮤니케이션서비스,-0.0030696829258132045,-0.850096788609006,-0.04742025935222427,-0.20120209700157177,-0.751569782640028,-0.036704231450991553,-0.15924175928551088,-0.01956933386482041,030000
KT,2024,Q4,커뮤니케이션서비스,0.07411643234813965,-3.1027237630410083,0.005635550191284366,0.041043191598859385,-0.04059028122450803,-0.06846697894967468,-0.07453580107638269,0.07411643234813965,030200
KT,2024,Q3,커뮤니케이션서비스,0.222114110545662,-0.014969793322734515,-0.02188623382095134,-0.04309649509329938,0.047641358434015624,0.014110345713829409,-0.0005362521050511493,0.07411643234813965,030200
KT,2024,Q2,커뮤니케이션서비스,0.09554830945591036,-0.11165971341492698,0.011280256216295692,-0.011015904450057401,-0.031211367061796502,0.0011010839094862668,-0.01671787790954682,0.222114110545662,030200
KT,2024,Q1,커뮤니케이션서비스,-0.0555379062467407,2.618173084784564,-0.019980573939570423,0.004602898846933323,0.022378162683201808,-0.012268956129914299,0.06910411345596756,0.09554830945591036,030200
KT,2023,Q4,커뮤니케이션서비스,0.03440493118280813,-0.5353162146374822,-0.0038203037632494885,-0.03575336265142848,-0.017310873046393116,0.000252366987049113,-0.055533985808557285,-0.0555379062467407,030200
KT,2023,Q3,커뮤니케이션서비스,0.06370477521028312,-0.3097343102063562,-0.0047068622245025615,0.06842574800200873,0.04134693937582812,0.009032345892431959,0.2159323556776882,0.03440493118280813,030200
KT,2023,Q2,커뮤니케이션서비스,-0.04013117666181618,-0.046300783142888435,0.00020760395946584076,-0.06018903653549468,-0.028485856444065538,0.025215405405605962,-0.11468799688818732,0.06370477521028312,030200
KT,2023,Q1,커뮤니케이션서비스,0.010661895697450643,1.959137417432975,-0.016776106577371275,0.013289592970144426,0.010097930860139215,-0.018149565540219292,0.055827162856962875,-0.04013117666181618,030200
KT,2022,Q4,커뮤니케이션서비스,-0.1392767187364564,-0.5500788758423483,0.015846225916812173,-0.051326212286884054,-0.003783290604472467,0.018601765364776535,-0.13253750220527794,0.010661895697450643,030200
KT,2022,Q3,커뮤니케이션서비스,-0.00291953180614948,8.831846456048453,0.027435917191915404,-0.00026746459050430715,0.016010263284410353,0.02017232130488722,0.03532195693368445,-0.1392767187364564,030200
KT,2022,Q2,커뮤니케이션서비스,0.04618542425539806,-0.937498880985449,0.04367938511451808,0.05779952506436392,-0.019646127963589888,0.001892953759987881,-0.01222190681682711,-0.00291953180614948,030200
KT,2022,Q1,커뮤니케이션서비스,0.1586502241113292,1.9938433735862349,-0.015022534928756603,0.000773997054358766,-0.013081984591415519,-0.006010066981626205,0.038598323688961544,0.04618542425539806,030200
KT,2021,Q4,커뮤니케이션서비스,0.14851824649369097,-0.42896809259575064,0.05318519961022039,0.03204928591863632,0.0010225727028825293,0.015743085163529624,-0.04858174961575801,0.1586502241113292,030200
KT,2021,Q3,커뮤니케이션서비스,-0.01567741946850889,-0.2295203474171128,0.0059934846267695185,0.00931471971183595,0.0415075373967273,0.019890663430769173,0.038390033900276954,0.14851824649369097,030200
KT,2021,Q2,커뮤니케이션서비스,0.10855701705614026,-0.11235151979138003,0.026584928305867672,0.013373134531683206,-0.020910041047530692,0.026380215016967412,-0.004500290093406245,-0.01567741946850889,030200
KT,2021,Q1,커뮤니케이션서비스,0.14838908409715276,19.311486363360263,-0.022315816182603143,-0.009650933540577666,-0.0034029959872098337,-0.0010926039242230567,0.018387212269209474,0.10855701705614026,030200
KT,2020,Q4,커뮤니케이션서비스,-0.09983873746509994,-0.8991466395486317,0.03929403544720911,-0.00358817625215313,0.015398191248424453,-0.0013562130577288167,-0.11683990708948688,0.14838908409715276,030200
KT,2020,Q3,커뮤니케이션서비스,-0.1158080790962274,-0.015268326818203781,-0.002162216843151432,0.028430158043403653,0.04166003214526426,0.014804237164054435,0.08736356321117156,-0.09983873746509994,030200
KT,2020,Q2,커뮤니케이션서비스,-0.21255341282114848,-0.4820154675415983,-0.0028758044556018714,0.02357159575482748,-0.020183031776218385,0.015135173944606173,0.08235560019069021,-0.1158080790962274,030200
KT,2020,Q1,커뮤니케이션서비스,0.13154985149695408,-5.389436001536183,-0.015268725559620777,-0.04743693079123734,-0.03845889153724191,0.004563942900759788,-0.04861718103624946,-0.21255341282114848,030200
KT,2019,Q4,커뮤니케이션서비스,-0.09588076184712982,-2.0072391688771,0.019022367988865696,0.050638006220205645,-0.0211455330340381,-0.007571227163839733,0.03947920522731163,0.13154985149695408,030200
KT,2019,Q3,커뮤니케이션서비스,-0.0845395690742467,-0.4819241752972079,0.010426582898758419,0.0032355353207218496,0.032289809341963016,0.006679263200211949,-0.01290418086328382,-0.09588076184712982,030200
KT,2019,Q2,커뮤니케이션서비스,0.01700919135257114,-0.5225554017803749,0.01930236766247817,-0.0016461336144172334,0.05173726502462683,0.012895040061993823,-0.03488100304762476,-0.0845395690742467,030200
KT,2019,Q1,커뮤니케이션서비스,0.057241368280829444,-2.7411184425814974,0.019902307589833468,0.06019379543607872,-0.01898859235897865,0.00015688951681935848,0.06495711872081511,0.01700919135257114,030200
