name,year,quarter,sector,Relative Return,F_부채총계 변화율,F_이익잉여금 변화율,F_매출액 변화율,F_법인세차감전 순이익 변화율,Label,Code
조선내화,2024,Q4,철강_소재,-0.09158966033966043,-0.09672797954608214,0.02356820219665412,-0.20777861082999127,1.8370307206714722,-0.09158966033966043,000480
조선내화,2024,Q3,철강_소재,0.08784612279377998,-0.3023840777216955,-0.03606813228289352,-0.7958279457918038,-2.337591745798588,-0.09158966033966043,000480
조선내화,2024,Q2,철강_소재,-0.009551233660350482,0.015086146370771214,-0.008217002768979631,1.9151439177056715,-0.40368143412578184,0.08784612279377998,000480
조선내화,2024,Q1,철강_소재,-0.03284289441307822,-0.005717341985402524,-0.016812430830184244,-1.024776169445625,-1.1831940695346221,-0.009551233660350482,000480
조선내화,2023,Q4,철강_소재,-0.23123545640332863,-0.18369681516622438,0.00010999641630404788,-61.551482707686475,3.7334581338633495,-0.03284289441307822,000480
조선내화,2023,Q3,철강_소재,-0.20592868253686974,-0.4222642492120827,-0.005330906815099179,0.0,59.99347640418871,-0.23123545640332863,000480
조선내화,2023,Q2,철강_소재,0.01859796740924216,0.2984630361073426,-0.021716290280187622,-1.0,-1.0074468658632325,-0.20592868253686974,000480
조선내화,2023,Q1,철강_소재,0.06836339716957847,-0.09414070085295922,0.008909039258360174,-0.009001172611143526,-1.3006376883211392,0.01859796740924216,000480
조선내화,2022,Q4,철강_소재,0.12929673357272164,-0.05759596511664422,-0.015204212932843797,0.0629502687786978,-23.75606056486247,0.06836339716957847,000480
조선내화,2022,Q3,철강_소재,0.0007924334269140132,0.15399016188681847,0.001907992374612144,-0.06681435738702624,-0.9388101573351061,0.12929673357272164,000480
조선내화,2022,Q2,철강_소재,0.0106567373303834,0.0659440581629811,0.03162022344809268,0.014276027974252203,0.029570068675653705,0.0007924334269140132,000480
조선내화,2022,Q1,철강_소재,0.0629350071393891,0.15017154401208566,0.0032646369112163676,0.036421218660805055,1.7123160256167687,0.0106567373303834,000480
조선내화,2021,Q4,철강_소재,-0.015945313905378677,0.060025465007852885,0.0157225608294993,0.038395108141321854,0.2600914501558609,0.0629350071393891,000480
조선내화,2021,Q3,철강_소재,0.07722297134182479,-0.026392602887017724,0.01057154540238181,0.051266782612152006,-0.8332733176566087,-0.015945313905378677,000480
조선내화,2021,Q2,철강_소재,-0.03153426773795297,-0.007214949241382995,0.057775907998172116,-0.030128934925684248,11.392949269740228,0.07722297134182479,000480
조선내화,2021,Q1,철강_소재,0.14736283094853636,0.02422704474948989,-0.024829593665782634,0.022494598823164624,-1.1948709884503903,-0.03153426773795297,000480
조선내화,2020,Q4,철강_소재,-0.22696701323501478,0.16558394214611738,-0.023192781433433396,-0.04221995992057148,-5.185598335563734,0.14736283094853636,000480
조선내화,2020,Q3,철강_소재,0.05136604289461466,0.07057535178365448,0.0038288495814671197,0.05307745671082231,-0.9314224836694822,-0.22696701323501478,000480
조선내화,2020,Q2,철강_소재,-0.2982992105524605,0.09941073440232762,0.08730150199418363,-0.11596517020427222,5.967438962143911,0.05136604289461466,000480
조선내화,2020,Q1,철강_소재,-0.024622085199050528,0.12451886765657649,0.0020100787918684304,0.018206812897264113,-4.525003257088798,-0.2982992105524605,000480
조선내화,2019,Q4,철강_소재,-0.0801617267083218,-0.05320443460341451,4.900716840183783e-05,0.04947619067499853,-1.301147202112307,-0.024622085199050528,000480
조선내화,2019,Q3,철강_소재,-0.03144183754940612,0.09871366089990796,0.013453926118402793,-0.03795445193158342,0.787447476735283,-0.0801617267083218,000480
조선내화,2019,Q2,철강_소재,-0.032241960721161575,-0.0019769547079859784,0.011623553875868664,-0.06416579700148894,-0.7088985021353238,-0.03144183754940612,000480
조선내화,2019,Q1,철강_소재,0.15370104598455664,-0.0011082183223661835,-0.004110725181175168,-0.041242515917616296,0.24549590956173994,-0.032241960721161575,000480
조선내화,2018,Q4,철강_소재,-0.025609331002890156,0.22688471057021542,0.02197409455267274,0.07048976268664675,0.20021508897971851,0.15370104598455664,000480
조선내화,2018,Q3,철강_소재,0.060034130245770104,0.025467225772622504,0.021014121050420442,-0.022489216885257735,-0.4975367823143768,-0.025609331002890156,000480
조선내화,2018,Q2,철강_소재,0.04839560668212351,-0.07308142735351841,0.02204330764303153,-0.06440360677641677,0.2642630347343302,0.060034130245770104,000480
조선내화,2018,Q1,철강_소재,0.007037621851439391,-0.016562964450551942,0.060164771886434876,0.5185949992896455,-1.8035054743567622,0.04839560668212351,000480
조선내화,2017,Q4,철강_소재,0.017869906518189704,-0.04557723451651319,-0.03240712164204507,-0.3173780088069069,-2.2307844154507523,0.007037621851439391,000480
조선내화,2017,Q3,철강_소재,-0.11991074077387812,0.20707601715784718,0.027669302350876723,0.10118074629552942,0.592759384713669,0.017869906518189704,000480
조선내화,2017,Q2,철강_소재,-0.02640715550954606,0.04686662449962786,0.01804364062492314,0.05314659312081371,0.3413839231617106,-0.11991074077387812,000480
조선내화,2017,Q1,철강_소재,-0.0291484299802046,-0.04552820313146433,-0.026091999267954802,-0.03081658235551954,-0.01570750098153939,-0.02640715550954606,000480
조선내화,2016,Q4,철강_소재,-0.14737252375136384,0.31024086475372115,0.0162658941913012,-0.0040120400693193226,0.11786187693217753,-0.0291484299802046,000480
조선내화,2016,Q3,철강_소재,0.05567980570589828,-0.06476704196923178,0.011783632523946874,0.013266443858707788,-0.3874310843136157,-0.14737252375136384,000480
조선내화,2016,Q2,철강_소재,-0.08654563593707543,-0.007102983058669632,0.017820953262567274,-0.040068238067542894,-0.12121778932153993,0.05567980570589828,000480
조선내화,2016,Q1,철강_소재,-0.014107790530663095,0.07141846909051286,-0.0496423098777965,-0.7505136695741328,-0.7741617915405421,-0.08654563593707543,000480
영풍,2024,Q4,철강_소재,0.06005069000824606,0.13606720822829876,-0.12200536745726587,-0.09376538879235474,-9.681909739052756,0.06005069000824606,000670
영풍,2024,Q3,철강_소재,0.5465368830365995,0.602243085082431,0.018963873065243275,-0.03447722683178023,2.969584955486524,0.06005069000824606,000670
영풍,2024,Q2,철강_소재,-0.19949026772444248,-0.006903662996487703,0.0033656630800080745,-0.08148975058864272,-0.6662367932557238,0.5465368830365995,000670
영풍,2024,Q1,철강_소재,-0.1913417954123733,-0.06876289465487706,0.0014072893918761764,-0.1703596563950096,-1.12123253599034,-0.19949026772444248,000670
영풍,2023,Q4,철강_소재,-0.11901841935253826,-0.00028531596401049075,-0.07742265801867809,0.003950976324516242,-4.256772311119469,-0.1913417954123733,000670
영풍,2023,Q3,철강_소재,-0.11496775629119849,0.024841476725488976,0.0288519698430314,-0.187350790794514,-1.9966017378875724,-0.11901841935253826,000670
영풍,2023,Q2,철강_소재,-0.008138775911639778,-0.16673179048034303,-0.02415226449330099,0.04329616218725052,-1.5262750568900643,-0.11496775629119849,000670
영풍,2023,Q1,철강_소재,-0.08632504545940695,0.11485875040803184,0.04194689292381737,-0.07662054891727643,-1.6616865226516435,-0.008138775911639778,000670
영풍,2022,Q4,철강_소재,-0.19892443087406253,-0.0746460769808468,-0.06248678912204497,-0.05545652105528609,3.957332241685539,-0.08632504545940695,000670
영풍,2022,Q3,철강_소재,0.29243453105298334,-0.012518076581978455,-0.013187655926474418,-0.021745133223447177,-3.5660620825990192,-0.19892443087406253,000670
영풍,2022,Q2,철강_소재,-0.0521362441005687,-0.09826135530083813,0.00494612295622221,0.24917427425803074,-0.8811249760233171,0.29243453105298334,000670
영풍,2022,Q1,철강_소재,-0.001544456997103285,0.1487935878375597,0.04034316525436865,0.23884841197898865,-2.833396394945427,-0.0521362441005687,000670
영풍,2021,Q4,철강_소재,0.051367048840005515,0.14560811593361422,-0.027788829568474616,-0.017830720113273912,-0.023113308604235994,-0.001544456997103285,000670
영풍,2021,Q3,철강_소재,0.0676530318612917,0.2266356891957726,-0.024098209214644895,-0.1294785685831069,-4.44721830406009,0.051367048840005515,000670
영풍,2021,Q2,철강_소재,-0.008592319436373275,0.022265270096512024,0.007155265214077167,0.08741492933003858,-0.7839186298779928,0.0676530318612917,000670
영풍,2021,Q1,철강_소재,0.13628434962609204,0.04585376747235359,0.027301152863509426,-0.02289427665969901,-3.8198699940227283,-0.008592319436373275,000670
영풍,2020,Q4,철강_소재,-0.04346045509788579,0.04242057119611342,-0.01379571577065608,0.07584883770127449,-2.9689627661920603,0.13628434962609204,000670
영풍,2020,Q3,철강_소재,-0.06213608214944069,0.13902268550294283,0.005929800460903412,0.16670959759490955,-2.6533464803894042,-0.04346045509788579,000670
영풍,2020,Q2,철강_소재,-0.2526805617673693,-0.07937611869430428,-0.002913262504945502,-0.06651319941108569,-1.1153800682235886,-0.06213608214944069,000670
영풍,2020,Q1,철강_소재,-0.003615429771146275,-0.02267495949899534,0.025649592493506956,-0.1606496438994941,4.004568799132089,-0.2526805617673693,000670
영풍,2019,Q4,철강_소재,-0.06864437869804776,0.028541384640955236,0.0006865780568088287,0.07791550939315761,6.234689227808006,-0.003615429771146275,000670
영풍,2019,Q3,철강_소재,-0.07773391307052892,-0.07404132351690362,0.001026945375974364,-0.06767249275096132,-0.9284009206235834,-0.06864437869804776,000670
영풍,2019,Q2,철강_소재,-0.08416705786724016,0.01746525319607506,0.012573887153329633,0.0758948947248852,-0.4491775740723951,-0.07773391307052892,000670
영풍,2019,Q1,철강_소재,-0.08245068496575361,-0.07186033378013679,0.015863947695089475,-0.006038095945614108,69.33224153823386,-0.08416705786724016,000670
영풍,2018,Q4,철강_소재,0.12218307211157567,0.11274487339481443,0.00068878282963869,0.03477421244689749,-1.035000690041884,-0.08245068496575361,000670
영풍,2018,Q3,철강_소재,0.01968765964791773,-0.04245293026995167,-0.009274575163597198,-0.09156337497093014,1.7352742269564776,0.12218307211157567,000670
영풍,2018,Q2,철강_소재,-0.08543709878316533,-0.06199991033984187,-0.0035030118892893647,-0.1199754876765502,-1.1110760982674714,0.01968765964791773,000670
영풍,2018,Q1,철강_소재,-0.027564313265343393,0.11420062186631941,0.030829151562451917,0.031971582117852115,10.212641028965256,-0.08543709878316533,000670
영풍,2017,Q4,철강_소재,-0.05246661892109041,-0.058757533884563284,0.002435228563165248,0.054214485282229496,0.6238902292399693,-0.027564313265343393,000670
영풍,2017,Q3,철강_소재,-0.27665695512988575,0.09032210350646053,0.0018911918303667896,0.009971654191093249,1.4724418512650677,-0.05246661892109041,000670
영풍,2017,Q2,철강_소재,0.29021330345292834,-0.04819501663650039,9.292807380423262e-05,0.008289285528745749,-0.9743933059063498,-0.27665695512988575,000670
영풍,2017,Q1,철강_소재,-0.04912454758259855,0.11198924328464765,0.02001396121182375,0.044811913856212415,4.567623064761151,0.29021330345292834,000670
영풍,2016,Q4,철강_소재,-0.23635428470249803,-0.019820710297731914,0.0039462044052551715,0.17273065661911802,0.2728223891832693,-0.04912454758259855,000670
영풍,2016,Q3,철강_소재,-0.025629221514891963,0.053097001355985274,0.0040715517674208,0.0381807557997198,-0.579009120733925,-0.23635428470249803,000670
영풍,2016,Q2,철강_소재,0.06880518513613608,-0.07848407391535395,0.009612082431807778,0.1444334107050611,-0.6556686355406626,-0.025629221514891963,000670
영풍,2016,Q1,철강_소재,-0.010530866667812892,0.03338704880846799,0.020470453685395684,-0.7713150850682662,-0.1580186383352169,0.06880518513613608,000670
동국제강,2024,Q4,철강_소재,-0.057277013527013546,0.32794369133485013,-0.01465598715601879,-0.7008372252420063,-3.5180918128478647,-0.057277013527013546,001230
동국제강,2024,Q3,철강_소재,0.049555744786907135,-0.07563439497147251,0.0018179818582024776,0.7741807447281785,7.362498927667465,-0.057277013527013546,001230
