name,year,quarter,sector,Relative Return,F_이익잉여금 변화율,M_금리 변화율,F_자산총계 변화율,F_자본총계 변화율,Label,Code
SK텔레콤,2024,Q4,커뮤니케이션서비스,-0.08517500198916134,0.00429460858390418,-0.7148480116782643,0.011326028359928353,0.015111573926408717,-0.08517500198916134,017670
SK텔레콤,2024,Q3,커뮤니케이션서비스,0.1480776425971261,0.003216821698364347,-0.11983510689291532,0.0017207472048055283,-0.00026174687475433167,-0.08517500198916134,017670
SK텔레콤,2024,Q2,커뮤니케이션서비스,0.08785202885842457,0.004013371679929545,0.02546205269366908,-0.03685696279192707,0.0017920098067087942,0.1480776425971261,017670
SK텔레콤,2024,Q1,커뮤니케이션서비스,-0.04163653217503588,0.00441065152752973,-0.12136131985833976,0.008052830356555685,0.03306773904755356,0.08785202885842457,017670
SK텔레콤,2023,Q4,커뮤니케이션서비스,-0.05261054758572337,-0.00394816903379458,0.00757180156657955,0.005488365933755457,-0.012899162910763762,-0.04163653217503588,017670
SK텔레콤,2023,Q3,커뮤니케이션서비스,0.13157052320142448,0.004622697487933758,0.11207897793263655,-0.0052046941048214945,-0.010567793969148531,-0.05261054758572337,017670
SK텔레콤,2023,Q2,커뮤니케이션서비스,-0.12633529861621448,0.006791982639010152,0.0022310602386272915,-0.023448858372329684,-0.0003459602914673843,0.13157052320142448,017670
SK텔레콤,2023,Q1,커뮤니케이션서비스,0.032823120372152716,0.015642283636732923,-0.12061758935426237,-0.03187474058551709,0.02944185237526664,-0.12633529861621448,017670
SK텔레콤,2022,Q4,커뮤니케이션서비스,-0.05874943564335185,-0.009983682191215926,0.11445954938682568,0.03245951612821951,-0.012589472763287923,0.032823120372152716,017670
SK텔레콤,2022,Q3,커뮤니케이션서비스,0.01864789207147642,0.008327753072880473,0.0359464250541639,-0.010716638333569506,0.0007659129162342904,-0.05874943564335185,017670
SK텔레콤,2022,Q2,커뮤니케이션서비스,-0.09228983719541448,0.0030513311321311853,0.2746673361787626,-0.008138123577059675,-0.02537794502162538,0.01864789207147642,017670
SK텔레콤,2022,Q1,커뮤니케이션서비스,0.08773444544634806,-0.006657338237303301,0.14767324592997877,-0.01130331824943398,-0.007505024461338716,-0.09228983719541448,017670
SK텔레콤,2021,Q4,커뮤니케이션서비스,0.0,0.005602681422332445,0.16812521036687933,-0.1796338233135375,-0.3832225450904193,0.08773444544634806,017670
SK텔레콤,2021,Q3,커뮤니케이션서비스,0.07189754101088322,-0.0013142816658591183,-0.05306772908366497,-0.016606617389115175,-0.02180949390770548,0.0,017670
SK텔레콤,2021,Q2,커뮤니케이션서비스,-0.019158511337185838,-0.10799386813233736,0.11734330484330613,0.029041368264357326,0.04195937905438485,0.07189754101088322,017670
SK텔레콤,2021,Q1,커뮤니케이션서비스,0.22431357743014252,-0.011768428926245966,0.17195325542571194,-0.00622038374935685,-0.004032021472452407,-0.019158511337185838,017670
SK텔레콤,2020,Q4,커뮤니케이션서비스,-0.14644010149018505,0.001323383779075371,0.13205764233403983,0.031196427608877864,-0.013979105961002602,0.22431357743014252,017670
SK텔레콤,2020,Q3,커뮤니케이션서비스,-0.09112350064829944,0.0051816725337392455,-0.01328671328671327,0.009109803807259231,0.007033160185617282,-0.14644010149018505,017670
SK텔레콤,2020,Q2,커뮤니케이션서비스,-0.09149328654056599,0.010230286418401402,-0.0835291604358025,0.007841647681435582,0.021245817659235833,-0.09112350064829944,017670
SK텔레콤,2020,Q1,커뮤니케이션서비스,0.07940777204222457,-0.01618582934118651,-0.060040160642572116,-0.011017800722044613,-0.01611875830913856,-0.09149328654056599,017670
SK텔레콤,2019,Q4,커뮤니케이션서비스,-0.10149247594003277,-0.0017526261261773257,0.191387559808615,0.03026650374491524,0.015988059419659306,0.07940777204222457,017670
SK텔레콤,2019,Q3,커뮤니케이션서비스,-0.07615511704422152,0.005167917927432875,-0.21649484536082508,0.03007059641322729,0.005272839815135599,-0.10149247594003277,017670
SK텔레콤,2019,Q2,커뮤니케이션서비스,-0.03069438790843103,0.011504946173900521,-0.10064059339177356,-0.02220332698282801,0.009620214523502035,-0.07615511704422152,017670
