name,year,quarter,sector,Relative Return,F_매출액 변화율,M_국제유가 변화율,F_유동자산 변화율,F_법인세차감전 순이익 변화율,F_자산총계 변화율,F_비유동자산 변화율,Label,Code
SK텔레콤,2024,Q4,커뮤니케이션서비스,-0.08517500198916134,-0.003935403931470405,-0.6429797123454954,-0.014036945368099518,-0.20233236351424055,0.011326028359928353,0.0184262332817553,-0.08517500198916134,017670
SK텔레콤,2024,Q3,커뮤니케이션서비스,0.1480776425971261,0.0036662689470372545,-0.05674568795778523,0.09603882961991217,-0.24386856377341481,0.0017207472048055283,-0.021843209062394342,-0.08517500198916134,017670
SK텔레콤,2024,Q2,커뮤니케이션서비스,0.08785202885842457,0.0008931595519148239,0.01979840167061564,-0.05995312111231943,-0.3188719905540328,-0.03685696279192707,-0.030908451536501458,0.1480776425971261,017670
SK텔레콤,2024,Q1,커뮤니케이션서비스,-0.04163653217503588,-0.004871594019267955,-0.008599753155233536,0.0970882537771236,2.4720564264091283,0.008052830356555685,-0.012586186300788782,0.08785202885842457,017670
SK텔레콤,2023,Q4,커뮤니케이션서비스,-0.05261054758572337,0.01773668097319092,-0.03388722209400741,-0.007135186067010468,-0.5017464795613038,0.005488365933755457,0.008460555756166777,-0.04163653217503588,017670
SK텔레콤,2023,Q3,커뮤니케이션서비스,0.13157052320142448,0.009367381929118457,0.106533304958502,0.0381626530379251,-0.0968364623088972,-0.0052046941048214945,-0.014893618271244025,-0.05261054758572337,017670
SK텔레콤,2023,Q2,커뮤니케이션서비스,-0.12633529861621448,0.0006329286503670151,-0.03519218134034163,-0.10841990116897104,-0.27705664815940834,-0.023448858372329684,-0.002203440145168045,0.13157052320142448,017670
SK텔레콤,2023,Q1,커뮤니케이션서비스,0.032823120372152716,0.006759626331215296,-0.08337411073888668,-0.06911517042953841,9.773303264604811,-0.03187474058551709,-0.02209312551684106,-0.12633529861621448,017670
SK텔레콤,2022,Q4,커뮤니케이션서비스,-0.05874943564335185,-0.00842652910776076,-0.12070563315019511,0.05962156290162479,-0.8923908596944141,0.03245951612821951,0.025554474167748698,0.032823120372152716,017670
SK텔레콤,2022,Q3,커뮤니케이션서비스,0.01864789207147642,0.0014129801759459326,-0.11299650647329962,0.02624570072093202,0.3175866206232909,-0.010716638333569506,-0.019692461079776846,-0.05874943564335185,017670
