,name,sector,year,quarter,Relative Return,자본총계 변화율,비유동자산 변화율,환율 변화율,실업률 변화율,특정 증권 등 소유 증감 수 변화율,자기주식수 변화율,증자주식수 변화율,특정 증권 등 소유 증감 비율 변화율,1인평균급여 변화율,Label,Code
4,Chosun_Refractories,비금속,2023,Q4,0.0,-0.35788953969126136,-0.12213168929321894,-0.0065457565880464585,-0.0625,3.8443100816842133,-2.5884341664363593,-1.2983013650987636,0.0,-0.17983061627337094,-0.21863353745154018,000480
3,Hanil_Cement,비금속,2023,Q4,-0.04652619552540314,0.018686611101312978,0.012587524040874709,-0.0065457565880464585,-0.0625,-0.05901929772274328,0.9931593726124078,-0.276928018132397,-0.05901929772274306,-0.37754608074360996,-0.10336171390385454,003300
3,Ssangyong_Cement,비금속,2023,Q4,0.08553677439940889,0.06969482002817717,0.0459604562843734,-0.0065457565880464585,-0.0625,1.0344996583250474,-3.1560253169539365,-0.11211143425139025,1.0248039031160812,-0.03301266483855203,-0.05462214865052782,003410
3,IS_Dongseo,비금속,2023,Q4,-0.09831564945301496,0.028536330766415152,0.04223739610975874,-0.0065457565880464585,-0.0625,-2.7015677439479266,-0.9158132117908571,-0.05899083733389077,-2.679102173098616,-0.013474797626477741,-0.0866998223303022,010780
