,name,sector,year,quarter,Relative Return,자본총계 변화율,비유동자산 변화율,환율 변화율,실업률 변화율,특정 증권 등 소유 증감 수 변화율,자기주식수 변화율,증자주식수 변화율,특정 증권 등 소유 증감 비율 변화율,1인평균급여 변화율,Label,Code
33,Chosun_Refractories,비금속,2016,Q3,-0.11802747473988154,-0.027107261458705345,-0.03407413733282283,0.036025820210948356,-0.08411214953271018,0.05061968268138062,0.05061968268138062,0.05061968268138062,0.05061968268138051,0.05061968268138051,0.03177562090774402,000480
32,Hanil_Cement,비금속,2016,Q3,-0.1189597346558075,0.01823611679812598,-0.04723709627097539,0.036025820210948356,-0.08411214953271018,0.05060712778634213,0.05060712778634213,0.05060712778634202,0.05060712778634202,0.05060712778634202,-0.12326458893578834,003300
32,Ssangyong_Cement,비금속,2016,Q3,-0.03438631695958109,-0.21693066767285551,-0.0052094495831529475,0.036025820210948356,-0.08411214953271018,0.050590339740518964,0.050590339740519075,0.05059033974051885,0.05059033974051885,0.05059033974051885,-0.18187175363805597,003410
32,IS_Dongseo,비금속,2016,Q3,0.2748117122169525,-0.10405612130091124,-0.010255487661161578,0.036025820210948356,-0.08411214953271018,0.05062098169234963,0.05062098169234963,0.05062098169234963,0.05062098169234974,0.05062098169234974,-0.14444089739491855,010780
