,name,sector,year,quarter,Relative Return,자본총계 변화율,비유동자산 변화율,환율 변화율,실업률 변화율,특정 증권 등 소유 증감 수 변화율,자기주식수 변화율,증자주식수 변화율,특정 증권 등 소유 증감 비율 변화율,1인평균급여 변화율,Label,Code
17,Chosun_Refractories,비금속,2020,Q3,-0.17296592598944555,-0.009560970924148426,-0.02196536242546898,0.026207921096291442,0.032258064516129115,-0.12127969828881446,-0.12127969828881469,-0.12127969828881469,-0.12127969828881469,-0.12127969828881446,-0.07776355037481839,000480
16,Hanil_Cement,비금속,2020,Q3,0.18055018114283383,-0.010090389316744552,0.031389113548440206,0.026207921096291442,0.032258064516129115,-0.1212533949150949,-0.12125339491509513,-0.1212533949150949,-0.12125339491509513,-0.12125339491509513,-0.13006973988990403,003300
16,Ssangyong_Cement,비금속,2020,Q3,-0.0636729345038417,0.02129639294837138,-0.006139332749195203,0.026207921096291442,0.032258064516129115,-0.12120447408412516,-0.12120447408412516,-0.12120447408412516,-0.12120447408412538,-0.12120447408412516,0.055967069203130104,003410
16,IS_Dongseo,비금속,2020,Q3,0.06937807695979231,-0.07993524913474936,-0.2635779967236458,0.026207921096291442,0.032258064516129115,-0.12129960026655828,-0.12129960026655828,-0.12129960026655828,-0.12129960026655828,-0.12129960026655806,0.3478757794311781,010780
