,name,sector,year,quarter,자본총계변화율,비유동자산변화율,이익잉여금변화율,유동자산변화율,비유동부채변화율,기말 소유주식 수변화율,증자주식수변화율,1인평균급여변화율,Relative Return,특정 증권 등 소유 증감 수변화율,Label,Code
6,Chosun_Refractories,비금속,2023,Q2,0.26892021884026973,0.16263129821144584,0.021716290280187622,-0.6058211635888033,-0.7872541419431884,0.7133946126912103,0.35298970509987404,0.12428610226711123,0.11838502653128033,-2.620657076013745,1.2072203374292096,000480
5,Hanil_Cement,비금속,2023,Q2,-0.00026745787459980797,-0.002109321558123156,-0.00041733831444967784,0.5438544735891282,0.04111865917564439,-0.012396462472244796,-0.08353303215357744,0.005465402021777699,-0.04019447921803673,-0.07667307934598155,0.016360851537842745,003300
5,Ssangyong_Cement,비금속,2023,Q2,0.03164369051857574,0.004723887355852385,0.022703199331560175,0.10712935404393387,-0.08812851659977339,-0.006949934464509866,-0.009239793709634458,0.013682155762304915,-0.026410260216426423,0.04266130223729725,-0.19794567526868406,003410
5,IS_Dongseo,비금속,2023,Q2,-0.04206762297953359,-0.015092588198486467,-0.05871573178552447,0.05314863720417151,-0.36751587634034855,-0.009751174106758409,-0.01982790195167805,0.03254848440310609,0.3455817225156118,-0.12023402895779522,-0.2340374439698088,010780
