접수번호,법인구분,회사코드,회사명,직원 수,총 급여액,1인평균급여,비고,결제일시,연도,분기
20160330000656,Y,00409672,티비에이치글로벌,166,"8,742,821,000","42,441,000",206,2015-12-31,2015,Q4
20160330000656,Y,00409672,티비에이치글로벌,185,"8,634,836,000","36,901,000",234,2015-12-31,2015,Q4
20160330000656,Y,00409672,티비에이치글로벌,108,"803,601,000","1,664,000",483,2015-12-31,2015,Q4
20160330000656,Y,00409672,티비에이치글로벌,173,"1,207,800,000","1,533,000",788,2015-12-31,2015,Q4
20170331000135,Y,00409672,티비에이치글로벌,168,"7,831,552,000","38,579,000",203,2016-12-31,2016,Q4
20170331000135,Y,00409672,티비에이치글로벌,176,"7,025,702,000","29,644,000",237,2016-12-31,2016,Q4
20170331000135,Y,00409672,티비에이치글로벌,5,"771,742,000","4,264,000",181,2016-12-31,2016,Q4
20170331000135,Y,00409672,티비에이치글로벌,17,"1,291,904,000","4,127,000",313,2016-12-31,2016,Q4
20180330000507,Y,00409672,티비에이치글로벌,163,"7,660,726,000","41,187,000",186,2017-12-31,2017,Q4
20180330000507,Y,00409672,티비에이치글로벌,173,"6,743,667,000","31,512,000",214,2017-12-31,2017,Q4
20180330000507,Y,00409672,티비에이치글로벌,1,"119,310,000","4,114,000",29,2017-12-31,2017,Q4
20180330000507,Y,00409672,티비에이치글로벌,6,"388,129,000","4,733,000",82,2017-12-31,2017,Q4
20190401002816,Y,00409672,티비에이치글로벌,154,"8,004,266,000","41,907,000",191,2018-12-31,2018,Q4
20190401002816,Y,00409672,티비에이치글로벌,183,"8,319,850,000","34,811,000",239,2018-12-31,2018,Q4
20190401002816,Y,00409672,티비에이치글로벌,2,"41,401,000","10,350,000",4,2018-12-31,2018,Q4
20190401002816,Y,00409672,티비에이치글로벌,4,"125,015,000","15,627,000",8,2018-12-31,2018,Q4
20200330001222,Y,00409672,티비에이치글로벌,141,"7,821,276,000","44,188,000",177,2019-12-31,2019,Q4
20200330001222,Y,00409672,티비에이치글로벌,178,"8,321,093,000","36,337,000",229,2019-12-31,2019,Q4
20200330001222,Y,00409672,티비에이치글로벌,2,"58,846,000","19,615,000",3,2019-12-31,2019,Q4
20200330001222,Y,00409672,티비에이치글로벌,3,"96,784,000","19,357,000",5,2019-12-31,2019,Q4
20210318001348,Y,00409672,티비에이치글로벌,131,"7,171,000,000","52,000,000",138,2020-12-31,2020,Q4
20210318001348,Y,00409672,티비에이치글로벌,172,"8,195,000,000","45,000,000",181,2020-12-31,2020,Q4
20210318001348,Y,00409672,티비에이치글로벌,1,"34,000,000","34,000,000",1,2020-12-31,2020,Q4
20210318001348,Y,00409672,티비에이치글로벌,5,"115,000,000","23,000,000",5,2020-12-31,2020,Q4
20220322000879,Y,00409672,티비에이치글로벌,133,"7,038,319,000","50,635,000",139,2021-12-31,2021,Q4
20220322000879,Y,00409672,티비에이치글로벌,172,"8,675,285,000","46,893,000",185,2021-12-31,2021,Q4
20220322000879,Y,00409672,티비에이치글로벌,-,"18,415,000","18,415,000",-,2021-12-31,2021,Q4
20220322000879,Y,00409672,티비에이치글로벌,5,"124,005,000","20,667,000",6,2021-12-31,2021,Q4
20230322000665,Y,00409672,티비에이치글로벌,124,"7,235,395,000","56,972,000",127,2022-12-31,2022,Q4
20230322000665,Y,00409672,티비에이치글로벌,139,"7,125,699,000","48,806,000",146,2022-12-31,2022,Q4
20230322000665,Y,00409672,티비에이치글로벌,5,"148,368,000","24,728,000",6,2022-12-31,2022,Q4
20240321000242,Y,00409672,티비에이치글로벌,121,"7,729,323,000","62,840,000",123,2023-12-31,2023,Q4
20240321000242,Y,00409672,티비에이치글로벌,147,"7,657,784,000","51,742,000",148,2023-12-31,2023,Q4
20240321000242,Y,00409672,티비에이치글로벌,2,"161,706,000","32,341,000",5,2023-12-31,2023,Q4
20250320000173,Y,00409672,티비에이치글로벌,115,"7,647,585,000","64,810,000",118,2024-12-31,2024,Q4
20250320000173,Y,00409672,티비에이치글로벌,143,"7,933,563,000","53,245,000",149,2024-12-31,2024,Q4
20250320000173,Y,00409672,티비에이치글로벌,1,"47,095,000","47,095,000",1,2024-12-31,2024,Q4
20250320000173,Y,00409672,티비에이치글로벌,6,"197,238,000","28,177,000",7,2024-12-31,2024,Q4
