접수번호,법인구분,회사코드,회사명,직원 수,총 급여액,1인평균급여,비고,결제일시,연도,분기
20160330003515,Y,00158149,한국쉘석유,86,"8,052,468,000","91,505,000",-,2015-12-31,2015,Q4
20160330003515,Y,00158149,한국쉘석유,34,"1,550,026,000","55,358,000",-,2015-12-31,2015,Q4
20170331002624,Y,00158149,한국쉘석유,80,"7,422,336,000","92,779,000",-,2016-12-31,2016,Q4
20170331002624,Y,00158149,한국쉘석유,30,"1,824,735,000","60,824,000",-,2016-12-31,2016,Q4
20180406000885,Y,00158149,한국쉘석유,82,"7,650,634,000","93,300,000",-,2017-12-31,2017,Q4
20180406000885,Y,00158149,한국쉘석유,29,"1,882,347,000","64,909,000",-,2017-12-31,2017,Q4
20190401001204,Y,00158149,한국쉘석유,84,"8,645,367","102,921",-,2018-12-31,2018,Q4
20190401001204,Y,00158149,한국쉘석유,33,"1,886,778","57,175",-,2018-12-31,2018,Q4
20200403002403,Y,00158149,한국쉘석유,84,"8,802,202,000","103,555,000",-,2019-12-31,2019,Q4
20200403002403,Y,00158149,한국쉘석유,31,"2,249,675,000","72,570,000",-,2019-12-31,2019,Q4
20210318001135,Y,00158149,한국쉘석유,81,"8,212,956,000","100,158,000",-,2020-12-31,2020,Q4
20210318001135,Y,00158149,한국쉘석유,31,"2,018,120,000","65,101,000",-,2020-12-31,2020,Q4
20220317000845,Y,00158149,한국쉘석유,78,"7,602,619,000","97,469,000",-,2021-12-31,2021,Q4
20220317000845,Y,00158149,한국쉘석유,30,"2,291,152,000","76,372,000",-,2021-12-31,2021,Q4
20230323000970,Y,00158149,한국쉘석유,78,"10,135,313,000","129,940,000",-,2022-12-31,2022,Q4
20230323000970,Y,00158149,한국쉘석유,32,"2,801,586,000","87,550,000",-,2022-12-31,2022,Q4
20240321000514,Y,00158149,한국쉘석유,80,"9,786,645,000","122,333,000",-,2023-12-31,2023,Q4
20240321000514,Y,00158149,한국쉘석유,39,"3,215,567,000","82,450,000",-,2023-12-31,2023,Q4
20250320000876,Y,00158149,한국쉘석유,80,"10,011,895,000","125,149,000",-,2024-12-31,2024,Q4
20250320000876,Y,00158149,한국쉘석유,37,"3,704,565,000","100,123,000",-,2024-12-31,2024,Q4
