접수번호,법인구분,회사코드,회사명,직원 수,총 급여액,1인평균급여,비고,결제일시,연도,분기
20160516003079,Y,00113526,대한항공,"6,915","591,788,502,213","85,580,405",-,2015-12-31,2015,Q4
20160516003079,Y,00113526,대한항공,"7,041","299,228,509,883","42,498,013",-,2015-12-31,2015,Q4
20160516003079,Y,00113526,대한항공,"2,575","165,664,104,110","64,335,574",-,2015-12-31,2015,Q4
20160516003079,Y,00113526,대한항공,91,"4,497,986,613","49,428,424",-,2015-12-31,2015,Q4
20160516003079,Y,00113526,대한항공,185,"12,384,329,472","66,942,321",-,2015-12-31,2015,Q4
20160516003079,Y,00113526,대한항공,56,"3,158,383,361","56,399,703",-,2015-12-31,2015,Q4
20160516003079,Y,00113526,대한항공,"1,115","69,149,107,584","62,017,137",-,2015-12-31,2015,Q4
20160516003079,Y,00113526,대한항공,503,"24,829,999,417","49,363,816",-,2015-12-31,2015,Q4
20170331004822,Y,00113526,대한항공,"7,074","623,528,525,189","88,143,699",-,2016-12-31,2016,Q4
20170331004822,Y,00113526,대한항공,"7,315","328,143,468,665","44,858,984",-,2016-12-31,2016,Q4
20170331004822,Y,00113526,대한항공,"2,554","173,730,683,465","68,022,977",-,2016-12-31,2016,Q4
20170331004822,Y,00113526,대한항공,98,"5,155,720,541","52,609,393",-,2016-12-31,2016,Q4
20170331004822,Y,00113526,대한항공,185,"13,052,021,305","70,551,467",-,2016-12-31,2016,Q4
20170331004822,Y,00113526,대한항공,55,"3,182,107,917","57,856,508",-,2016-12-31,2016,Q4
20170331004822,Y,00113526,대한항공,918,"70,203,549,148","76,474,454",-,2016-12-31,2016,Q4
20170331004822,Y,00113526,대한항공,421,"24,394,843,746","57,944,997",-,2016-12-31,2016,Q4
20190401004973,Y,00113526,대한항공,"7,633","695,375,892,404","91,101,257",-,2017-12-31,2017,Q4
20190401004973,Y,00113526,대한항공,"7,101","353,804,674,109","49,824,627",-,2017-12-31,2017,Q4
20190401004973,Y,00113526,대한항공,"1,933","138,664,979,984","71,735,634",-,2017-12-31,2017,Q4
20190401004973,Y,00113526,대한항공,76,"4,499,079,264","59,198,411",-,2017-12-31,2017,Q4
20190401004973,Y,00113526,대한항공,181,"13,677,823,547","75,568,086",-,2017-12-31,2017,Q4
20190401004973,Y,00113526,대한항공,57,"3,664,145,257","64,283,250",-,2017-12-31,2017,Q4
20190401004973,Y,00113526,대한항공,927,"72,712,837,936","78,438,876",-,2017-12-31,2017,Q4
20190401004973,Y,00113526,대한항공,422,"25,970,939,841","61,542,511",-,2017-12-31,2017,Q4
20200409002561,Y,00113526,대한항공,"7,853","808,566,101,651","102,962,702",-,2018-12-31,2018,Q4
20200409002561,Y,00113526,대한항공,"7,307","415,214,473,580","56,824,206",-,2018-12-31,2018,Q4
20200409002561,Y,00113526,대한항공,"1,919","152,463,246,713","79,449,321",-,2018-12-31,2018,Q4
20200409002561,Y,00113526,대한항공,79,"4,898,347,985","62,004,405",-,2018-12-31,2018,Q4
20200409002561,Y,00113526,대한항공,185,"16,382,941,187","88,556,439",-,2018-12-31,2018,Q4
20200409002561,Y,00113526,대한항공,57,"4,075,260,260","71,495,794",-,2018-12-31,2018,Q4
