,name,sector,year,quarter,자본총계변화율,비유동부채변화율,이익잉여금변화율,매출액변화율,비유동자산변화율,Relative Return,전체 주식 수변화율,주주 수변화율,특정 증권 등 소유 비율변화율,1인평균급여변화율,Label,Code
9,Orion_Corp,Agriculture_&_Food,2022,Q2,-0.0014689463527814972,0.022999462649111346,-0.008424818935703682,0.7075019099455933,0.000968387875192489,-0.027144055079465434,0.007883659921742336,0.011171267268858753,0.0,0.005039206908317717,0.21604506487206127,001800
9,Namyang_Dairy_Products,Agriculture_&_Food,2022,Q2,0.013871221191578575,0.0011934618686342269,0.013577851608926994,0.0040177905838105765,0.00872844726875921,0.06468443247238281,0.016864686719677335,0.01627834648652038,0.015622639573928954,0.016716321474000262,0.07444167943904208,003920
9,Nongshim,Agriculture_&_Food,2022,Q2,-0.002119769040015651,-0.04821851607253591,-0.002913364690631637,-0.027244587449402946,-0.00616677624591766,0.019784385937645532,-0.005766655702730272,-0.0005375464424106635,-0.010201064144089944,-0.00840263269035546,0.05362540020537877,004370
9,Binggrae,Agriculture_&_Food,2022,Q2,-0.01956346778401641,-0.054633435406981734,-2.8791704033515595,-0.2992065897503786,0.009425828886711396,0.09447661100581045,0.05621208604529537,0.0316277028596087,0.0,-0.0032029521496610425,0.013381800901376778,005180
9,Hyundai_Green_Food,Agriculture_&_Food,2022,Q2,-0.002028312000520671,0.08976694926055151,-0.017017974307176553,0.001592539922026348,0.010132513929525966,0.13093963858007376,0.018498718947881354,0.003322253296723532,0.04409566843016899,0.023296376477105585,0.028445061747667727,005440
9,SPC_Samlip,Agriculture_&_Food,2022,Q2,-0.039108200323989095,0.05382006031875408,-0.041352562883605115,-0.14575678707866135,0.01066706627582703,0.3456362001194396,-0.00047938984689666064,-0.0017973752736286652,0.0,-0.032823681478899136,-0.05688591692731665,005610
9,Crown_Confectionery,Agriculture_&_Food,2022,Q2,0.0012352413931711048,-0.030530728751698488,0.001920526801375666,0.6520041597578234,0.000561574948965804,0.1691826067644378,-0.009001492814850742,-0.006346488838733233,0.0,-0.006762464780518007,-0.09215394875201993,005740
9,Ottogi,Agriculture_&_Food,2022,Q2,-0.022567284905200102,0.0525477586276768,-0.02355430173066453,-0.058340443682321386,-0.04836815175794418,0.05860568368751472,-0.031628222556211005,-0.02952031507137476,0.0,-0.03012435542094649,0.11416648388944961,007310
9,Muhak,Agriculture_&_Food,2022,Q2,0.03789784187457779,-0.0902602759043325,0.03831396737953485,-0.030787845135615388,0.05627712440441901,0.2950078792962971,0.050807134841494794,0.0421205851808536,-0.8997314559233711,0.042740181416995315,-0.1940256065060306,033920
9,Farmsco,Agriculture_&_Food,2022,Q2,0.058764502665395124,0.12336778199435094,0.08601704220962403,-0.17482351151847775,0.00422148164974212,0.11320107489866155,-0.12908349004967268,-0.14694489975201175,0.0,-0.05364860584425979,-0.05157277631735138,036580
9,Dongwon_F&B,Agriculture_&_Food,2022,Q2,-0.008882973343804057,0.0015110148024761738,-0.2501177928804428,0.10361234410626652,0.006179196755725758,-0.004502310482520283,0.03213659577416084,0.006959669006446401,0.09765210937645319,0.003882231112289136,-0.018999242516465203,049770
9,Samyang_Foods,Agriculture_&_Food,2022,Q2,0.023789766936534895,0.011063023679417139,-0.024929764320274606,-0.10602633972980091,0.028813104892764785,-0.08431297026055101,0.02489033584892064,0.02306996961490637,0.0,0.011066364512994808,-0.06677895258633654,145990
