,name,sector,year,quarter,자본총계변화율,비유동부채변화율,이익잉여금변화율,매출액변화율,비유동자산변화율,Relative Return,전체 주식 수변화율,주주 수변화율,특정 증권 등 소유 비율변화율,1인평균급여변화율,Label,Code
24,Orion_Corp,Agriculture_&_Food,2018,Q3,-0.0007542653833323421,0.0771484492285407,-0.060717868070167214,-0.04854605330645878,-0.011894281022110764,0.043166397666540145,-0.004139302079722684,-0.004464932091432283,0.0,-0.0041629561177378704,-0.31163225854663873,001800
24,Namyang_Dairy_Products,Agriculture_&_Food,2018,Q3,-0.0013222453237020648,-0.17563187554441684,-0.0012973205646689134,-0.051541155606738,0.014982677476017114,-0.010831292147876925,-0.007183756999282531,-0.007627550723709353,-0.00999098090794992,-0.008173920901637377,0.007863841071990655,003920
24,Nongshim,Agriculture_&_Food,2018,Q3,-0.009146195142888613,0.020777385452274477,-0.009342474689993496,-0.05333329007267418,0.001701451513010377,0.12299387499911095,-0.004237096226870962,0.0034795303778216713,-0.009232555302057799,-0.007240417599524651,-0.24132408041645248,004370
24,Binggrae,Agriculture_&_Food,2018,Q3,-0.032759804127134196,-0.0645381100817839,-0.8675365606944703,-0.12123024164501395,0.015916134397236603,0.037250325274680376,0.05317056948837573,0.05099522056729011,0.0,-0.025415664465704424,0.26045370671194795,005180
24,Hyundai_Green_Food,Agriculture_&_Food,2018,Q3,0.013049940839894858,0.05953478958504843,-0.018807353357264134,-0.08008244761453853,0.015511945622496692,0.07562148427522318,0.007457543543866962,0.017089359360603074,0.005667753587922264,0.006585362419384233,-0.011621961746300386,005440
24,SPC_Samlip,Agriculture_&_Food,2018,Q3,-0.43226971121375524,-0.22524684742063483,-0.37497690821625085,-0.06554556478315465,-0.3167590703082168,0.09403740792383199,-0.3193704298423157,-0.33574974833255555,0.0,-0.26228827921628994,0.052824299938824426,005610
24,Crown_Confectionery,Agriculture_&_Food,2018,Q3,-0.009443333802097387,0.0625744846102062,-0.01490687311293959,-1.147544379043361,0.0005304655137292613,0.20789577178219584,-0.0034315619763742866,0.007106993843516984,0.0,-0.002146171733904856,-0.08555311329630558,005740
24,Ottogi,Agriculture_&_Food,2018,Q3,-0.0793451480541496,-0.7211505811004173,-0.06158327448729217,-0.06215021404762222,-0.1100716567690454,0.2534678467660355,-0.08410158169073245,-0.0827119491344539,0.0,-0.07146966162681667,-0.1319834130271225,007310
24,Muhak,Agriculture_&_Food,2018,Q3,-0.003886652701204474,-0.16898502298367468,-0.0041098424084971,0.1673680594020629,-0.002373021372289008,-0.07135251616174428,-0.0034757571079826466,-0.0013979884390709074,-0.022991103170468374,0.0001900751082325458,0.015286590388284083,033920
24,Farmsco,Agriculture_&_Food,2018,Q3,-0.016535404426724964,0.07590590625037319,-0.023935956747951792,0.09822507536671976,-0.03735130508360318,0.07477685817547736,-0.026447363168569327,-0.08212549470996122,0.0,-0.022315911853145742,-0.23333222339313509,036580
24,Dongwon_F&B,Agriculture_&_Food,2018,Q3,-0.04383498526357732,-0.009767858164941856,-1.5847974430534815,-0.30761512273884395,-0.00375199663974346,0.40282483013458703,-0.02074140886093523,0.02486151273499182,-0.09976919501241999,-0.06145936770825822,0.008985685853532675,049770
24,Samyang_Foods,Agriculture_&_Food,2018,Q3,-0.010211950854813301,-0.007523156232973394,-0.032554029163087916,0.03778500256300421,-0.025381089691588476,0.00609756998399405,-0.019482486605869154,-0.018591939175420125,0.0,-0.009260340977578885,-0.11344892041921172,145990
