,name,sector,year,quarter,자본총계변화율,비유동부채변화율,이익잉여금변화율,매출액변화율,비유동자산변화율,Relative Return,전체 주식 수변화율,주주 수변화율,특정 증권 등 소유 비율변화율,1인평균급여변화율,Label,Code
27,Orion_Corp,Agriculture_&_Food,2017,Q4,-2.337575327179428,0.9829185932862967,-0.0017108290075638077,-0.45155240496746574,-2.0868898080065463,0.0,-3.507375917436315,-3.9043930695192595,0.0,1.0890843915597184,0.16327084798437141,001800
27,Namyang_Dairy_Products,Agriculture_&_Food,2017,Q4,-0.0008264127413166733,0.18084116939856332,-0.0009463002730525361,0.05919045157517555,-0.039206243256012296,-0.13918979428902886,-0.00964846268976749,0.17558667164531594,-0.01425442839727431,-0.06645136786003647,0.04533238825144399,003920
27,Nongshim,Agriculture_&_Food,2017,Q4,-0.0062015034877642705,0.04251798088753578,-0.006615244155272704,0.04050508507010464,0.005549012165146805,0.010290694485842087,0.000988529060494403,0.4072873061752894,0.014612214316600092,-0.1282650339351512,0.021332008257165233,004370
27,Binggrae,Agriculture_&_Food,2017,Q4,0.005056071239829096,0.29628455634469064,-0.2843639779369027,0.3716402266828225,0.008048803070420663,-0.13358669399707168,-0.1789456328745822,0.15282516193224072,0.0,-0.20176711813149084,0.042684408029380345,005180
27,Hyundai_Green_Food,Agriculture_&_Food,2017,Q4,-0.07092939354119476,-0.2987261364360334,-0.07282065976532337,0.08922718606686919,-0.11635033936760153,-0.14608724200525908,-0.11854218407770056,0.5307450305994241,-0.16284935068435424,-0.19148036677387648,-0.04620034503345688,005440
27,SPC_Samlip,Agriculture_&_Food,2017,Q4,-0.05139114824842106,-0.28827825767032067,-0.052911470361692636,0.032156731250339576,0.04317309691810711,-0.2985653774104683,-0.012882337775155461,-0.1983092915323097,0.0,0.9983886889511021,0.18849575388677997,005610
27,Crown_Confectionery,Agriculture_&_Food,2017,Q4,-0.41747077332537597,-0.7970204267977035,-0.002626254056954158,-0.04427901665168488,-0.38927166101405186,-0.2968872848232848,-0.6106453945070975,-0.38864717744712207,0.0,-0.41713732739008,-0.12510746405459147,005740
27,Ottogi,Agriculture_&_Food,2017,Q4,-0.017958673253329005,0.5829216652642478,-0.018173126400485184,0.11505084753713524,-0.008200821908171951,-0.09341568961201495,0.0073938399847206515,0.20247223146581717,0.0,-0.30286000956612713,0.0873546804634553,007310
27,Muhak,Agriculture_&_Food,2017,Q4,0.0032968517228390004,0.37851035013047707,0.01094649998189734,0.08803700949596682,-0.15041422581200647,-0.24624121518987335,0.039456885975808875,0.033647305244466574,0.4750907039970633,0.05005111421759467,0.07790469669146258,033920
27,Farmsco,Agriculture_&_Food,2017,Q4,-0.017275650441213486,0.09725661479433767,-0.03362964367511645,0.035069534503119226,0.005003940938722917,-0.12570036363636358,0.08692740425113932,0.1365777375368683,0.0,-0.2375588933887145,-0.010737962588315816,036580
27,Dongwon_F&B,Agriculture_&_Food,2017,Q4,-0.0018989811871468198,-0.1672577419384238,0.028440333998643652,0.2592961292120991,-0.009823158650364316,-0.2092130649176599,0.13632042965056068,-0.012239319624618217,0.2626322030693077,-0.49240039976223615,0.19235934845259645,049770
27,Samyang_Foods,Agriculture_&_Food,2017,Q4,0.0009302553999672725,-0.09058843311245113,0.038538087772551854,0.08185772014600123,-0.17232783476226565,-0.10041351456310674,-0.03217604250236206,0.026012196165107637,0.0,-0.14901349539837105,-0.02245255257766619,145990
