,name,sector,year,quarter,자본총계변화율,비유동부채변화율,이익잉여금변화율,매출액변화율,비유동자산변화율,Relative Return,전체 주식 수변화율,주주 수변화율,특정 증권 등 소유 비율변화율,1인평균급여변화율,Label,Code
30,Orion_Corp,Agriculture_&_Food,2017,Q1,3.0845097405311144,0.9902833315029703,0.028670908285533314,0.9915628284685032,0.7696462711201559,-0.21276284155294659,1.1439337405466379,0.7759181990236851,0.0,6.882597731130522,-0.05259027654598639,001800
30,Namyang_Dairy_Products,Agriculture_&_Food,2017,Q1,0.0019729106598376234,-0.18529252169933308,0.0019159904912333658,0.13051773145137802,-0.013038286956811085,0.06493197205169922,0.008381323170407962,-0.41792897269517093,0.010288126445181955,0.02033941805851558,0.0762533971825936,003920
30,Nongshim,Agriculture_&_Food,2017,Q1,-0.002056067008183504,0.10770439323956194,-0.002297146008824358,0.05241353749943389,-2.242240442273946e-05,0.06377842017846257,-0.0013520862318399107,-0.3162963528390317,-0.0011052092597600982,0.09920804041126319,-0.18792640683212014,004370
30,Binggrae,Agriculture_&_Food,2017,Q1,0.00908049522112897,-0.14385239945008887,0.8245763136197568,-0.07292743293815374,-0.00699130009177229,0.07034219953635958,0.03189600906133405,-0.13586820020883894,0.0,0.08179502052505905,-0.008130145158635652,005180
30,Hyundai_Green_Food,Agriculture_&_Food,2017,Q1,-0.0048530247620064415,-0.055424811585522704,-0.02567450225338752,0.0254697753955484,-0.062447386383623016,-0.05415993546079011,-0.0695066287884023,-1.0287645952950357,-0.1267546580106791,0.08606956728286264,-0.05223038098073604,005440
30,SPC_Samlip,Agriculture_&_Food,2017,Q1,0.17536333449957153,-0.5690826829815958,0.008517521394280636,0.10766068627455516,-0.012502478526171812,-0.1371307896593187,-0.015866888058880813,0.17087576854733466,0.0,0.5225352008586036,0.21231979030144182,005610
30,Crown_Confectionery,Agriculture_&_Food,2017,Q1,0.31925169882663085,0.9264272337807056,-0.5757317890164644,0.9599326631554722,0.4494463687185888,-0.04614352950522525,0.4023313506435403,0.5175567884613655,0.0,0.43526314690734114,0.08927821370511084,005740
30,Ottogi,Agriculture_&_Food,2017,Q1,-0.013654342030309019,0.004475051490495874,-0.01418579337744763,-0.06920143894170949,-0.041862678484923865,-0.11452724421969514,-0.02735691728029721,-0.3451285214544455,0.0,0.24896412722058625,0.05934328438375942,007310
30,Muhak,Agriculture_&_Food,2017,Q1,-0.043742232577432816,-9.925745431634468,-0.045352498684610554,-0.01466045559047835,-0.06068336188480372,-0.017012914923217364,-0.10469496763938979,-0.06944945177927542,-0.2515278642812182,-0.2132897796946993,-0.07527611762694694,033920
30,Farmsco,Agriculture_&_Food,2017,Q1,-0.02136421800092947,-0.00362561071325862,-0.05679297815568707,0.0888490446268273,-0.036287624480838776,-0.1079873140872717,0.008141477794507357,0.14163931768850946,0.0,0.16955532209117874,0.0033085262213416733,036580
30,Dongwon_F&B,Agriculture_&_Food,2017,Q1,-0.01609500944569442,-0.11012552496854333,0.05477849244173494,-0.3110991642427363,-0.02967779480878696,-0.12387252465382821,0.13867163463827148,0.12203273356402988,0.1730185106001182,0.46107273694241024,0.09245412366544485,049770
30,Samyang_Foods,Agriculture_&_Food,2017,Q1,0.00580075517096712,-1.2266902153510117,0.03759902161421369,0.03721203478680035,-0.010387774577042208,0.022463535875773388,-0.06915887411525179,-0.3440898842130937,0.0,0.12201436446090441,-0.16141870983795045,145990
