,name,sector,year,quarter,자본총계변화율,비유동부채변화율,이익잉여금변화율,매출액변화율,비유동자산변화율,Relative Return,전체 주식 수변화율,주주 수변화율,특정 증권 등 소유 비율변화율,1인평균급여변화율,Label,Code
2,Orion_Corp,Agriculture_&_Food,2024,Q1,0.014484603328560941,0.00921173292604116,-12.858861759733752,-3.6423587374146438,-0.0012711798063707036,-0.15291834786415823,0.11365644461984403,0.1564948209084387,0.0,0.43315106095699996,-0.08621009326483335,001800
2,Namyang_Dairy_Products,Agriculture_&_Food,2024,Q1,0.00837334357319841,0.013194016464505354,0.008250651204264714,0.030874997632905354,0.013589851858126112,0.1709226970894172,0.33270239191427187,0.3940117158873405,-3.2040903078871903,0.3282141341141498,-0.12477986830945334,003920
2,Nongshim,Agriculture_&_Food,2024,Q1,-0.004565503679954341,-0.04346354167030397,-0.004628581425496048,-0.03758933139362286,-0.004738440974621172,-0.244630825736197,0.28434827043761857,0.11414157217618093,-0.7493702770780857,0.11641919265306233,-0.1456565141860992,004370
2,Binggrae,Agriculture_&_Food,2024,Q1,0.0018150858934200542,-0.21896577675845408,0.6367621316089003,-0.10762329646298707,-0.03492000151509922,-0.12938128185890638,0.23067271127837008,0.10261581199801928,0.0,0.05922813983196529,-0.052890073156404066,005180
2,Hyundai_Green_Food,Agriculture_&_Food,2024,Q1,-0.012786866577686906,-0.04212032724339165,0.001624161929779433,-0.10879338322726162,-0.01783952668693911,-0.03592170752579507,0.3920632646267139,-0.20941412344363908,0.13815491878942787,0.4432216445658379,0.11446475619508911,005440
2,SPC_Samlip,Agriculture_&_Food,2024,Q1,0.01642558140134831,0.05896422380404287,0.017337920060118917,0.10825397750749866,0.011507429320074092,-0.15685219068200257,0.1906876579640141,0.16492675828733494,0.0,0.16663714031783594,-0.13093412406434807,005610
2,Crown_Confectionery,Agriculture_&_Food,2024,Q1,-0.00930381904021571,-0.017397446816761475,-0.014585971778762197,-1.5874070752278477,0.0004586533966759454,-0.08488925914821395,0.2552322281253422,0.11994716147657425,0.0,0.11516910627539967,-0.00261901301711015,005740
2,Ottogi,Agriculture_&_Food,2024,Q1,-0.00888977482957487,0.17640659161086714,-0.009262477206215314,-0.06421916646948334,0.0030574552810636035,-0.0046956445195531216,0.09497200100550152,0.2431194086196261,0.0,-0.04738515705189328,-0.062311919591504616,007310
2,Muhak,Agriculture_&_Food,2024,Q1,-0.018714030255523095,-0.8384811425237821,-0.01896808860610233,-0.09557066304932582,-0.23344205007226604,-0.16099545383847944,0.2603404613834539,0.25294243704297326,0.15966554088404183,0.17361092841048031,-0.10162371734431361,033920
2,Farmsco,Agriculture_&_Food,2024,Q1,0.011519737188351198,0.04270861766256917,0.016730660221247584,0.10652279847989066,0.0015900710692967612,-0.0729854045801768,0.22891148508464532,0.1918000974199794,0.0,0.1277899664637746,-0.1072241660813642,036580
2,Dongwon_F&B,Agriculture_&_Food,2024,Q1,-0.02223702918685233,0.022134779183868636,0.5571414093272926,-0.18004847371641963,-0.006764823296287803,-0.056527923591803364,0.6394974848236744,0.21470786995208668,0.43599603817919674,0.1796188596797872,-0.03118424375052602,049770
2,Samyang_Foods,Agriculture_&_Food,2024,Q1,-0.04494319144233194,0.18388158323508497,-0.06444082847711452,0.00944655577792386,-0.031977158411100826,-0.10516351570565635,0.09637552441566255,0.23661755468422052,0.0,-0.009775049120418045,0.11261521045333844,145990
