,name,sector,year,quarter,자본총계변화율,비유동부채변화율,이익잉여금변화율,매출액변화율,비유동자산변화율,Relative Return,전체 주식 수변화율,주주 수변화율,특정 증권 등 소유 비율변화율,1인평균급여변화율,Label,Code
4,Orion_Corp,Agriculture_&_Food,2023,Q3,-0.0014432566163897764,-0.0043341107601491125,-0.06838789522540623,-0.07764086580874863,-0.0024569212130651774,-0.18571380198672288,-0.0020008931249346773,-0.002084834578480965,0.0,-0.0016398267372339514,0.08069442329002781,001800
4,Namyang_Dairy_Products,Agriculture_&_Food,2023,Q3,0.006186335668034726,0.020107263389877117,0.006101072294212084,0.01906458558677937,0.01590048318359938,-0.09321939934588515,0.007962521809263157,0.010233478654759653,0.01033217667416364,0.007338975451506413,-0.09338576647435151,003920
4,Nongshim,Agriculture_&_Food,2023,Q3,-0.016036162447492508,0.028774285245781184,-0.016540520193583097,-0.018355636706757883,-0.010359406527498782,0.02275429031383186,-0.014058547237079999,-0.008768148802800635,0.07166666666666666,-0.016793703303145557,0.22380246365383405,004370
4,Binggrae,Agriculture_&_Food,2023,Q3,-0.06308393520003364,0.007632707849610565,-1.0009816047653333,-0.08249118129573252,0.010765085323088952,0.08914278320998921,0.060463535298340365,0.05831250234746799,0.0,-0.05329716691046782,0.20999055591201393,005180
4,Hyundai_Green_Food,Agriculture_&_Food,2023,Q3,-0.383021752709626,-0.36594538993286485,0.002978315583453406,-0.6703735769531332,-0.36498291371777736,0.0,-0.22602992569279157,-0.2623129264069215,-1.0238703259897104,-0.21902203706259105,-0.016496192633558143,005440
4,SPC_Samlip,Agriculture_&_Food,2023,Q3,-0.025948718244346303,0.054087860571124025,-0.02722079096604868,0.04392489708069802,0.04518686145422213,-0.047168361184918364,0.009040443901208395,-0.0007581704673773615,0.0,0.014063236389257883,0.0021413292648333193,005610
4,Crown_Confectionery,Agriculture_&_Food,2023,Q3,0.00285665824821435,-0.008199403998065291,0.004558357255376233,-0.028213504681165347,0.0004764024831023228,-0.08446177544757494,0.0022357744309883243,0.000782231009674561,0.0,0.0017596493315371609,-0.05342509973931412,005740
4,Ottogi,Agriculture_&_Food,2023,Q3,-0.02466785286661377,-0.006153775652151694,-0.025665620279390122,-0.07620596875256891,0.0006264116097307593,-0.1616930765160853,-0.014363400721701725,-0.008289152914439324,0.0,-0.027235049638492548,-0.033781572228582406,007310
4,Muhak,Agriculture_&_Food,2023,Q3,-0.005269935317893992,0.18461131487913118,-0.005472279046010664,0.033899681099560874,0.2611486992422304,0.012459265319183357,-0.005468136137429802,0.0014128578989939244,-1.5083416288459004,0.02674933928413681,0.043374886553684454,033920
4,Farmsco,Agriculture_&_Food,2023,Q3,-0.0201563702162868,0.04905456142051656,-0.030548509106162136,0.03714185183795338,-0.0026889326148487047,0.11638582656281778,0.00020649577914277906,-0.020766926890811943,0.0,-0.004487896357852961,-0.22191460051675477,036580
4,Dongwon_F&B,Agriculture_&_Food,2023,Q3,-0.0390234182278788,-0.6905977322918218,-0.8590753456751412,-0.25737382172868295,-0.07921191388774163,-0.172462648905376,-0.03885025547246568,-0.1004281473100972,-1.0,-0.15008119578334944,0.13313234784005276,049770
4,Samyang_Foods,Agriculture_&_Food,2023,Q3,-0.04658344361238842,-0.02032275206054046,-0.07913642571082224,0.06733360092646123,-0.029773787100686233,0.0014443164600173447,-0.03827790795482078,-0.0361142203028908,0.0,-0.027811671919173886,0.07935737240605341,145990
