,Feature,Importance
0,F_이익잉여금 변화율,0.20527840715958412
1,F_부채총계 변화율,0.20207820012377575
2,F_매출액 변화율,0.18353687325125162
3,F_법인세차감전 순이익 변화율,0.1523278609006755
4,M_실업률 변화율,0.13475374230033776
5,M_금리 변화율,0.12202491626437523
