접수번호,법인구분,고유번호,회사명,증자일자,증자방식,증자주식종류,증자주식수,주식액면가액,발행금액,결제일시,연도,분기
20160516002683,Y,00126566,한화에어로스페이스,-,-,-,-,-,-,2015-12-31,2015,Q4
20160516002683,Y,00126566,한화에어로스페이스,-,-,-,-,-,-,2015-12-31,2015,Q4
20170331003924,Y,00126566,한화에어로스페이스,-,-,-,-,-,-,2016-12-31,2016,Q4
20170331003924,Y,00126566,한화에어로스페이스,-,-,-,-,-,-,2016-12-31,2016,Q4
20180725000277,Y,00126566,한화에어로스페이스,-,-,-,-,-,-,2017-12-31,2017,Q4
20180725000277,Y,00126566,한화에어로스페이스,-,-,-,-,-,-,2017-12-31,2017,Q4
20190329003444,Y,00126566,한화에어로스페이스,-,-,-,-,-,-,2018-12-31,2018,Q4
20190329003444,Y,00126566,한화에어로스페이스,-,-,-,-,-,-,2018-12-31,2018,Q4
20200330004485,Y,00126566,한화에어로스페이스,-,-,-,-,-,-,2019-12-31,2019,Q4
20210319000790,Y,00126566,한화에어로스페이스,-,-,-,-,-,-,2020-12-31,2020,Q4
20220812000030,Y,00126566,한화에어로스페이스,-,-,-,-,-,-,2021-12-31,2021,Q4
20230321001337,Y,00126566,한화에어로스페이스,-,-,-,-,-,-,2022-12-31,2022,Q4
20240329000902,Y,00126566,한화에어로스페이스,-,-,-,-,-,-,2023-12-31,2023,Q4
20250317000990,Y,00126566,한화에어로스페이스,2024.09.01,-,보통주,"5,048,839","5,000",-,2024-12-31,2024,Q4
