접수번호,법인구분,고유번호,회사명,증자일자,증자방식,증자주식종류,증자주식수,주식액면가액,발행금액,결제일시,연도,분기
20160330003845,Y,00105271,케이씨씨,2015.12.02,-,보통주,"36,513","5,000",-,2015-12-31,2015,Q4
20210317000365,Y,00105271,케이씨씨,2015.12.02,-,보통주,"36,513","5,000",-,2016-12-31,2016,Q4
20210317000396,Y,00105271,케이씨씨,2015.12.02,-,보통주,"36,513","5,000",-,2017-12-31,2017,Q4
20210317000416,Y,00105271,케이씨씨,2015.12.02,-,보통주,"36,513","5,000",-,2018-12-31,2018,Q4
20210317000457,Y,00105271,케이씨씨,2015.12.02,-,보통주,"36,513","5,000",-,2019-12-31,2019,Q4
20210318000812,Y,00105271,케이씨씨,2020.01.02,주식분할,보통주,"1,670,042","5,000",-,2020-12-31,2020,Q4
20220317001213,Y,00105271,케이씨씨,2020.01.02,주식분할,보통주,"1,670,042","5,000",-,2021-12-31,2021,Q4
20230316000762,Y,00105271,케이씨씨,2020.01.02,주식분할,보통주,"1,670,042","5,000",-,2022-12-31,2022,Q4
20240327001177,Y,00105271,케이씨씨,-,-,-,-,-,-,2023-12-31,2023,Q4
20250313001099,Y,00105271,케이씨씨,-,-,-,-,-,-,2024-12-31,2024,Q4
