접수번호,법인구분,고유번호,회사명,증자일자,증자방식,증자주식종류,증자주식수,주식액면가액,발행금액,결제일시,연도,분기
20160330003057,Y,00113410,CJ대한통운,-,-,-,-,-,-,2015-12-31,2015,Q4
20170331005048,Y,00113410,CJ대한통운,-,-,-,-,-,-,2016-12-31,2016,Q4
20180402002335,Y,00113410,CJ대한통운,-,-,-,-,-,-,2017-12-31,2017,Q4
20191002000600,Y,00113410,CJ대한통운,-,-,-,-,-,-,2018-12-31,2018,Q4
20191002000600,Y,00113410,CJ대한통운,-,-,-,-,-,-,2018-12-31,2018,Q4
20200330003195,Y,00113410,CJ대한통운,-,-,-,-,-,-,2019-12-31,2019,Q4
20200330003195,Y,00113410,CJ대한통운,-,-,-,-,-,-,2019-12-31,2019,Q4
20210319001047,Y,00113410,CJ대한통운,-,-,-,-,-,-,2020-12-31,2020,Q4
20210319001047,Y,00113410,CJ대한통운,-,-,-,-,-,-,2020-12-31,2020,Q4
20220318000927,Y,00113410,CJ대한통운,-,-,-,-,-,-,2021-12-31,2021,Q4
20220318000927,Y,00113410,CJ대한통운,-,-,-,-,-,-,2021-12-31,2021,Q4
20230317000857,Y,00113410,CJ대한통운,-,-,-,-,-,-,2022-12-31,2022,Q4
20230317000857,Y,00113410,CJ대한통운,-,-,-,-,-,-,2022-12-31,2022,Q4
20240320001789,Y,00113410,CJ대한통운,-,-,-,-,-,-,2023-12-31,2023,Q4
20240320001789,Y,00113410,CJ대한통운,-,-,-,-,-,-,2023-12-31,2023,Q4
20250317000953,Y,00113410,CJ대한통운,-,-,-,-,-,-,2024-12-31,2024,Q4
