code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),총포괄손익,자본금
270,Kia,Transportation,2017,Q3,15578612000000.0,23333741000000.0,38912353000000.0,10050148000000.0,6104996000000.0,16155144000000.0,19017307000000.0,22757209000000.0,8400413000000.0,-540448000000.0,-616905000000.0,-430495000000.0,-430495000000.0,,
660,SK_Hynix,Electronics,2017,Q3,11898210000000.0,27765547000000.0,39663757000000.0,5599302000000.0,4160080000000.0,9759382000000.0,22834524000000.0,29904375000000.0,7974611000000.0,3613747000000.0,3706080000000.0,2938555000000.0,2938555000000.0,3657652000000.0,
3550,LG_Corporation,etc,2017,Q3,946179000000.0,8233956000000.0,9180135000000.0,257831000000.0,175020000000.0,432851000000.0,5433445000000.0,8747284000000.0,98427000000.0,47098000000.0,422941000000.0,320526000000.0,320526000000.0,879359000000.0,,,
3670,POSCO_Future_M,Electronics,2017,Q3,440708816488.0,319532231779.0,760241048267.0,123453215964.0,2537051704.0,125990267668.0,583583408107.0,634250780599.0,298419353470.0,25394589473.0,26341395952.0,20202665915.0,20202665915.0,29535000000.0,
5380,Hyundai_Motor,Transportation,2017,Q3,23090731000000.0,46713524000000.0,69804255000000.0,9514322000000.0,5947138000000.0,15461460000000.0,49952254000000.0,54342795000000.0,9742388000000.0,341581000000.0,1056770000000.0,984441000000.0,984441000000.0,1488993000000.0,
5490,POSCO_Holdings,Metal,2017,Q3,13775678189659.0,39317912545831.0,53093590735490.0,2425976603565.0,5012705949727.0,7438682553292.0,44281295026476.0,45654908182198.0,7255040623131.0,721762288189.0,918912017756.0,729921746510.0,729921746510.0,482403125000.0,,
5930,Samsung_Electronics,Electronics,2017,Q3,65782329000000.0,123027161000000.0,188809490000000.0,42071538000000.0,2454577000000.0,44526115000000.0,143900883000000.0,144283375000000.0,43074291000000.0,9994481000000.0,10035363000000.0,7777375000000.0,7777375000000.0,897514000000.0,
6400,Samsung_SDI,Electronics,2017,Q3,2536694613550.0,10405119560793.0,12941814174343.0,1990781307962.0,839032063093.0,2829813371055.0,356712130000.0,4704945284813.0,10112000803288.0,1444575081717.0,32224733819.0,73462555107.0,68247431961.0,68247431961.0,
9150,Samsung_Electro_Mechanics,Electronics,2017,Q3,1611737145456.0,3685322792068.0,5297059937524.0,1194772509585.0,52107117900.0,1246879627485.0,388003400000.0,4050180310039.0,1292323848545.0,5774039935.0,4968715586.0,2894103990.0,2894103990.0,28170308610.0,
9540,Korea_Shipbuilding_&_Offshore_Engineering,Transportation,2017,Q3,8107219448000.0,12434139426000.0,20541358874000.0,7946813899000.0,1563644913000.0,9510458812000.0,16403275921000.0,11030900062000.0,2092839109000.0,42740077000.0,7211663000.0,8446838000.0,8446838000.0,283327130000.0,
10130,Korea_Zinc,Metal,2017,Q3,3165742370512.0,3144514754277.0,6310257124789.0,496251837423.0,143353339141.0,639605176564.0,5474838728659.0,5670651948225.0,1341906071044.0,164433931121.0,178630385632.0,135517331738.0,135517331738.0,94350000000.0,
10950,S_Oil,Chemistry,2017,Q3,7104798000000.0,7288565000000.0,14393363000000.0,4486353000000.0,3463644000000.0,7949997000000.0,4797101000000.0,6443366000000.0,5211848000000.0,553241000000.0,526073000000.0,398040000000.0,398040000000.0,291512000000.0,
11170,Lotte_Chemical,Chemistry,2017,Q3,4304338130409.0,10337722417306.0,14642060547715.0,2175579752257.0,2362338066499.0,4537917818756.0,171377095000.0,8961739445912.0,10104142728959.0,2476685765011.0,614456685281.0,629849858972.0,461442888735.0,461442888735.0,
12330,Hyundai_Mobis,Transportation,2017,Q3,11913666000000.0,13862221000000.0,25775887000000.0,4371192000000.0,431065000000.0,4802257000000.0,19489201000000.0,20973630000000.0,4877617000000.0,329108000000.0,408403000000.0,257194000000.0,257194000000.0,491096000000.0,
15760,Korea_Electric_Power,Electronics,2017,Q3,8054581000000.0,96930794000000.0,104985375000000.0,17275805000000.0,31495007000000.0,48770812000000.0,4053578000000.0,38448222000000.0,56214563000000.0,16120715000000.0,1960213000000.0,1874665000000.0,1458878000000.0,1458878000000.0,
17670,SK_Telecom,Communication,2017,Q3,3630399000000.0,21355528000000.0,24985927000000.0,4526513000000.0,5634660000000.0,10161173000000.0,14365499000000.0,14824754000000.0,3156536000000.0,420680000000.0,564197000000.0,478715000000.0,478715000000.0,44639000000.0,,
18260,Samsung_SDS,IT_Service,2017,Q3,3194345076135.0,2357135066760.0,5551480142895.0,725301035847.0,121629151470.0,846930187317.0,38688900000.0,3480265166884.0,4704549955578.0,1153542112848.0,135629086849.0,134614984690.0,102484725410.0,102484725410.0,
18880,Hanon_Systems,Machines,2017,Q3,1056097696539.0,1703517686340.0,2759615382879.0,453966485192.0,650949481226.0,1104915966418.0,1384280540566.0,1654699416461.0,620974342012.0,46511004190.0,46885492399.0,41343528798.0,41343528798.0,53380000000.0,
28260,Samsung_C&T,Distribution,2017,Q3,8385524981830.0,30326996648238.0,38750195496303.0,9158159685053.0,7571578385387.0,16729738070440.0,4322481468364.0,22020457425863.0,5207980653944.0,128355799572.0,167023110328.0,128585638223.0,128585638223.0,19131748300.0,
30200,KT_Corporation,Communication,2017,Q3,4603060000000.0,18778872000000.0,23381932000000.0,5338242000000.0,6540456000000.0,11878698000000.0,11503234000000.0,4312022000000.0,271443000000.0,225267000000.0,148013000000.0,148013000000.0,1564499000000.0,9548287000000.0,,
33780,KT&G,Food,2017,Q3,4838242618061.0,3935572947642.0,8773815565703.0,1680163745769.0,153975790862.0,1834139536631.0,954959485000.0,785713840544.0,6939676029072.0,789494946622.0,338476603896.0,357120074698.0,269470939254.0,269470939254.0,
34220,LG_Display,Electronics,2017,Q3,9093211000000.0,15729352000000.0,24822563000000.0,7047907000000.0,4453877000000.0,11501784000000.0,9280587000000.0,13320779000000.0,6594290000000.0,336697000000.0,350471000000.0,281341000000.0,281341000000.0,1789079000000.0,
34730,SK_Inc,etc,2017,Q3,844816000000.0,19028735000000.0,19873551000000.0,2086007000000.0,5359405000000.0,7445412000000.0,7681440000000.0,12428139000000.0,123833000000.0,110098000000.0,85851000000.0,85851000000.0,766915000000.0,15385000000.0,,
35420,NAVER,IT_Service,2017,Q3,2264782790822.0,2726578425910.0,4991361216732.0,1004090261640.0,272780255478.0,1276870517118.0,4538152216708.0,3714490699614.0,746424800067.0,300659096293.0,294072316758.0,220678324637.0,220678324637.0,16481339500.0,,,
