code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,파생상품자산,파생상품관련손익,파생상품부채,영업비용,이자수익,당기손익-공정가치측정금융자산,기타포괄손익-공정가치측정금융자산,차입부채,이자비용,상각후원가측정금융자산,금융상품관련순손익
50,경방,경기소비재,2024,Q1,"91,966,796,827","1,056,515,335,131","1,148,482,131,958","210,047,307,226","180,676,574,997","390,723,882,223","775,063,244,803","757,758,249,735",75360666226.0,10985490121.0,11437612921.0,8781920908.0,8781920908.0,"13,707,635,000",8781829704.0,"2,343,432",8781920908.0,,,,,,,,,
80,하이트진로,생활소비재,2024,Q1,"795,827,052,154","2,261,406,017,846","3,057,233,070,000","1,381,875,249,983","621,859,631,987","2,003,734,881,970","154,578,058,345","1,053,498,188,030",545373594745.0,40722675018.0,38993064158.0,30648621968.0,30648621968.0,"368,842,230,000",30648621968.0,,,,,,,,,,,
100,유한양행,헬스케어,2024,Q1,"1,043,172,098,817","1,372,368,807,327","2,415,540,906,144","367,578,134,890","62,630,170,437","430,208,305,327","1,922,835,515,603","1,985,332,600,817",433146531814.0,6141868642.0,40787649863.0,36369413728.0,36369413728.0,"81,390,004,000",36023475591.0,,,,,,,,,,,
120,CJ대한통운,산업재,2024,Q1,"1,499,098,899,517","6,051,164,508,552","7,550,263,408,069","2,070,415,386,378","2,210,659,266,240","4,281,074,652,618","1,007,606,524,635","3,269,188,755,451",2003613519265.0,77564865495.0,91966244405.0,79368848962.0,79368848962.0,"114,061,720,000",50974124710.0,,,,,,,,,,,
150,두산,산업재,2024,Q1,"730,479,724,884","4,295,636,494,984","5,026,116,219,868","1,280,370,913,155","741,174,113,001","2,021,545,026,156","3,207,261,636,877","3,004,571,193,712",229306063262.0,25031950940.0,8230618392.0,10749321322.0,10749321322.0,"123,738,105,000",8702186918.0,,,,,,,,,,,
210,대림산업,건설,2024,Q1,"323,540,976,784","3,344,820,444,737","3,668,361,421,521","389,444,012,961","190,374,787,841","579,818,800,802","5,663,070,003,137","3,088,542,620,719",9692511701.0,5785648818.0,4227944026.0,3667882181.0,3667882181.0,"138,709,995,000",3667882181.0,,,,,,,,,,,
230,일동제약,헬스케어,2024,Q1,"8,385,444,872","291,831,724,365","300,217,169,237","96,755,263,931","18,498,308,048","115,253,571,979","47,216,161,199","184,963,597,258",4381160114.0,725848472.0,-1590985110.0,-1003033978.0,-1003033978.0,"11,540,400,000",-1746707245.0,,,,,,,,,,,
240,한국타이어월드와이드,경기소비재,2024,Q1,"726,784,924,337","2,470,676,504,590","3,197,461,428,927","489,873,292,200","82,057,839,964","571,931,132,164","881,631,867,915","2,625,530,296,763",273386157118.0,69948190700.0,72630320873.0,63965659448.0,63965659448.0,"47,467,620,000",62752872178.0,,,,,,,,,,,
270,기아차,경기소비재,2024,Q1,"21,624,267,000,000","31,937,009,000,000","53,561,276,000,000","16,798,706,000,000","4,672,246,000,000","21,470,952,000,000","29,181,969,000,000","32,090,324,000,000",15711802000000.0,2429732000000.0,2769363000000.0,2165802000000.0,2165802000000.0,"2,139,317,000,000",2100733000000.0,,,,,,,,,,,
480,조선내화,철강_소재,2024,Q1,"18,053,728,890","784,006,739,033","802,060,467,923","232,983,689,072","37,115,556,743","270,099,245,815","460,009,232,718","531,961,222,108",2857676497.0,269671301.0,3102467954.0,3763130725.0,3763130725.0,"23,445,245,000",-306462517.0,,,,,,,,,,,
640,동아쏘시오홀딩스,헬스케어,2024,Q1,"97,370,973,542","919,551,502,750","1,016,922,476,292","222,612,698,650","124,155,209,559","346,767,908,209","441,430,579,471","670,154,568,083",37456136937.0,30143183293.0,29120392224.0,28236777073.0,28236777073.0,"31,744,565,000",28992727523.0,,,,,,,,,,,
660,SK하이닉스,정보기술,2024,Q1,"18,069,804,000,000","76,457,233,000,000","94,527,037,000,000","15,761,440,000,000","22,279,514,000,000","38,040,954,000,000","50,649,008,000,000","56,486,083,000,000",10401819000000.0,2901070000000.0,2591029000000.0,2171332000000.0,2171332000000.0,"3,657,652,000,000",2115308000000.0,,,,,,,,,,,
670,영풍,철강_소재,2024,Q1,"511,369,082,507","1,824,349,979,752","2,335,719,062,259","315,519,805,459","307,560,590,729","623,080,396,188","1,707,806,579,970","1,712,638,666,071",291854449513.0,-10156827544.0,22765193390.0,19601340588.0,19601340588.0,"9,210,200,000",19838081500.0,,,,,,,,,,,
720,현대건설,건설,2024,Q1,"11,147,068,000,000","4,076,111,000,000","15,223,179,000,000","5,901,985,000,000","2,490,848,000,000","8,392,833,000,000","5,245,516,000,000","6,830,346,000,000",4168285000000.0,101246000000.0,206298000000.0,161218000000.0,161218000000.0,"562,052,000,000",207916000000.0,"120,000,000",,,,,,,,,,
880,한화,에너지_화학,2024,Q1,"3,282,774,000,000","7,849,067,000,000","11,131,841,000,000","4,243,254,000,000","3,447,915,000,000","7,691,169,000,000","3,017,378,000,000","3,440,672,000,000",1652430000000.0,183672000000.0,138305000000.0,127958000000.0,127958000000.0,"489,550,000,000",109878000000.0,,,,,,,,,,,
1040,CJ,생활소비재,2024,Q1,"136,095,956,000","3,217,205,815,000","3,353,301,771,000","139,983,399,000","396,606,278,000","536,589,677,000","1,751,707,457,000","2,816,712,094,000",87812361000.0,67501188000.0,64993586000.0,62550540000.0,62550540000.0,"179,047,370,000",62550540000.0,,,,20311173000.0,,,,,,,
1120,LG상사,산업재,2024,Q1,"848,041,447,019","3,373,160,191,076","4,221,201,638,095","804,811,888,924","1,024,451,264,571","1,829,263,153,495","2,046,205,950,375","2,391,938,484,600",835729438503.0,-94654942.0,87235642309.0,83133437134.0,83133437134.0,"193,800,000,000",116903559714.0,,,,,,,,,,,
1230,동국제강,철강_소재,2024,Q1,"136,080,684,239","572,879,120,044","708,959,804,283","30,753,227,394","10,343,954,190","41,097,181,584","1,078,087,649,893","667,862,622,699",22127493764.0,16460774866.0,17731253123.0,17564956170.0,17564956170.0,"271,066,765,000",16254918764.0,,,,5666718898.0,,,,,,,
1430,세아베스틸,철강_소재,2024,Q1,"82,583,734,828","1,743,985,874,738","1,826,569,609,566","216,276,157,548","60,647,590,192","276,923,747,740","1,024,808,602,309","1,549,645,861,826",85284844063.0,80109205222.0,79186031931.0,79199486104.0,79199486104.0,"219,310,595,000",79185938509.0,,,,,,,,,,,
1680,대상,생활소비재,2024,Q1,"1,446,164,100,398","1,609,135,538,822","3,055,299,639,220","935,839,616,288","789,120,143,869","1,724,959,760,157","1,059,973,781,434","1,330,339,879,063",863373420121.0,43100893641.0,37156709324.0,29609347964.0,29609347964.0,"36,018,248,000",36553092024.0,,,,,,,,,,,
1740,SK네트웍스,경기소비재,2024,Q1,"1,616,540,000,000","3,389,907,000,000","5,006,447,000,000","2,145,257,000,000","977,751,000,000","3,123,008,000,000","525,100,000,000","1,883,439,000,000",1728564000000.0,11236000000.0,9839000000.0,8262000000.0,8262000000.0,"648,654,000,000",6812000000.0,,,,,,,,,,,
1800,오리온,생활소비재,2024,Q1,"25,593,652,538","2,004,726,255,012","2,030,319,907,550","126,846,507,542","89,626,159,766","216,472,667,308",,"1,813,847,240,242",23560590208.0,20010815742.0,19261863872.0,18146035831.0,18146035831.0,"31,322,711,000",18458486895.0,,,,3549774466.0,,,,,,,
2240,고려제강,철강_소재,2024,Q1,"289,270,279,514","1,170,419,965,633","1,459,690,245,147","131,458,088,634","92,173,068,723","223,631,157,357","1,203,167,561,066","1,236,059,087,790",131914679828.0,14090871901.0,23933867517.0,18859887603.0,18859887603.0,"25,000,000,000",18859887603.0,,,,,,,,,,,
2350,넥센타이어,경기소비재,2024,Q1,"1,347,743,792,048","2,030,872,458,034","3,378,616,250,082","1,009,848,711,662","671,255,517,321","1,681,104,228,983","1,585,165,209,920","1,697,512,021,099",524433593076.0,48633379804.0,73314626990.0,56825875445.0,56825875445.0,"54,083,938,500",57056235245.0,,,,,,,,,,,
2380,KCC,건설,2024,Q1,"2,448,592,675,262","7,904,680,636,704","10,353,273,311,966","2,555,316,614,753","1,916,095,686,715","4,471,412,301,468","5,617,524,624,209","5,881,861,010,498",761600275908.0,88182575070.0,712692843064.0,575561937477.0,575561937477.0,"48,084,660,000",575054018980.0,,,,,,,,,,,
2790,아모레G,생활소비재,2024,Q1,"426,698,785,801","1,733,871,849,774","2,160,570,635,575","32,273,159,346","13,354,091,870","45,627,251,216","1,403,445,341,928","2,114,943,384,359",38663283339.0,32117557397.0,36944131279.0,35405367689.0,35405367689.0,"47,997,075,000",25187266886.0,,,,6545725942.0,,,,,,,
2960,한국쉘석유,에너지_화학,2024,Q1,"167,272,133,388","30,257,869,949","197,530,003,337","90,430,458,741","2,833,419,284","93,263,878,025","96,265,787,555","104,266,125,312",81373659102.0,12374719009.0,13653852147.0,10615870047.0,10615870047.0,"7,000,000,000",10615870047.0,,,,,,,,,,,
3000,부광약품,헬스케어,2024,Q1,"229,124,718,990","228,236,175,519","457,360,894,509","72,653,311,212","96,113,925,585","168,767,236,797","216,533,537,932","288,593,657,712",34028881622.0,2059629328.0,2402639255.0,1983374016.0,1983374016.0,"36,401,993,000",1869408903.0,,,,,,,,,,,
3030,세아제강,철강_소재,2024,Q1,"20,843,471,800","807,097,376,972","827,940,848,772","38,844,761,128","90,311,495,686","129,156,256,814","592,584,988,060","698,784,591,958",13794661489.0,10165690597.0,11183203649.0,10975116479.0,10975116479.0,"20,708,285,000",10894401965.0,,,,3628970892.0,,,,,,,
3200,일신방직,경기소비재,2024,Q1,"180,920,991,969","468,519,738,170","649,440,730,139","75,463,650,139","9,487,647,400","84,951,297,539","562,020,262,328","564,489,432,600",86632708676.0,990897005.0,4448731958.0,5073312063.0,5073312063.0,"12,000,000,000",5072997688.0,,,,,,,,,,,
3240,태광산업,에너지_화학,2024,Q1,"1,611,549,012,710","2,161,627,792,533","3,773,176,805,243","313,189,111,293","239,982,085,985","553,171,197,278","3,209,710,993,086","3,220,005,607,965",492001364764.0,-31755672.0,65411552497.0,53737631481.0,53737631481.0,"5,567,000,000",54584008848.0,,,,,,"759,778,075,197","116,781,649,914",,,,
3300,한일시멘트,건설,2024,Q1,"164,363,929,771","757,801,117,861","922,165,047,632","87,948,030,315","21,417,134,966","109,365,165,281","1,768,253,771,527","812,799,882,351",42392650084.0,38696431288.0,38997701299.0,38685853225.0,38685853225.0,"33,359,554,000",42168798447.0,,,,,,,,,,,
3410,쌍용양회,건설,2024,Q1,"741,484,996,254","2,528,243,459,727","3,269,728,455,981","1,340,224,658,209","695,176,932,975","2,035,401,591,184","1,533,503,369,143","1,234,326,864,797",299753372094.0,4387761876.0,37489607406.0,45871154565.0,45871154565.0,"50,385,959,500",44867551517.0,,,,,,,,,,,
3490,대한항공,산업재,2024,Q1,"8,254,035,792,213","21,761,361,855,222","30,015,397,647,435","10,212,134,238,950","10,058,189,586,069","20,270,323,825,019","2,948,936,617,397","9,745,073,822,416",3822510892439.0,436055057302.0,467183796777.0,345223816195.0,345223816195.0,"1,846,657,275,000",347304399375.0,,,,,,,,,,,
3520,영진약품,헬스케어,2024,Q1,"133,989,353,719","99,827,060,835","233,816,414,554","88,040,937,231","52,029,701,582","140,070,638,813","-13,707,181,241","93,745,775,741",64945791047.0,4601867189.0,5147264119.0,4092664722.0,4092664722.0,"91,446,365,500",4113431589.0,,,,,,,,,,,
3550,LG,정보기술,2024,Q1,"2,137,967,000,000","8,246,509,000,000","10,384,476,000,000","723,041,000,000","163,457,000,000","886,498,000,000","8,188,630,000,000","9,497,978,000,000",481546000000.0,428263000000.0,444519000000.0,406425000000.0,406425000000.0,"801,613,000,000",419448000000.0,,,,53283000000.0,,,,,406425000000.0,,
3570,S&T중공업,산업재,2024,Q1,"611,835,326,165","484,770,018,499","1,096,605,344,664","260,190,668,951","137,124,511,660","397,315,180,611","674,536,872,598","699,290,164,053",90895769317.0,10571066384.0,16768479235.0,12831765667.0,12831765667.0,"85,631,742,500",14682660532.0,,,,,,,,,,,
3620,쌍용차,경기소비재,2024,Q1,"1,252,236,078,565","1,489,853,802,653","2,742,089,881,218","1,036,689,763,402","531,144,528,025","1,567,834,291,427","-1,086,508,887,142","1,174,255,589,791",981383411465.0,17333536889.0,56090892239.0,56090892239.0,56090892239.0,"973,933,500,000",56087438875.0,,,,,,,,,,,
3920,남양유업,생활소비재,2024,Q1,"351,506,031,242","503,186,936,378","854,692,967,620","102,778,736,495","81,162,478,442","183,941,214,937","680,810,477,975","670,751,752,683",230409217192.0,-5196989425.0,-4650120036.0,-4698605534.0,-4698605534.0,"4,600,000,000",-4774148326.0,,,,,,,,,,,
4000,삼성정밀화학,에너지_화학,2024,Q1,"1,140,360,097,255","1,462,665,523,844","2,603,025,621,099","301,587,912,765","118,729,587,220","420,317,499,985","1,730,377,210,965","2,182,708,121,114",402561279303.0,12348964602.0,62967722698.0,55543231574.0,55543231574.0,"129,000,000,000",55543231574.0,,,,,,,,,,,
4020,현대제철,철강_소재,2024,Q1,"9,430,549,405,865","22,767,341,731,456","32,197,891,137,321","6,348,019,989,744","6,986,813,230,883","13,334,833,220,627","13,332,628,809,262","18,863,057,916,694",4819435810983.0,89004392994.0,87648777171.0,102413011099.0,102413011099.0,"667,228,925,000",165667627462.0,,,,,,,,,,,
4150,한솔홀딩스,경기소비재,2024,Q1,"73,694,875,883","389,518,394,649","463,213,270,532","15,328,994,833","5,061,823,138","20,390,817,971","340,903,289,184","442,822,452,561",9394479540.0,5939888767.0,6548743543.0,5824889064.0,5824889064.0,"42,008,577,000",5843639861.0,,,,3454590773.0,,,,,,,
4170,신세계,경기소비재,2024,Q1,"781,697,130,024","8,079,222,105,396","8,860,919,235,420","2,835,517,560,509","1,839,005,700,922","4,674,523,261,431","3,649,098,206,979","4,186,395,973,989",500970439433.0,69617018732.0,132653146683.0,117119352394.0,117119352394.0,"49,225,905,000",186320489059.0,,,,,,,,,,,
4370,농심,생활소비재,2024,Q1,"1,078,644,408,127","1,817,577,842,765","2,896,222,250,892","636,083,140,870","76,375,536,691","712,458,677,561","2,104,081,267,365","2,183,763,573,331",683752680209.0,38213289038.0,50438746952.0,38607156810.0,38607156810.0,"30,413,210,000",38837784515.0,,,,,,,,,,,
