code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),총포괄손익,자본금
270,Kia,Transportation,2020,Q1,12118253000000.0,26172329000000.0,38290582000000.0,9130974000000.0,5318860000000.0,14449834000000.0,20206221000000.0,23840748000000.0,7535127000000.0,112089000000.0,211440000000.0,182839000000.0,182839000000.0,,
660,SK_Hynix,Electronics,2020,Q1,12353112000000.0,46729571000000.0,59082683000000.0,6782965000000.0,6270213000000.0,13053178000000.0,40698305000000.0,46029505000000.0,6945135000000.0,721380000000.0,968180000000.0,691938000000.0,691938000000.0,3657652000000.0,
3550,LG_Corporation,etc,2020,Q1,1513303000000.0,8732876000000.0,10246179000000.0,555262000000.0,87393000000.0,642655000000.0,6290989000000.0,9603524000000.0,744959000000.0,696115000000.0,699156000000.0,674160000000.0,674160000000.0,879359000000.0,
3670,POSCO_Future_M,Electronics,2020,Q1,522621342816.0,1071297895929.0,1593919238745.0,202985086706.0,451803435229.0,654788521935.0,716609036746.0,939130716810.0,376672193749.0,15607888047.0,39536340588.0,34324728343.0,34324728343.0,30494110000.0,
5380,Hyundai_Motor,Transportation,2020,Q1,20840752000000.0,52605608000000.0,73446360000000.0,15409856000000.0,4860296000000.0,20270152000000.0,49694208000000.0,53176208000000.0,11274965000000.0,399673000000.0,705277000000.0,614159000000.0,614159000000.0,1488993000000.0,
5490,POSCO_Holdings,Metal,2020,Q1,20774351810895.0,37662025973037.0,58436377783932.0,4179100856034.0,8707336045732.0,12886436901766.0,45498431215647.0,45549940882166.0,6969856036498.0,458110742653.0,616955954655.0,453020315302.0,453020315302.0,482403125000.0,
5930,Samsung_Electronics,Electronics,2020,Q1,76640880000000.0,143931511000000.0,220572391000000.0,41130269000000.0,2013369000000.0,43143638000000.0,172188829000000.0,177428753000000.0,40087939000000.0,3032343000000.0,3087628000000.0,2305931000000.0,2305931000000.0,897514000000.0,
6400,Samsung_SDI,Electronics,2020,Q1,2963165952074.0,11434626340341.0,14397792292415.0,2230869330026.0,1538048486703.0,3768917816729.0,356712130000.0,5655576604579.0,10628874475686.0,1895212471171.0,-50241713593.0,-66087219701.0,-38224017865.0,-38224017865.0,
9150,Samsung_Electro_Mechanics,Electronics,2020,Q1,2315317076043.0,3327208587577.0,5642525663620.0,1199191756437.0,133392709107.0,1332584465544.0,388003400000.0,4309941198076.0,1443620790033.0,111455726258.0,120174148970.0,102905013993.0,102905013993.0,105169004957.0,
9540,Korea_Shipbuilding_&_Offshore_Engineering,Transportation,2020,Q1,1340440752000.0,9840087190000.0,11180527942000.0,190654182000.0,55965177000.0,246619359000.0,16600667208000.0,10933908583000.0,61534032000.0,,,,,353865580000.0,
10130,Korea_Zinc,Metal,2020,Q1,3655523764214.0,3240373848721.0,6895897612935.0,582925982595.0,88241718741.0,671167701336.0,6116279018202.0,6224729911599.0,1337647132922.0,196861840057.0,190516461190.0,137924891010.0,137924891010.0,94350000000.0,
10950,S_Oil,Chemistry,2020,Q1,5546748000000.0,10876015000000.0,16422763000000.0,6270303000000.0,4578227000000.0,10848530000000.0,3945835000000.0,5574233000000.0,5150835000000.0,-1007419000000.0,-1208449000000.0,-880012000000.0,-880012000000.0,291512000000.0,
11170,Lotte_Chemical,Chemistry,2020,Q1,4326668806479.0,10871905322147.0,15198574128626.0,1889284154577.0,1790420963713.0,3679705118290.0,171377095000.0,10139211941949.0,11518869010336.0,2576700508232.0,-35154356585.0,39333167597.0,38180581494.0,38180581494.0,
12330,Hyundai_Mobis,Transportation,2020,Q1,14814164000000.0,15571315000000.0,30385479000000.0,5771116000000.0,998902000000.0,6770018000000.0,22154617000000.0,23615461000000.0,5364579000000.0,264879000000.0,529221000000.0,396707000000.0,396707000000.0,491096000000.0,
15760,Korea_Electric_Power,Electronics,2020,Q1,8468955000000.0,101692371000000.0,110161326000000.0,16743474000000.0,42265065000000.0,59008539000000.0,4053578000000.0,33505084000000.0,51152787000000.0,14905633000000.0,-547321000000.0,-298448000000.0,-226493000000.0,-226493000000.0,
17670,SK_Telecom,Communication,2020,Q1,5033637000000.0,25465948000000.0,30499585000000.0,4733617000000.0,8656530000000.0,13390147000000.0,16408827000000.0,17109438000000.0,2922845000000.0,257876000000.0,488548000000.0,406093000000.0,406093000000.0,44639000000.0,
18260,Samsung_SDS,IT_Service,2020,Q1,3974795583090.0,2489151953048.0,6463947536138.0,965525025532.0,256422827861.0,1221947853393.0,38688900000.0,4096177093178.0,5241999682745.0,1116291328782.0,129790397302.0,157674700848.0,-55178077375.0,-55178077375.0,
18880,Hanon_Systems,Machines,2020,Q1,1155312113664.0,3307535459614.0,4462847573278.0,1045093285551.0,2047138928118.0,3092232213669.0,1119621816576.0,1370615359609.0,643792860152.0,16116209841.0,5077855942.0,4819539014.0,4819539014.0,53380000000.0,
28260,Samsung_C&T,Distribution,2020,Q1,7584953189775.0,25290252762708.0,32878905952483.0,8031871368795.0,5632050336073.0,13663921704868.0,6216658421144.0,19214984247615.0,4576999168304.0,47929724496.0,195382634463.0,163792425434.0,163792425434.0,19131748300.0,
30200,KT_Corporation,Communication,2020,Q1,6884462000000.0,20184613000000.0,27069075000000.0,6486398000000.0,7646926000000.0,14133324000000.0,12935751000000.0,4429067000000.0,299605000000.0,433814000000.0,320025000000.0,320025000000.0,1564499000000.0,10919597000000.0,
33780,KT&G,Food,2020,Q1,4453279245236.0,4825390037076.0,9278669282312.0,1756726664283.0,83410260905.0,1840136925188.0,954959485000.0,260505221532.0,7438532357124.0,661294753772.0,249877910159.0,354809279817.0,260758393674.0,260758393674.0,
34220,LG_Display,Electronics,2020,Q1,6552735000000.0,20740909000000.0,27293644000000.0,10123492000000.0,6843549000000.0,16967041000000.0,6286411000000.0,10326603000000.0,4481421000000.0,-553709000000.0,-475442000000.0,-337577000000.0,-337577000000.0,1789079000000.0,
34730,SK_Inc,etc,2020,Q1,1795759000000.0,21818830000000.0,23614589000000.0,3575914000000.0,5868322000000.0,9444236000000.0,10638404000000.0,14170353000000.0,1051969000000.0,1002694000000.0,982897000000.0,982897000000.0,1444960000000.0,15385000000.0,
35420,NAVER,IT_Service,2020,Q1,1044023184863.0,5950738333483.0,6994761518346.0,1049880194444.0,237391509130.0,1287271703574.0,6931808804293.0,5707489814772.0,917960548836.0,325456163738.0,446383227687.0,327064990926.0,327064990926.0,16481339500.0,
35720,Kakao,IT_Service,2020,Q1,1169400072074.0,5370962596627.0,6540362668701.0,1283385428330.0,240143697266.0,1523529125596.0,382753944926.0,5016833543105.0,,65445258553.0,83380687527.0,55725413873.0,55725413873.0,43528587500.0,
36570,NCSoft,IT_Service,2020,Q1,2144002428203.0,1255946402161.0,3399948830364.0,448827037298.0,353848364219.0,802675401517.0,2458758615701.0,,694135537552.0,245670940855.0,254689273490.0,195709896090.0,195709896090.0,10977011000.0,
51900,LG_Household_&_Health_Care,Chemistry,2020,Q1,1002400003028.0,3172863881880.0,4175263884908.0,853631711928.0,37141063484.0,890772775412.0,3171410547790.0,3284491109496.0,1149146607945.0,261776312555.0,269612587164.0,204492729247.0,204492729247.0,88589470000.0,
51910,LG_Chem,Chemistry,2020,Q1,9158442000000.0,19293031000000.0,28451473000000.0,5361849000000.0,6479673000000.0,11841522000000.0,14277750000000.0,16609951000000.0,5459862000000.0,143392000000.0,427073000000.0,320708000000.0,320708000000.0,391406000000.0,
66570,LG_Electronics,Electronics,2020,Q1,8482423000000.0,19687478000000.0,28169901000000.0,10505377000000.0,8281552000000.0,18786929000000.0,904169000000.0,5526363000000.0,9382972000000.0,6757348000000.0,337561000000.0,848093000000.0,656836000000.0,656836000000.0,
68270,Celltrion,Medicine_Production,2020,Q1,1811414509571.0,2117570903472.0,3928985413043.0,572696526904.0,345126170926.0,917822697830.0,134706932000.0,2221905636034.0,3011162715213.0,345694202035.0,126206476125.0,148704938266.0,113627350899.0,113627350899.0,
86280,Hyundai_Glovis,Transportation,2020,Q1,4692959697705.0,4557833655152.0,9250793352857.0,3223979364248.0,2059283871158.0,5283263235406.0,18750000000.0,3967530117451.0,3760036522635.0,151513397930.0,209077933697.0,159782282525.0,159782282525.0,3777356761114.0,
90430,Amorepacific,Chemistry,2020,Q1,1335066892094.0,3597909413667.0,4932976305761.0,365754376343.0,154693108805.0,520447485148.0,3766167194813.0,4412528820613.0,841631176721.0,102762851689.0,119956692182.0,106679820474.0,106679820474.0,34508160000.0,
96770,SK_Innovation,Chemistry,2020,Q1,2033108149000.0,15258939075000.0,17292047224000.0,689274265000.0,2502996852000.0,3192271117000.0,9327312279000.0,14099776107000.0,2179834757000.0,1618946020000.0,1603449280000.0,,,468569950000.0,
