code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),총포괄손익,자본금
270,Kia,Transportation,2020,Q3,17137962000000.0,26540997000000.0,43678959000000.0,13181445000000.0,6125391000000.0,19306836000000.0,20699382000000.0,24372123000000.0,9269666000000.0,407833000000.0,370024000000.0,278970000000.0,278970000000.0,,
660,SK_Hynix,Electronics,2020,Q3,13581565000000.0,47885009000000.0,61466574000000.0,7166724000000.0,6178915000000.0,13345639000000.0,42781239000000.0,48120935000000.0,7893103000000.0,1213523000000.0,1117197000000.0,888283000000.0,888283000000.0,3657652000000.0,
3550,LG_Corporation,etc,2020,Q3,1883553000000.0,8809368000000.0,10692921000000.0,296800000000.0,96616000000.0,393416000000.0,6975461000000.0,10299505000000.0,104010000000.0,52756000000.0,57785000000.0,43683000000.0,43683000000.0,879359000000.0,
3670,POSCO_Future_M,Electronics,2020,Q3,852068206821.0,1121987879945.0,1974056086766.0,170628590187.0,854448078777.0,1025076668964.0,726457737738.0,948979417802.0,377886722272.0,19270221326.0,14484522115.0,10691086625.0,10691086625.0,30494110000.0,
5380,Hyundai_Motor,Transportation,2020,Q3,22969659000000.0,53652949000000.0,76622608000000.0,16009664000000.0,6988242000000.0,22997906000000.0,49925195000000.0,53624702000000.0,12681923000000.0,-326496000000.0,-380040000000.0,-246203000000.0,-246203000000.0,1488993000000.0,
5490,POSCO_Holdings,Metal,2020,Q3,20873341426052.0,37452397644444.0,58325739070496.0,5646183881518.0,7310016434911.0,12956200316429.0,45521725001766.0,45369538754067.0,6577886720727.0,261862667097.0,280256303098.0,180809542496.0,180809542496.0,482403125000.0,
5930,Samsung_Electronics,Electronics,2020,Q3,80000498000000.0,148286383000000.0,228286881000000.0,44642243000000.0,2057001000000.0,46699244000000.0,176171955000000.0,181587637000000.0,47801234000000.0,7036350000000.0,6925347000000.0,5270095000000.0,5270095000000.0,897514000000.0,
6400,Samsung_SDI,Electronics,2020,Q3,3320669386140.0,11518287339334.0,14838956725474.0,2643414983475.0,1215395793029.0,3858810776504.0,356712130000.0,5883270380893.0,10980145948970.0,2459617730161.0,144883742847.0,132418877611.0,127289082707.0,127289082707.0,
9150,Samsung_Electro_Mechanics,Electronics,2020,Q3,2430009865112.0,3297192849563.0,5727202714675.0,1157665909123.0,140941684581.0,1298607593704.0,388003400000.0,4428595120971.0,1577607316090.0,87934034436.0,86837557166.0,76424096234.0,76424096234.0,209314806367.0,
9540,Korea_Shipbuilding_&_Offshore_Engineering,Transportation,2020,Q3,1418486815000.0,9757076604000.0,11175563419000.0,187160140000.0,78671319000.0,265831459000.0,16566579491000.0,10909731960000.0,40713484000.0,-11745019000.0,-26358837000.0,,,353865580000.0,
