code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),총포괄손익,자본금
270,Kia,Transportation,2020,Q4,15667690000000.0,25923863000000.0,41591553000000.0,12013478000000.0,5993933000000.0,18007411000000.0,19866886000000.0,23584142000000.0,9559564000000.0,421142000000.0,167703000000.0,116594000000.0,116594000000.0,,
660,SK_Hynix,Electronics,2020,Q4,13310241000000.0,50760764000000.0,64071005000000.0,7488366000000.0,7008335000000.0,14496701000000.0,44221664000000.0,49574304000000.0,7451248000000.0,852037000000.0,1967502000000.0,1433993000000.0,1433993000000.0,3657652000000.0,
3550,LG_Corporation,etc,2020,Q4,2546281000000.0,8024559000000.0,10570840000000.0,178795000000.0,122248000000.0,301043000000.0,6947881000000.0,10269797000000.0,71349000000.0,10324000000.0,-61706000000.0,-27283000000.0,-27283000000.0,879359000000.0,
3670,POSCO_Future_M,Electronics,2020,Q4,776817440890.0,1217304473782.0,1994121914672.0,203621771326.0,829487929464.0,1033109700790.0,738490533818.0,961012213882.0,440998489849.0,22553190538.0,9930178756.0,11204085088.0,11204085088.0,30494110000.0,
5380,Hyundai_Motor,Transportation,2020,Q4,24612104000000.0,53640185000000.0,78252289000000.0,17709438000000.0,7354342000000.0,25063780000000.0,49232719000000.0,53188509000000.0,14573004000000.0,44025000000.0,-445027000000.0,-323946000000.0,-323946000000.0,1488993000000.0,
5490,POSCO_Holdings,Metal,2020,Q4,19579953330110.0,37215015171419.0,56794968501529.0,5089110669881.0,6591153732744.0,11680264402625.0,45781777465907.0,45114704098904.0,7077354057955.0,523697948861.0,171404313872.0,325387596526.0,325387596526.0,482403125000.0,
5930,Samsung_Electronics,Electronics,2020,Q4,73798549000000.0,155865878000000.0,229664427000000.0,44412904000000.0,1934799000000.0,46347703000000.0,178284102000000.0,183316724000000.0,40517918000000.0,5802307000000.0,5755368000000.0,4516751000000.0,4516751000000.0,897514000000.0,
6400,Samsung_SDI,Electronics,2020,Q4,3423162391895.0,11861799385915.0,15284961777810.0,2858583593340.0,1208760468082.0,4067344061422.0,356712130000.0,5914709091746.0,11217617716388.0,2541996606508.0,27214058671.0,32341480555.0,27846284053.0,27846284053.0,
9150,Samsung_Electro_Mechanics,Electronics,2020,Q4,2587330149046.0,3236590525460.0,5823920674506.0,1123038972816.0,96567435229.0,1219606408045.0,388003400000.0,4604314266461.0,1284302256756.0,171637496504.0,154479426763.0,150334942235.0,150334942235.0,344067179186.0,
9540,Korea_Shipbuilding_&_Offshore_Engineering,Transportation,2020,Q4,1422140736000.0,9476642932000.0,10898783668000.0,204371746000.0,143897153000.0,348268899000.0,16154810967000.0,10550514769000.0,38741251000.0,-4145739000.0,78735059000.0,-373003928000.0,-373003928000.0,353865580000.0,
10130,Korea_Zinc,Metal,2020,Q4,3984718306504.0,3530939488442.0,7515657794946.0,768473804488.0,85143320780.0,853617125268.0,6562178283289.0,6662040669678.0,1647133233458.0,201888013261.0,201593208557.0,147246891392.0,147246891392.0,94350000000.0,
10950,S_Oil,Chemistry,2020,Q4,4982211000000.0,10689636000000.0,15671847000000.0,6552943000000.0,3442311000000.0,9995254000000.0,4021258000000.0,5676593000000.0,4268363000000.0,81554000000.0,167946000000.0,119820000000.0,119820000000.0,291512000000.0,
11170,Lotte_Chemical,Chemistry,2020,Q4,4352122841174.0,10824018001133.0,15176140842307.0,1939270471714.0,1637521698838.0,3576792170552.0,171377095000.0,10211341726242.0,11599348671755.0,2354588027933.0,100511010500.0,-50470662334.0,-60407044185.0,-60407044185.0,
12330,Hyundai_Mobis,Transportation,2020,Q4,15374153000000.0,15867280000000.0,31241433000000.0,6024842000000.0,1125340000000.0,7150182000000.0,22849369000000.0,24091251000000.0,6546955000000.0,602667000000.0,450843000000.0,262000000000.0,262000000000.0,491096000000.0,
15760,Korea_Electric_Power,Electronics,2020,Q4,9289189000000.0,103814287000000.0,113103476000000.0,19034998000000.0,40737047000000.0,59772045000000.0,4053578000000.0,35668356000000.0,53331431000000.0,14499238000000.0,1216097000000.0,1093625000000.0,806327000000.0,806327000000.0,
17670,SK_Telecom,Communication,2020,Q4,5047115000000.0,26939336000000.0,31986451000000.0,5076404000000.0,9560189000000.0,14636593000000.0,16684640000000.0,17349858000000.0,2943320000000.0,230798000000.0,21612000000.0,25670000000.0,25670000000.0,44639000000.0,
18260,Samsung_SDS,IT_Service,2020,Q4,4021621788887.0,2488539129798.0,6510160918685.0,803493018170.0,189907093949.0,993400112119.0,38688900000.0,4417947541517.0,5516760806566.0,1188774462067.0,191070653574.0,182642908443.0,120684326722.0,120684326722.0,
18880,Hanon_Systems,Machines,2020,Q4,1467877083033.0,3346877013021.0,4814754096054.0,1179179135641.0,2332595903810.0,3511775039451.0,994463824293.0,1302979056603.0,781145141450.0,85499675383.0,38173987353.0,32782819065.0,32782819065.0,53380000000.0,
28260,Samsung_C&T,Distribution,2020,Q4,7473865079298.0,36950488173145.0,44441591860769.0,7870462437645.0,8576602815763.0,16447065253408.0,6385539261348.0,27994526607361.0,4979999595984.0,84093432346.0,-97256220372.0,-59340476805.0,-59340476805.0,18851450600.0,
30200,KT_Corporation,Communication,2020,Q4,7155734000000.0,20872192000000.0,28027926000000.0,6607967000000.0,8216402000000.0,14824369000000.0,13203557000000.0,4590073000000.0,119129000000.0,-66505000000.0,16463000000.0,16463000000.0,1564499000000.0,11233714000000.0,
33780,KT&G,Food,2020,Q4,4708230783467.0,5171312859967.0,9879543643434.0,1717954707436.0,107646746067.0,1825601453503.0,954959485000.0,1060221437118.0,8053942189931.0,957225616373.0,363654743555.0,405436846320.0,298357715805.0,298357715805.0,
34220,LG_Display,Electronics,2020,Q4,6948054000000.0,19757148000000.0,26705202000000.0,10180660000000.0,6261307000000.0,16441967000000.0,6223043000000.0,10263235000000.0,6957629000000.0,269498000000.0,56876000000.0,350227000000.0,350227000000.0,1789079000000.0,
34730,SK_Inc,etc,2020,Q4,1552357000000.0,22040040000000.0,23592397000000.0,2509629000000.0,6251205000000.0,8760834000000.0,11301835000000.0,14831563000000.0,29378000000.0,32299000000.0,19595000000.0,19595000000.0,542894000000.0,15385000000.0,
35420,NAVER,IT_Service,2020,Q4,958002631668.0,7865547902079.0,8823550533747.0,1269469278464.0,291954758846.0,1561424037310.0,7803526568981.0,7262126496437.0,1158861842360.0,386368180454.0,453608434354.0,313774942151.0,313774942151.0,16481339500.0,
35720,Kakao,IT_Service,2020,Q4,1782401903517.0,5563104581267.0,7345506484784.0,1436640086599.0,594790709830.0,2031430796429.0,197780315443.0,5314075688355.0,,103104894144.0,-262294220873.0,-287322983130.0,-287322983130.0,44300999000.0,-28069085870.0
36570,NCSoft,IT_Service,2020,Q4,2302172052985.0,1670792777921.0,3972964830906.0,402711109368.0,385120841766.0,787831951134.0,2885135625012.0,,816354643462.0,170053578092.0,139407431358.0,102285977583.0,102285977583.0,10977011000.0,
51900,LG_Household_&_Health_Care,Chemistry,2020,Q4,892925749351.0,3668005592455.0,4560931341806.0,670223104611.0,97233743354.0,767456847965.0,3585018822334.0,3793474493841.0,1095932297369.0,137890892465.0,92858819210.0,41503203647.0,41503203647.0,88589470000.0,
51910,LG_Chem,Chemistry,2020,Q4,4934284000000.0,20915866000000.0,25850150000000.0,4908205000000.0,3978440000000.0,8886645000000.0,13891061000000.0,16963505000000.0,4760034000000.0,148028000000.0,-258517000000.0,-916061000000.0,-916061000000.0,391406000000.0,
66570,LG_Electronics,Electronics,2020,Q4,9669743000000.0,20030244000000.0,29699987000000.0,12101343000000.0,7676911000000.0,19778254000000.0,904169000000.0,6018118000000.0,9921733000000.0,7363795000000.0,-84748000000.0,-293019000000.0,-14267000000.0,-14267000000.0,
68270,Celltrion,Medicine_Production,2020,Q4,2294204328641.0,2486920960591.0,4781125289232.0,900571681471.0,459265660740.0,1359837342211.0,134997805000.0,2588503365521.0,3421287947021.0,452449076400.0,159728299035.0,94508261534.0,87026453572.0,87026453572.0,
86280,Hyundai_Glovis,Transportation,2020,Q4,4613953358266.0,4526478513934.0,9140431872200.0,2966502268606.0,1861205020646.0,4827707289252.0,18750000000.0,4312724582948.0,3825145547103.0,124162959158.0,178651539539.0,158130290737.0,158130290737.0,4072781411732.0,
90430,Amorepacific,Chemistry,2020,Q4,1389842161973.0,3507768993312.0,4897611155285.0,343685509858.0,135507129784.0,479192639642.0,3772263785933.0,4418418515643.0,695381895098.0,-50577694346.0,-89612277342.0,-61216227323.0,-61216227323.0,34508160000.0,
96770,SK_Innovation,Chemistry,2020,Q4,1697813665000.0,16029620869000.0,17727434534000.0,1474438747000.0,2220608725000.0,3695047472000.0,9349004444000.0,14032387062000.0,302929117000.0,-255192963000.0,-442192115000.0,1592008115000.0,1592008115000.0,468569950000.0,
