code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),총포괄손익,자본금
270,Kia,Transportation,2017,Q4,15248186000000.0,23356827000000.0,38605013000000.0,9123635000000.0,7344054000000.0,16467689000000.0,18396715000000.0,22137324000000.0,7587423000000.0,276659000000.0,253276000000.0,159426000000.0,159426000000.0,,
660,SK_Hynix,Electronics,2017,Q4,15338930000000.0,28973916000000.0,44312846000000.0,8076214000000.0,3464757000000.0,11540971000000.0,25712494000000.0,32771875000000.0,8891399000000.0,4339663000000.0,4003515000000.0,2862361000000.0,2862361000000.0,3657652000000.0,
3550,LG_Corporation,etc,2017,Q4,720313000000.0,8518580000000.0,9238893000000.0,280068000000.0,177483000000.0,457551000000.0,5454267000000.0,8781342000000.0,108700000000.0,50855000000.0,36340000000.0,19827000000.0,19827000000.0,879359000000.0,
3670,POSCO_Future_M,Electronics,2017,Q4,444307744823.0,347116562373.0,791424307196.0,146990733207.0,1228041975.0,148218775182.0,592538159522.0,643205532014.0,299269319455.0,19277743130.0,12524002834.0,9509025246.0,9509025246.0,29535000000.0,
5380,Hyundai_Motor,Transportation,2017,Q4,23299445000000.0,46775829000000.0,70075274000000.0,10360637000000.0,5783937000000.0,16144574000000.0,49591840000000.0,53930700000000.0,9818611000000.0,7689000000.0,-55839000000.0,,,1488993000000.0,
5490,POSCO_Holdings,Metal,2017,Q4,14840421236321.0,38851836273554.0,53692257509875.0,3570147955817.0,4180654620082.0,7750802575899.0,44605367889138.0,45941454933976.0,7096977924407.0,800264824016.0,714399521464.0,466962760888.0,466962760888.0,482403125000.0,
5930,Samsung_Electronics,Electronics,2017,Q4,70155189000000.0,128086171000000.0,198241360000000.0,44495084000000.0,2176501000000.0,46671585000000.0,150928724000000.0,151569775000000.0,42131383000000.0,11259483000000.0,12260740000000.0,10005971000000.0,10005971000000.0,897514000000.0,
6400,Samsung_SDI,Electronics,2017,Q4,2521244047320.0,10613693653851.0,13134937701171.0,1960548412569.0,887011216682.0,2847559629251.0,356712130000.0,4793558946939.0,10287378071920.0,1532651340388.0,92628910024.0,115039728458.0,72612694871.0,72612694871.0,
9150,Samsung_Electro_Mechanics,Electronics,2017,Q4,1368928271269.0,3574675253585.0,4943603524854.0,836355364739.0,361005190683.0,1197360555422.0,388003400000.0,3746242969432.0,1209827261964.0,-33906407922.0,-209054528858.0,-195674957076.0,-195674957076.0,-215466326805.0,
9540,Korea_Shipbuilding_&_Offshore_Engineering,Transportation,2017,Q4,8552688501000.0,11377526569000.0,19930215070000.0,7606239612000.0,1828600708000.0,9434840320000.0,15925512111000.0,10495374750000.0,2378187193000.0,-159068832000.0,-562923521000.0,-481446929000.0,-481446929000.0,283327130000.0,
