code,name,sector,year,quarter,disclosure_date,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익(손실),자본금,총포괄손익,파생상품자산,파생상품관련손익,파생상품부채,영업비용,이자수익,당기손익-공정가치측정금융자산,기타포괄손익-공정가치측정금융자산,차입부채,이자비용,상각후원가측정금융자산,금융상품관련순손익
50,경방,경기소비재,2021,Q3,2021-11-12,"55,396,697,443","1,159,766,342,774","1,215,163,040,217","166,764,291,446","285,369,059,400","452,133,350,846","775,664,012,297","763,029,689,371",64840384824.0,4529744543.0,4559073371.0,3514455509.0,"13,707,635,000",,,,,,,,,,,,
80,하이트진로,생활소비재,2021,Q3,2021-11-12,"878,906,282,366","2,333,634,274,425","3,212,540,556,791","1,379,529,430,136","717,277,942,442","2,096,807,372,578","326,387,454,528","1,115,733,184,213",498887496991.0,37043284885.0,13273829370.0,7524599004.0,"368,842,230,000",,,,,,,,,,,,
100,유한양행,헬스케어,2021,Q3,2021-11-15,"1,026,568,672,308","1,146,341,685,654","2,172,910,357,962","294,993,471,576","81,506,551,905","376,500,023,481","1,661,320,817,346","1,796,410,334,481",436445979473.0,7972752184.0,28945630083.0,24025275957.0,"71,153,899,000",,,,,,,,,,,,
120,CJ대한통운,산업재,2021,Q3,2021-11-15,"1,382,310,614,685","5,864,159,135,489","7,246,469,750,174","1,710,467,248,086","2,123,406,757,349","3,833,874,005,435","573,707,597,124","3,412,595,744,739",1975427486881.0,81879263945.0,72437269000.0,61830247121.0,"114,061,720,000",,,,,,,,,,,,
150,두산,산업재,2021,Q3,2021-11-12,"1,278,861,703,885","4,029,352,813,130","5,308,214,517,015","1,371,752,624,547","840,202,169,879","2,211,954,794,426","3,301,607,911,744","3,096,259,722,589",,24392298500.0,2887303043.0,320818977185.0,"123,738,105,000",,,,,,,,,,,,
210,대림산업,건설,2021,Q3,2021-11-15,"151,122,801,830","3,500,649,652,341","3,651,772,454,171","249,668,794,186","446,543,920,841","696,212,715,027","5,569,480,868,644","2,955,559,739,144",10130683978.0,-2494772689.0,-6281658039.0,-6162199405.0,"138,709,995,000",,,,,,,,,,,,
230,일동제약,헬스케어,2021,Q3,2021-11-15,"15,870,391,452","245,548,372,434","261,418,763,886","69,586,205,882","19,282,472,837","88,868,678,719","44,919,848,038","172,550,085,167",4785043650.0,172933051.0,-111618905.0,104091339.0,"11,540,400,000",,,,,,,,,,,,
240,한국타이어월드와이드,경기소비재,2021,Q3,2021-11-15,"608,154,474,987","2,306,565,718,147","2,914,720,193,134","172,471,107,012","62,663,735,201","235,134,842,213","931,432,275,114","2,679,585,350,921",176940047819.0,19117148949.0,22899704345.0,17071973399.0,"47,467,620,000",,,,,,,,,,,,
270,기아차,경기소비재,2021,Q3,2021-11-15,"16,190,926,000,000","26,265,911,000,000","42,456,837,000,000","10,984,437,000,000","6,795,714,000,000","17,780,151,000,000","20,911,412,000,000","24,676,686,000,000",9319638000000.0,240985000000.0,239404000000.0,190267000000.0,,,,,,,,,,,,,
480,조선내화,철강_소재,2021,Q3,2021-11-12,"172,333,232,034","758,503,958,624","930,837,190,658","251,033,409,937","95,455,917,339","346,489,327,276","459,412,141,847","584,347,863,382",110677882176.0,7098093219.0,5347395807.0,4805890625.0,"20,000,000,000",,,,,,,,,,,,
