code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),총포괄손익,자본금
270,Kia,Transportation,2016,Q1,13401181000000.0,22838358000000.0,36239539000000.0,10727140000000.0,4096026000000.0,14823166000000.0,,21416373000000.0,7806454000000.0,639335000000.0,1308067000000.0,1160849000000.0,1160849000000.0,,
660,SK_Hynix,Electronics,2016,Q1,7519419000000.0,21314419000000.0,28833838000000.0,4107935000000.0,3970529000000.0,8078464000000.0,13687619000000.0,20755374000000.0,3484735000000.0,516302000000.0,529841000000.0,428034000000.0,428034000000.0,,
3550,LG_Corporation,etc,2016,Q1,641857000000.0,7876257000000.0,8518114000000.0,388004000000.0,143861000000.0,531865000000.0,4675872000000.0,7986249000000.0,346465000000.0,304651000000.0,305806000000.0,283616000000.0,283616000000.0,,,,
3670,POSCO_Future_M,Electronics,2016,Q1,359791713266.0,291750987010.0,651542700276.0,109158461893.0,5768717286.0,114927179179.0,487306415900.0,536615521097.0,265217607046.0,10139660761.0,10302098383.0,8161137266.0,8161137266.0,,
5380,Hyundai_Motor,Transportation,2016,Q1,22614012000000.0,44836108000000.0,67450120000000.0,11172772000000.0,5615205000000.0,16787977000000.0,46534754000000.0,50662143000000.0,11542128000000.0,11542128000000.0,11542128000000.0,11542128000000.0,11542128000000.0,,
5490,POSCO_Holdings,Metal,2016,Q1,11206038028268.0,39950644711644.0,51156682739912.0,3743041726998.0,4510150132166.0,8253191859164.0,41821552160236.0,42903490880748.0,5767131973119.0,582114326646.0,561303729464.0,445910570550.0,445910570550.0,,,
5930,Samsung_Electronics,Electronics,2016,Q1,67079811000000.0,98829335000000.0,165909146000000.0,29748100000000.0,3353545000000.0,33101645000000.0,138935740000000.0,132807501000000.0,32714774000000.0,3020471000000.0,3179883000000.0,2483469000000.0,2483469000000.0,,
6400,Samsung_SDI,Electronics,2016,Q1,3793508204527.0,10169153845113.0,13962662049640.0,3006324420352.0,1219282320108.0,4225606740460.0,356712130000.0,3978045763831.0,9737055309180.0,1057776989730.0,-746514260638.0,-952933668981.0,-819544632905.0,-819544632905.0,
9150,Samsung_Electro_Mechanics,Electronics,2016,Q1,1963198570139.0,3310162709769.0,5273361279908.0,825956779624.0,463465281697.0,1289422061321.0,388003400000.0,3983939218587.0,1225417416914.0,-69397998116.0,-64172018428.0,-52752415733.0,-52752415733.0,,
9540,Korea_Shipbuilding_&_Offshore_Engineering,Transportation,2016,Q1,13306516787000.0,16626556232000.0,29933073019000.0,11483476647000.0,5677722682000.0,17161199329000.0,11776303512000.0,12771873690000.0,5554388789000.0,101316276000.0,463455583000.0,394604234000.0,394604234000.0,380000000000.0,
10130,Korea_Zinc,Metal,2016,Q1,2597964369017.0,2984861265327.0,5582825634344.0,495327767974.0,133232841224.0,628560609198.0,4802582069805.0,4954265025146.0,1165572929514.0,176108612982.0,187758038481.0,142666049537.0,142666049537.0,,
10950,S_Oil,Chemistry,2016,Q1,6245218000000.0,5165052000000.0,11410270000000.0,3540668000000.0,2200717000000.0,5741385000000.0,4022115000000.0,5668885000000.0,3428420000000.0,491804000000.0,577201000000.0,438452000000.0,438452000000.0,,
11170,Lotte_Chemical,Chemistry,2016,Q1,3610779353531.0,7227585745838.0,10838365099369.0,1627303422379.0,1543287720586.0,3170591142965.0,171377095000.0,6708524063493.0,7667773956404.0,1921570237193.0,383676353057.0,376546313006.0,282106075236.0,282106075236.0,
12330,Hyundai_Mobis,Transportation,2016,Q1,10501478000000.0,13490730000000.0,23992208000000.0,4923169000000.0,526798000000.0,5449967000000.0,17085565000000.0,18542241000000.0,4948419000000.0,471545000000.0,653419000000.0,499357000000.0,499357000000.0,,
15760,Korea_Electric_Power,Electronics,2016,Q1,12143952000000.0,93703372000000.0,105847324000000.0,21109349000000.0,32519868000000.0,53629217000000.0,3209820000000.0,34452581000000.0,52218107000000.0,15566139000000.0,288823000000.0,1197476000000.0,1046041000000.0,1046041000000.0,
17670,SK_Telecom,Communication,2016,Q1,3144430000000.0,19975524000000.0,23119954000000.0,3466938000000.0,6098182000000.0,9565120000000.0,13158431000000.0,13554834000000.0,3098261000000.0,429851000000.0,465674000000.0,382207000000.0,382207000000.0,,,
18260,Samsung_SDS,IT_Service,2016,Q1,2682913122697.0,2446192454234.0,5129105576931.0,724417081217.0,87097811017.0,811514892234.0,38688900000.0,3127547968562.0,4317590684697.0,950871519618.0,63700514095.0,117627998965.0,90571642709.0,90571642709.0,
18880,Hanon_Systems,Machines,2016,Q1,881409202183.0,1564677030774.0,2446086232957.0,550866104102.0,344545830725.0,895411934827.0,1280783985974.0,1550674298130.0,570595609339.0,40258142090.0,76773555305.0,61876100765.0,61876100765.0,,
28260,Samsung_C&T,Distribution,2016,Q1,8798759190398.0,24149753607351.0,32977048389221.0,11048235759457.0,6385516967673.0,17433752727130.0,4540589986484.0,15543295662091.0,4559672268780.0,-406055444239.0,-303654806890.0,-248474388051.0,-248474388051.0,,
30200,KT_Corporation,Communication,2016,Q1,5116508000000.0,18865408000000.0,23981916000000.0,5841433000000.0,7596966000000.0,13438399000000.0,10543517000000.0,4200856000000.0,287227000000.0,361450000000.0,278618000000.0,278618000000.0,,,,
33780,KT&G,Food,2016,Q1,4028901522606.0,3502069583781.0,7530971106387.0,1653308133379.0,135592755759.0,1788900889138.0,954959485000.0,253704011411.0,5742070217249.0,701231649723.0,327354220667.0,334004615245.0,253768803617.0,253768803617.0,
34220,LG_Display,Electronics,2016,Q1,7421917000000.0,11930428000000.0,19352345000000.0,5238323000000.0,3018616000000.0,8256939000000.0,7055214000000.0,11095406000000.0,5567470000000.0,-117251000000.0,-96483000000.0,-54104000000.0,-54104000000.0,,
34730,SK_Inc,etc,2016,Q1,1041263000000.0,17574141000000.0,18615404000000.0,1733787000000.0,5017084000000.0,6750871000000.0,7118416000000.0,11864533000000.0,644710000000.0,609559000000.0,578962000000.0,578962000000.0,1118468000000.0,,,
35420,NAVER,IT_Service,2016,Q1,1897990687929.0,1614012329027.0,3512003016956.0,767094452948.0,274013810080.0,1041108263028.0,3430502479852.0,2470894753928.0,585662496422.0,215673136962.0,221261029580.0,168941665173.0,168941665173.0,,,,
35720,Kakao,IT_Service,2016,Q1,605890831579.0,4302455420691.0,4908346252270.0,1202570987032.0,351836084384.0,1554407071416.0,275403793089.0,3353939180854.0,203027033244.0,29957805104.0,30406988461.0,23353428839.0,23353428839.0,,,
36570,NCSoft,IT_Service,2016,Q1,881194656658.0,1252735947916.0,2133930604574.0,249734642839.0,234810259362.0,484544902201.0,1337043457073.0,1649385702373.0,169355405079.0,55863467256.0,74820736204.0,58597222564.0,58597222564.0,,,
51900,LG_Household_&_Health_Care,Chemistry,2016,Q1,767107852952.0,2164873016358.0,2931980869310.0,658580327444.0,732936545307.0,1391516872751.0,1423811845744.0,1540463996559.0,943357943354.0,181900072268.0,210785576618.0,170497620579.0,170497620579.0,,
51910,LG_Chem,Chemistry,2016,Q1,7434023000000.0,9017918000000.0,16451941000000.0,3804819000000.0,211572000000.0,4016391000000.0,10913626000000.0,12435550000000.0,4203775000000.0,435607000000.0,404194000000.0,321121000000.0,321121000000.0,,
66570,LG_Electronics,Electronics,2016,Q1,9056002000000.0,17589516000000.0,26645518000000.0,10536176000000.0,7275229000000.0,17811405000000.0,904169000000.0,4942236000000.0,8834113000000.0,7172793000000.0,81238000000.0,29612000000.0,29180000000.0,29180000000.0,
68270,Celltrion,Medicine_Production,2016,Q1,916423994343.0,1582378531447.0,2498802525790.0,523917316225.0,73517289968.0,597434606193.0,116429228000.0,1063014318163.0,1901367919597.0,90920168292.0,25466006499.0,6426885584.0,7856555708.0,7856555708.0,
86280,Hyundai_Glovis,Transportation,2016,Q1,3177587356110.0,3813154608423.0,6990741964533.0,2594257471140.0,1567229806088.0,4161487277228.0,18750000000.0,2829254687305.0,3013663591347.0,134444268571.0,221428222272.0,181386902298.0,181386902298.0,,
90430,Amorepacific,Chemistry,2016,Q1,1793709991209.0,2550194109368.0,4343904100577.0,737923864118.0,154975369181.0,892899233299.0,2704928290405.0,3451004867278.0,1149906954300.0,296126746566.0,304007297314.0,232618113271.0,232618113271.0,,
96770,SK_Innovation,Chemistry,2016,Q1,1383278856000.0,13013105561000.0,14396384417000.0,592173943000.0,1207169228000.0,1799343171000.0,6412481617000.0,12597041246000.0,398238582000.0,149294519000.0,67685169000.0,56645385000.0,56645385000.0,,
