code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),총포괄손익,자본금
270,Kia,Transportation,2022,Q2,17676514000000.0,27934289000000.0,45610803000000.0,14000955000000.0,6123162000000.0,20124117000000.0,21918917000000.0,25486686000000.0,11205842000000.0,689741000000.0,732086000000.0,546310000000.0,546310000000.0,,
660,SK_Hynix,Electronics,2022,Q2,17957926000000.0,73312598000000.0,91270524000000.0,12278587000000.0,16039053000000.0,28317640000000.0,57205272000000.0,62952884000000.0,12101714000000.0,4263282000000.0,4380679000000.0,3309553000000.0,3309553000000.0,3657652000000.0,
3550,LG_Corporation,etc,2022,Q2,1527169000000.0,8295514000000.0,9822683000000.0,193069000000.0,120371000000.0,313440000000.0,7896065000000.0,9509243000000.0,121242000000.0,53843000000.0,62882000000.0,41754000000.0,41754000000.0,801613000000.0,,,
3670,POSCO_Future_M,Electronics,2022,Q2,2230401404490.0,2070972573002.0,4301373977492.0,1032301252077.0,883123703230.0,1915424955307.0,906268438565.0,2385949022185.0,718740690958.0,42009393843.0,38197898828.0,30351781424.0,30351781424.0,38731610000.0,
5380,Hyundai_Motor,Transportation,2022,Q2,24345954000000.0,56703887000000.0,81049841000000.0,21916128000000.0,6545517000000.0,28461645000000.0,49537795000000.0,52588196000000.0,16276223000000.0,583064000000.0,695500000000.0,528847000000.0,528847000000.0,1488993000000.0,
5490,POSCO_Holdings,Metal,2022,Q2,4060603659405.0,47422658774188.0,51483262433593.0,345619300214.0,4318126500164.0,4663745800378.0,47747804045007.0,46819516633215.0,,76280879367.0,215450148693.0,179077627009.0,179077627009.0,482403125000.0,,
5930,Samsung_Electronics,Electronics,2022,Q2,76194477000000.0,182776820000000.0,258971297000000.0,50310861000000.0,4745989000000.0,55056850000000.0,199712456000000.0,203914447000000.0,58641288000000.0,10158878000000.0,10260105000000.0,8191308000000.0,8191308000000.0,897514000000.0,
6400,Samsung_SDI,Electronics,2022,Q2,6114907358226.0,12381667735664.0,18496575093890.0,4574201292714.0,1684700037102.0,6258901329816.0,356712130000.0,6737207374899.0,12237673764074.0,4075323660430.0,193106370054.0,178770697533.0,155772274732.0,155772274732.0,
9150,Samsung_Electro_Mechanics,Electronics,2022,Q2,3793481513156.0,3561705995214.0,7355187508370.0,1620447500770.0,127772095865.0,1748219596635.0,388003400000.0,5606967911735.0,1996400898304.0,254545714001.0,340206153349.0,257713501829.0,257713501829.0,498462031952.0,
9540,Korea_Shipbuilding_&_Offshore_Engineering,Transportation,2022,Q2,2050674564000.0,9159580996000.0,11210255560000.0,215794971000.0,114312103000.0,330107074000.0,16468200975000.0,10880148486000.0,38861807000.0,-7107919000.0,74322399000.0,57772380000.0,57772380000.0,353865580000.0,
10130,Korea_Zinc,Metal,2022,Q2,4246527908541.0,4333718975198.0,8580246883739.0,1337855354052.0,53854454285.0,1391709808337.0,7142329917428.0,7188537075402.0,2051822474249.0,347989877908.0,331816721389.0,244998408386.0,244998408386.0,94350000000.0,
10950,S_Oil,Chemistry,2022,Q2,10234605000000.0,10213221000000.0,20447826000000.0,8528710000000.0,3378235000000.0,11906945000000.0,6878207000000.0,8540881000000.0,11313144000000.0,1721282000000.0,1397958000000.0,1013108000000.0,1013108000000.0,291512000000.0,
11170,Lotte_Chemical,Chemistry,2022,Q2,6038444924029.0,11537634452842.0,17576079376871.0,3220152758268.0,2164690664659.0,5384843422927.0,171377095000.0,10810526386928.0,12191235953944.0,4122932814921.0,-21013421083.0,-29739184835.0,-37126746941.0,-37126746941.0,
12330,Hyundai_Mobis,Transportation,2022,Q2,16344078000000.0,17039412000000.0,33383490000000.0,6797529000000.0,1590398000000.0,8387927000000.0,24143161000000.0,24995563000000.0,8315440000000.0,339802000000.0,402279000000.0,303106000000.0,303106000000.0,491096000000.0,
15760,Korea_Electric_Power,Electronics,2022,Q2,10324374000000.0,110869904000000.0,121194278000000.0,28072773000000.0,56729822000000.0,84802595000000.0,4053578000000.0,18745371000000.0,36391683000000.0,14855937000000.0,-5842698000000.0,-5953417000000.0,-4334010000000.0,-4334010000000.0,
17670,SK_Telecom,Communication,2022,Q2,5056371000000.0,20822080000000.0,25878451000000.0,6031802000000.0,9338927000000.0,15370729000000.0,14717055000000.0,10507722000000.0,3118232000000.0,380883000000.0,328386000000.0,224462000000.0,224462000000.0,30493000000.0,,
18260,Samsung_SDS,IT_Service,2022,Q2,4077664062656.0,2976541293021.0,7054205355677.0,999036768944.0,412355946396.0,1411392715340.0,38688900000.0,4597653386366.0,5642812640337.0,1312845406088.0,103898920286.0,140932441661.0,102841433800.0,102841433800.0,
