Year,Quarter,공시일,sj_div,account_nm,thstrm_dt,thstrm_amount
2021,Q1,20210514,BS,유동자산,2021.03.31 현재,"1,434,947,905,000"
2021,Q1,20210514,BS,비유동자산,2021.03.31 현재,"8,040,517,311,000"
2021,Q1,20210514,BS,자산총계,2021.03.31 현재,"9,475,465,216,000"
2021,Q1,20210514,BS,유동부채,2021.03.31 현재,"2,260,531,734,000"
2021,Q1,20210514,BS,비유동부채,2021.03.31 현재,"2,305,664,962,000"
2021,Q1,20210514,BS,부채총계,2021.03.31 현재,"4,566,196,696,000"
2021,Q1,20210514,BS,자본금,2021.03.31 현재,"81,908,095,000"
2021,Q1,20210514,BS,이익잉여금,2021.03.31 현재,"3,357,477,930,000"
2021,Q1,20210514,BS,자본총계,2021.03.31 현재,"4,909,268,520,000"
2021,Q1,20210514,IS,매출액,2021.01.01 ~ 2021.03.31,1620799245000
2021,Q1,20210514,IS,영업이익,2021.01.01 ~ 2021.03.31,84904342000
2021,Q1,20210514,IS,법인세차감전 순이익,2021.01.01 ~ 2021.03.31,72021084000
2021,Q1,20210514,IS,당기순이익,2021.01.01 ~ 2021.03.31,65243543000
2021,Q1,20210514,IS,당기순이익(손실),2021.01.01 ~ 2021.03.31,65243543000
2021,Q2,20210817,BS,유동자산,2021.06.30 현재,"1,731,483,560,000"
2021,Q2,20210817,BS,비유동자산,2021.06.30 현재,"8,014,252,306,000"
2021,Q2,20210817,BS,자산총계,2021.06.30 현재,"9,745,735,866,000"
2021,Q2,20210817,BS,유동부채,2021.06.30 현재,"2,475,926,487,000"
2021,Q2,20210817,BS,비유동부채,2021.06.30 현재,"2,315,154,889,000"
2021,Q2,20210817,BS,부채총계,2021.06.30 현재,"4,791,081,376,000"
2021,Q2,20210817,BS,자본금,2021.06.30 현재,"81,908,095,000"
2021,Q2,20210817,BS,이익잉여금,2021.06.30 현재,"3,399,427,812,000"
2021,Q2,20210817,BS,자본총계,2021.06.30 현재,"4,954,654,490,000"
2021,Q2,20210817,IS,매출액,2021.01.01 ~ 2021.06.30,1603837008000
2021,Q2,20210817,IS,영업이익,2021.01.01 ~ 2021.06.30,107553756000
2021,Q2,20210817,IS,법인세차감전 순이익,2021.01.01 ~ 2021.06.30,68370981000
2021,Q2,20210817,IS,당기순이익,2021.01.01 ~ 2021.06.30,41949882000
2021,Q2,20210817,IS,당기순이익(손실),2021.01.01 ~ 2021.06.30,41949882000
2021,Q3,20211115,BS,유동자산,2021.09.30 현재,"1,659,427,880,000"
2021,Q3,20211115,BS,비유동자산,2021.09.30 현재,"8,544,380,740,000"
2021,Q3,20211115,BS,자산총계,2021.09.30 현재,"10,203,808,620,000"
2021,Q3,20211115,BS,유동부채,2021.09.30 현재,"2,578,093,312,000"
2021,Q3,20211115,BS,비유동부채,2021.09.30 현재,"2,542,761,740,000"
2021,Q3,20211115,BS,부채총계,2021.09.30 현재,"5,120,855,052,000"
2021,Q3,20211115,BS,자본금,2021.09.30 현재,"81,908,095,000"
2021,Q3,20211115,BS,이익잉여금,2021.09.30 현재,"3,530,793,010,000"
2021,Q3,20211115,BS,자본총계,2021.09.30 현재,"5,082,953,568,000"
2021,Q3,20211115,IS,매출액,2021.01.01 ~ 2021.09.30,1873386805000
2021,Q3,20211115,IS,영업이익,2021.01.01 ~ 2021.09.30,135920476000
2021,Q3,20211115,IS,법인세차감전 순이익,2021.01.01 ~ 2021.09.30,169982843000
2021,Q3,20211115,IS,당기순이익,2021.01.01 ~ 2021.09.30,131365199000
2021,Q3,20211115,IS,당기순이익(손실),2021.01.01 ~ 2021.09.30,131365199000
2021,Q4,20220321,BS,유동자산,2021.12.31 현재,"1,529,589,403,000"
2021,Q4,20220321,BS,비유동자산,2021.12.31 현재,"9,082,233,082,000"
2021,Q4,20220321,BS,자산총계,2021.12.31 현재,"10,611,822,485,000"
2021,Q4,20220321,BS,유동부채,2021.12.31 현재,"2,925,764,921,000"
2021,Q4,20220321,BS,비유동부채,2021.12.31 현재,"2,552,545,139,000"
2021,Q4,20220321,BS,부채총계,2021.12.31 현재,"5,478,310,060,000"
2021,Q4,20220321,BS,자본금,2021.12.31 현재,"81,908,095,000"
2021,Q4,20220321,BS,이익잉여금,2021.12.31 현재,"3,582,707,222,000"
2021,Q4,20220321,BS,자본총계,2021.12.31 현재,"5,133,512,425,000"
2021,Q4,20220321,IS,매출액,2021.01.01 ~ 2021.12.31,1698044269000
2021,Q4,20220321,IS,영업이익,2021.01.01 ~ 2021.12.31,-22987754000
2021,Q4,20220321,IS,법인세차감전 순이익,2021.01.01 ~ 2021.12.31,54069296000
2021,Q4,20220321,IS,당기순이익,2021.01.01 ~ 2021.12.31,65479814000
2021,Q4,20220321,IS,당기순이익(손실),2021.01.01 ~ 2021.12.31,65479814000
