code,name,sector,year,quarter,disclosure_date,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,파생상품자산,파생상품관련손익,파생상품부채,영업비용,이자수익,당기손익-공정가치측정금융자산,기타포괄손익-공정가치측정금융자산,차입부채,이자비용,상각후원가측정금융자산,금융상품관련순손익
120,CJ대한통운,산업재,2021,Q2,2021-08-17,"1,171,489,704,699","6,096,951,968,869","7,268,441,673,568","1,633,568,721,474","2,256,412,866,769","3,889,981,588,243","516,385,682,503","3,378,460,085,325",1878823587218.0,65247473245.0,25957207101.0,12765709985.0,12765709985.0,"114,061,720,000",,,,,,,,,,,,
150,두산,산업재,2021,Q2,2021-08-13,"1,358,680,478,545","4,022,302,270,629","5,380,982,749,174","1,789,789,297,491","814,789,012,402","2,604,578,309,893","2,970,255,337,426","2,776,404,439,281",,36117082971.0,79685039382.0,63737591597.0,63737591597.0,"123,738,105,000",,,,,,,,,,,,
1120,LG상사,산업재,2021,Q2,2021-08-17,"957,916,789,679","2,005,422,034,057","2,963,338,823,736","931,270,811,852","507,956,295,846","1,439,227,107,698","1,341,287,322,283","1,524,111,716,038",1086486496021.0,-3935747683.0,84450173997.0,75787654330.0,75787654330.0,"193,800,000,000",,,,,,,,,,,,
3490,대한항공,산업재,2021,Q2,2021-08-13,"5,272,814,087,207","20,562,754,185,501","25,835,568,272,708","7,147,940,238,800","12,115,502,238,095","19,263,442,476,895","-140,517,775,557","6,572,125,795,813",1950760399441.0,196912613208.0,175822737853.0,129963765146.0,129963765146.0,"1,744,658,095,000",,,,,,,,,,,,
3570,S&T중공업,산업재,2021,Q2,2021-08-10,"440,106,187,733","444,119,831,583","884,226,019,316","128,588,320,366","107,580,752,648","236,169,073,014","624,203,175,888","648,056,946,302",67439245531.0,5771249212.0,6621606980.0,4313947659.0,4313947659.0,"85,631,742,500",,,,,,,,,,,,
6260,LS,산업재,2021,Q2,2021-08-17,"369,908,000,000","3,539,635,000,000","3,909,543,000,000","194,588,000,000","293,325,000,000","487,913,000,000","3,167,911,000,000","3,421,630,000,000",,101025000000.0,98822000000.0,99874000000.0,99874000000.0,"161,000,000,000",,,,,,,,,,,,
10120,LS산전,산업재,2021,Q2,2021-08-17,"1,431,180,286,794","1,082,362,027,308","2,513,542,314,102","625,054,207,801","526,285,349,549","1,151,339,557,350","1,244,782,750,771","1,362,202,756,752",458049021539.0,37635072174.0,34449209830.0,29485359741.0,29485359741.0,"150,000,000,000",,,,,,,,,,,,
11200,현대상선,산업재,2021,Q2,2021-08-13,"3,947,206,000,000","8,198,395,000,000","12,145,601,000,000","1,994,586,000,000","5,106,528,000,000","7,101,114,000,000","-4,327,535,000,000","5,044,487,000,000",2876231000000.0,1378913000000.0,198927000000.0,198913000000.0,198913000000.0,"2,026,962,000,000",,,,,,,,,,,,
25540,한국단자,산업재,2021,Q2,2021-08-13,"427,708,783,893","532,333,137,268","960,041,921,161","183,332,627,785","47,327,427,962","230,660,055,747","682,272,224,022","729,381,865,414",223592384264.0,11061786362.0,11332497461.0,9308985826.0,9308985826.0,"5,207,500,000",,,,,,,,,,,,
47050,대우인터내셔널,산업재,2021,Q2,2021-08-13,"5,802,427,970,000","3,193,702,179,000","8,996,130,149,000","4,321,506,524,000","1,585,428,884,000","5,906,935,408,000","1,935,203,404,000","3,089,194,741,000",7747259253000.0,108776397000.0,103095332000.0,76785391000.0,76785391000.0,"616,875,745,000",,,,,,,,,,,,
47810,한국항공우주,산업재,2021,Q2,2021-08-17,"3,771,194,983,764","2,051,195,150,325","5,822,390,134,089","2,756,863,303,336","1,770,181,465,001","4,527,044,768,337","679,654,704,506","1,295,345,365,752",704612076690.0,60825671056.0,59239416972.0,55113924235.0,55113924235.0,"487,375,535,000",,,,,,,,,,,,
51600,한전KPS,산업재,2021,Q2,2021-08-17,"791,100,679,798","590,195,876,602","1,381,296,556,400","249,202,384,958","54,820,048,149","304,022,433,107","1,068,654,602,679","1,077,274,123,293",367661188248.0,36465571264.0,41468200195.0,32003674033.0,32003674033.0,"9,000,000,000",,,,,,,,,,,,
86280,현대글로비스,산업재,2021,Q2,2021-08-17,"4,840,431,925,929","4,768,570,425,254","9,609,002,351,183","3,154,066,654,299","1,951,674,760,657","5,105,741,414,956","4,238,493,158,934","4,503,260,936,227",4392713893643.0,214312233687.0,213937821775.0,181186193805.0,181186193805.0,"18,750,000,000",,,,,,,,,,,,
