,name,year,quarter,sector,Relative Return,국제유가 변화율,이익잉여금 변화율,부채총계 변화율,비유동자산 변화율,법인세차감전 순이익 변화율,소비자물가지수 변화율,Label,Code
15,하이트진로,2021,Q1,생활소비재,-0.0915683198064994,0.3732219462632649,-0.009466151554164859,0.2997927692958371,0.0004980129276397349,-2.553475684458523,2.0127382750040668,-0.0652852377051257,000080
15,CJ,2021,Q1,생활소비재,0.1407733576447262,0.3732219462632649,-0.007214015153665154,0.12735480735355797,-0.003895211083354999,-194.70825058922964,2.0127382750040668,-0.07447352766795284,001040
15,대상,2021,Q1,생활소비재,0.1534845986607466,0.3732219462632649,0.011178549808208649,0.09350057139809098,0.006707230929147157,-6.134477566032436,2.0127382750040668,-0.11411406532792048,001680
15,오리온,2021,Q1,생활소비재,0.25740770673074453,0.3732219462632649,-0.17144698001206238,0.805820999436101,0.005407977172865008,6.728258960319417,2.0127382750040668,-0.09462936248817799,001800
15,아모레G,2021,Q1,생활소비재,0.14850054123881173,0.3732219462632649,0.015300913132181071,0.5277710292794275,0.0040864641186941775,-2.0494824905731113,2.0127382750040668,-0.22996209341337234,002790
15,남양유업,2021,Q1,생활소비재,0.2787376859820905,0.3732219462632649,-0.010311117061419073,0.0038027729776095587,-0.022214058111613255,-0.5041326798591408,2.0127382750040668,0.4433450524038771,003920
15,농심,2021,Q1,생활소비재,0.04202356915146966,0.3732219462632649,-0.0026145880376763353,0.05875225116072502,0.004364826228337115,0.18157253847422838,2.0127382750040668,0.028906397256513852,004370
15,빙그레,2021,Q1,생활소비재,0.0852569702354805,0.3732219462632649,-0.8387682230337139,0.2827251484309179,0.00032687344172765975,-1.728924676514759,2.0127382750040668,-0.06599426499514177,005180
15,롯데칠성,2021,Q1,생활소비재,0.3561363058598155,0.3732219462632649,-0.0063988115154335334,0.0064016018119590345,-0.02569018864437156,-1.302714202796285,2.0127382750040668,-0.18715781924066865,005300
15,현대그린푸드,2021,Q1,생활소비재,0.08351538919139982,0.3732219462632649,0.05113421693232012,0.050047378314262314,0.154162455203678,-11.304948025460819,2.0127382750040668,-0.12842909434209152,005440
15,삼립식품,2021,Q1,생활소비재,0.19157856270184248,0.3732219462632649,0.0035235836746017046,-0.021389765831355434,-0.010197106758911612,-0.47849646325520045,2.0127382750040668,-0.06326699226786905,005610
15,크라운제과,2021,Q1,생활소비재,0.2574689736607466,0.3732219462632649,0.014968991811266985,0.02653538722773252,0.0001585255520830664,-0.8038992823528032,2.0127382750040668,-0.18911926499514178,005740
15,GS리테일,2021,Q1,생활소비재,-0.06717929410424042,0.3732219462632649,-0.013461792152022367,0.01221864027318098,-0.010997226512627689,3.003629562392156,2.0127382750040668,-0.06977061861833983,007070
15,오뚜기,2021,Q1,생활소비재,-0.07908392736314421,0.3732219462632649,0.004934930675029925,0.340266976532027,0.002870955682753973,0.6377443185779574,2.0127382750040668,-0.029869950552728612,007310
