,name,year,quarter,sector,Relative Return,국제유가 변화율,이익잉여금 변화율,부채총계 변화율,비유동자산 변화율,법인세차감전 순이익 변화율,소비자물가지수 변화율,Label,Code
6,하이트진로,2023,Q2,생활소비재,-0.15510437639735503,-0.03519218134034163,-0.02626055787165582,-0.05112593418988398,0.005814312174138969,-1.2904599788180706,-0.3075171004307199,0.06525524190560864,000080
6,CJ,2023,Q2,생활소비재,-0.17919900942632128,-0.03519218134034163,0.005832896904294893,-0.20959955712256473,-0.0001804902428939048,-0.8623895956315449,-0.3075171004307199,0.23725698679259047,001040
6,대상,2023,Q2,생활소비재,-0.11603061908663619,-0.03519218134034163,0.03261988164759111,-0.004032830072731586,0.009756741601712582,1.0699460800075404,-0.3075171004307199,0.20231955530211015,001680
6,오리온,2023,Q2,생활소비재,-0.10112309208470176,-0.03519218134034163,-0.03585836004098364,-0.0071564875524158245,0.004950204766872357,-0.9634138518845846,-0.3075171004307199,0.09904749246854505,001800
6,아모레G,2023,Q2,생활소비재,-0.0006872790240209092,-0.03519218134034163,0.0004715397525256737,-0.5275062521837133,-0.04071284878663106,-0.972369425231777,-0.3075171004307199,-0.0855900374796735,002790
6,남양유업,2023,Q2,생활소비재,-0.14653587963211323,-0.03519218134034163,-0.008140505369485407,0.011600009230525288,-0.03275603919347714,-0.5533604077212383,-0.3075171004307199,0.08233999261266219,003920
6,농심,2023,Q2,생활소비재,0.02837237111550478,-0.03519218134034163,0.014291257321718653,0.013718580956208148,-0.005658927937548741,-0.238010498057733,-0.3075171004307199,0.24311145778868068,004370
6,빙그레,2023,Q2,생활소비재,0.0038271566715171526,-0.03519218134034163,2.418457892941483,0.0568729919841664,-0.007365118119692204,1.731485153790946,-0.3075171004307199,0.24468215121572648,005180
6,롯데칠성,2023,Q2,생활소비재,-0.12258151255371992,-0.03519218134034163,0.009332275092547748,-0.08677373898677787,-0.00937143038454824,-0.2274214199965996,-0.3075171004307199,0.19770512006767577,005300
6,현대그린푸드,2023,Q2,생활소비재,-0.1294554152404964,-0.03519218134034163,-0.001064364442186827,-0.09972627395871314,0.0026056961223366315,-1.168840773664666,-0.3075171004307199,0.036903402736017006,005440
6,삼립식품,2023,Q2,생활소비재,-0.15021653276331445,-0.03519218134034163,0.0387372767239087,-0.08041345793472732,-0.002071244947012496,0.7256406831719555,-0.3075171004307199,0.0066272894141746405,005610
6,크라운제과,2023,Q2,생활소비재,-0.12217600288614477,-0.03519218134034163,-0.0029528696175397107,-0.08131820984859539,-0.0004719317787847954,-1.190867012742252,-0.3075171004307199,0.002583117244771331,005740
6,GS리테일,2023,Q2,생활소비재,-0.10015120560834488,-0.03519218134034163,0.01584030224582955,0.02535090260933459,0.004707694482212199,0.002190694192010234,-0.3075171004307199,0.06785490497220799,007070
6,오뚜기,2023,Q2,생활소비재,-0.21360309296137564,-0.03519218134034163,0.018369428902298646,-0.0409359726596259,-0.0019741643912063456,-0.23230739671689393,-0.3075171004307199,0.06850714615412441,007310
6,한국전력,2023,Q2,생활소비재,-0.08901985447336633,-0.03519218134034163,1.8405328934180303,0.01704132465185837,0.010536509313651354,-0.7730571981055405,-0.3075171004307199,-0.014868313616894745,015760
6,KT&G,2023,Q2,생활소비재,-0.045784684525965166,-0.03519218134034163,0.7395289595988181,-0.20779507149569187,0.002000206839843699,-0.22463707389131293,-0.3075171004307199,0.11667024549377489,033780
6,무학,2023,Q2,생활소비재,-0.04775486317670235,-0.03519218134034163,0.020346440727549098,0.08339758289398835,-0.20176644757169548,-0.74073411604112,-0.3075171004307199,0.018691673343267066,033920
6,한국가스공사,2023,Q2,생활소비재,-0.08128187759639563,-0.03519218134034163,-0.027762243815071086,-0.10756201160002998,0.014139376520576397,-4.634358340801915,-0.3075171004307199,-0.039048603936852,036460
6,팜스코,2023,Q2,생활소비재,0.018395632763530914,-0.03519218134034163,0.06943971443289265,0.02789619709595592,0.0011917283511073684,-59.961500908194644,-0.3075171004307199,-0.188075508663744,036580
6,동원F&B,2023,Q2,생활소비재,-0.1676826942253406,-0.03519218134034163,0.18208505626675064,0.05304871795298949,-0.003686687120267096,-0.7975138926497863,-0.3075171004307199,0.18256459923126583,049770
6,LG생활건강,2023,Q2,생활소비재,-0.17802730342237955,-0.03519218134034163,0.01287727922708548,-0.08397813952642341,-0.0007975970448692582,-0.8077049053200379,-0.3075171004307199,-0.3125996810207337,051900
