,name,year,quarter,sector,Relative Return,국제유가 변화율,이익잉여금 변화율,부채총계 변화율,비유동자산 변화율,법인세차감전 순이익 변화율,소비자물가지수 변화율,Label,Code
32,하이트진로,2016,Q4,생활소비재,-0.17068264442794995,0.07425742574257432,0.010075903493099059,0.0059240144008561035,-0.04539864215488432,0.9611704957392866,0.9720054193181309,0.008827454099233585,000080
32,CJ,2016,Q4,생활소비재,-0.06228555020128465,0.07425742574257432,0.002232409014018666,-0.5115601538842177,-0.0029915826804676193,-0.43119664947067027,0.9720054193181309,0.08616570802638535,001040
32,대상,2016,Q4,생활소비재,-0.27888938087563453,0.07425742574257432,0.04423961762743356,0.0875491700333304,0.05000286677985821,-0.7888677996176321,0.9720054193181309,-0.0014950147294593014,001680
32,오리온,2016,Q4,생활소비재,-0.17317446296599925,0.07425742574257432,0.06025186098059532,-0.0844492334837108,-0.010088811730867397,3.8626683184868407,0.9720054193181309,0.027978559900321075,001800
32,아모레G,2016,Q4,생활소비재,-0.3155265935223543,0.07425742574257432,-0.004150124558117141,-0.011646533927661795,-0.0009515157808068775,3.4284174713957594,0.9720054193181309,0.17803149956341605,002790
32,남양유업,2016,Q4,생활소비재,0.1127092949915663,0.07425742574257432,0.016849454203505587,0.07246816804818668,-0.03123044619619475,0.15222161464731476,0.9720054193181309,0.0280128958658215,003920
32,농심,2016,Q4,생활소비재,-0.12867600189882653,0.07425742574257432,0.00679003193964367,0.04403045515508164,0.011920345819755651,-0.016769215562181472,0.9720054193181309,0.053451118845538895,004370
32,빙그레,2016,Q4,생활소비재,-0.039775037143353675,0.07425742574257432,-0.04987560642954347,-0.22830464897410152,-0.011338339105857798,-1.1991045606347348,0.9720054193181309,0.010195139951130222,005180
32,롯데칠성,2016,Q4,생활소비재,-0.208945235739463,0.07425742574257432,-0.039892473532344486,0.03625398232987065,0.0074899873225373614,-2.6399004263599064,0.9720054193181309,0.18490208706588046,005300
32,현대그린푸드,2016,Q4,생활소비재,-0.18310686026381745,0.07425742574257432,0.012035061835610428,-0.21155892163717516,-0.016114039097194555,-0.1907160151953844,0.9720054193181309,-0.018718508791556884,005440
32,삼립식품,2016,Q4,생활소비재,0.15027343740866905,0.07425742574257432,0.056744395390283975,0.09354667350754031,0.03423376449459181,1.7693226932484998,0.9720054193181309,-0.05828595940424144,005610
32,크라운제과,2016,Q4,생활소비재,0.03330212457718697,0.07425742574257432,0.007126814913351653,0.045664932978127126,0.004904479453922583,0.6860034507231962,0.9720054193181309,0.0,005740
32,GS리테일,2016,Q4,생활소비재,-0.04133650312588509,0.07425742574257432,0.08831144461036189,-0.21833429191693587,0.016861409222990842,1.2399464827970563,0.9720054193181309,0.012463982432955698,007070
