,Feature,Importance
0,M_국제유가 변화율,0.18686695575173684
1,F_이익잉여금 변화율,0.17486895985061218
2,F_부채총계 변화율,0.16484677213482485
3,F_비유동자산 변화율,0.1645228622371498
4,F_법인세차감전 순이익 변화율,0.15901133954867752
5,M_소비자물가지수 변화율,0.14988311047699887
