,name,year,quarter,sector,Relative Return,국제유가 변화율,이익잉여금 변화율,부채총계 변화율,비유동자산 변화율,법인세차감전 순이익 변화율,소비자물가지수 변화율,Label,Code
24,하이트진로,2018,Q4,생활소비재,0.15274857846813358,-0.09983604378074207,-0.08282817200515613,0.13199378764145964,0.021948372902118374,-0.319764899298566,0.1528942253920036,0.13211775161023842,000080
24,CJ,2018,Q4,생활소비재,0.04888600235897958,-0.09983604378074207,0.0028189272266914145,0.05446581688529828,0.014525718565627788,1.4269870691136215,0.1528942253920036,-0.1025298796100788,001040
24,대상,2018,Q4,생활소비재,0.17822628547450303,-0.09983604378074207,-0.007127677885910733,-0.06492160319053486,-0.010008215223868189,-1.086188212615741,0.1528942253920036,-0.1110409216559617,001680
24,오리온,2018,Q4,생활소비재,0.1597081438005444,-0.09983604378074207,0.2031017832477573,0.11834578395897921,-0.0034949823676022618,2.862582811325437,0.1528942253920036,0.05690690037991064,001800
24,아모레G,2018,Q4,생활소비재,0.17858040024170735,-0.09983604378074207,0.00014975188344323875,-0.015242364807334652,-0.001515593881055377,2.970026377305723,0.1528942253920036,0.01831549592935707,002790
24,남양유업,2018,Q4,생활소비재,0.009899846319882544,-0.09983604378074207,-0.001241452476746674,-0.03911594088806891,0.004935241531481616,5.972336254669945,0.1528942253920036,0.025595438990866713,003920
24,농심,2018,Q4,생활소비재,0.294723943438938,-0.09983604378074207,0.008735818530305695,0.0037915947836562047,0.018820579120811365,0.3511670866927774,0.1528942253920036,-0.0937125065069914,004370
24,빙그레,2018,Q4,생활소비재,-0.08361623245774458,-0.09983604378074207,-0.2424951035717664,-0.3063632081485622,-0.010012550432065281,-1.3813158116672337,0.1528942253920036,0.05314771236452197,005180
24,롯데칠성,2018,Q4,생활소비재,0.3688960782856217,-0.09983604378074207,-0.03864282018551135,-0.07412602685799674,-0.03342546906544441,-4.444288438049233,0.1528942253920036,-0.08649932546618737,005300
24,현대그린푸드,2018,Q4,생활소비재,0.1812216463379505,-0.09983604378074207,0.030470070683007888,-0.1593935532213352,-0.03375627161153627,0.9039483313472896,0.1528942253920036,-0.04503444151343003,005440
24,삼립식품,2018,Q4,생활소비재,0.0964518735180358,-0.09983604378074207,0.04977029255339893,-0.0154252932936495,0.04667801175936903,1.7006222264719844,0.1528942253920036,-0.11254376588181063,005610
