Variable,VIF
const,1.2111071743908925
F_유동자산 변화율,2.97710400699106
F_비유동자산 변화율,2.1657796951915493
F_자산총계 변화율,5.244913547990615
F_유동부채 변화율,3.439572006242728
F_비유동부채 변화율,1.7459889381374627
F_부채총계 변화율,4.982151782561411
F_이익잉여금 변화율,1.080890080914625
F_자본총계 변화율,1.1763451477652467
F_매출액 변화율,1.2521306026439625
F_영업이익 변화율,1.0559456040105633
F_법인세차감전 순이익 변화율,554.7106659770816
F_당기순이익 변화율,inf
F_당기순이익(손실) 변화율,inf
M_소비자물가지수 변화율,1.4565658488604047
M_환율 변화율,31.404145418383365
M_GDP 변화율,83.88395006765309
M_금리 변화율,3.069769485626971
M_수출액 변화율,16.772033198233025
M_실업률 변화율,5.259682675545567
M_국제유가 변화율,4.573986838090624
M_주택가격 변화율,64.3424236645017
Relative Return,1.0912649210790104
