,name,year,quarter,sector,Relative Return,국제유가 변화율,이익잉여금 변화율,자산총계 변화율,영업이익 변화율,자본총계 변화율,비유동부채 변화율,Label,Code
2,현대중공업,2024,Q2,중공업,0.47399972928725354,0.01979840167061564,0.006765231313940134,0.009373839458230337,-5.504277458036454,0.009400955029616576,-0.041431927696905846,0.05632699984763589,009540
2,삼성중공업,2024,Q2,중공업,0.10666313721558776,0.01979840167061564,-0.025811324371774358,0.02244789851233886,3.4127752103314313,0.06280803840761529,0.024100576100451798,0.15207878626156152,010140
2,현대미포조선,2024,Q2,중공업,0.4355049531430463,0.01979840167061564,0.01744456509775194,0.00073767110955969,-1.713393770032857,0.012231135521482361,0.07792508670186793,0.09890692446022838,010620
2,한화테크윈,2024,Q2,중공업,0.42999020173573543,0.01979840167061564,0.061221122366269976,0.09917507474226306,124.66097586324345,0.046791071275524176,0.02616133653909114,0.37474988351701755,012450
2,SK텔레콤,2024,Q2,커뮤니케이션서비스,0.08785202885842457,0.01979840167061564,0.004013371679929545,-0.03685696279192707,0.032051179235015326,0.0017920098067087942,-0.08012022195673063,0.1480776425971261,017670
2,현대엘리베이,2024,Q2,중공업,0.06220879736300331,0.01979840167061564,0.09705861081592415,-0.03717166337167732,0.22091255096421136,0.03838079129395333,-0.11589146882635581,0.2528290623784065,017800
2,제일기획,2024,Q2,커뮤니케이션서비스,-0.05285491260701005,0.01979840167061564,0.0424512655515219,-0.0632299250303392,3.355280056921444,0.05415895897610734,0.2246163064497455,0.14019050476377237,030000
2,KT,2024,Q2,커뮤니케이션서비스,0.09554830945591036,0.01979840167061564,0.0011010839094862668,0.004285604275378496,-0.08866783654542088,0.01993037346673976,-0.0007966516197925877,0.222114110545662,030200
2,LG유플러스,2024,Q2,커뮤니케이션서비스,0.00896016004143508,0.01979840167061564,0.0313839781737375,0.026239672585944396,0.14125067824199666,0.019034577864533997,0.06037974693308912,0.15455574478690715,032640
2,두산중공업,2024,Q2,중공업,0.06835882263387019,0.01979840167061564,0.6368353053418792,-0.007384869982989595,0.8716872964466689,0.020015771723288278,-0.01123235047391502,0.20670740391865988,034020
2,SBS,2024,Q2,커뮤니케이션서비스,-0.2500714753333872,0.01979840167061564,0.008678222187901818,-0.06668163172026131,-1.366441565506674,0.006773905514708467,0.01786973857289098,0.013590057813970768,034120
2,NAVER,2024,Q2,커뮤니케이션서비스,-0.10666826333042465,0.01979840167061564,0.025878529335799927,0.003720642447593514,0.22318484787405013,0.01943032924567656,0.007463190310809553,0.27535199399224725,035420
2,엔씨소프트,2024,Q2,커뮤니케이션서비스,-0.09225738547868659,0.01979840167061564,0.011710499486744297,-0.030053216528622806,-0.4653633866693194,-0.020256752743651463,-0.011758724626521722,0.21888764133863128,036570
2,대우조선해양,2024,Q2,중공업,0.03332703308516264,0.01979840167061564,0.15077608273236542,0.09783687458093948,-1.5758037287767053,-0.011712034424319562,0.02859071878738839,0.2569319148554025,042660
2,두산인프라코어,2024,Q2,중공업,-0.09410343025277107,0.01979840167061564,0.035048841467313574,-0.0005163532170435747,-0.14608301059848805,0.0037275646243526417,-0.21164502879872915,0.11017816569474759,042670
2,현대로템,2024,Q2,중공업,0.42347536927754004,0.01979840167061564,0.3178005189722195,-0.03198162320036002,1.6243779088734809,0.06441169664417634,-0.40118832792258463,0.29508604781721015,064350
2,두산엔진,2024,Q2,중공업,0.013749766013346529,0.01979840167061564,-0.10490481683922936,-0.023900087976921558,-0.04139589983213543,0.03913118259721382,0.11357656724918486,0.269727500512098,082740
2,한진중공업,2024,Q2,중공업,-0.02599371327836455,0.01979840167061564,0.02742794961419248,-0.030770797271153616,-4.202599695097488,-0.11703872962986939,0.0036335280836106154,0.043549697889725306,097230
