,name,year,quarter,sector,Relative Return,국제유가 변화율,이익잉여금 변화율,자산총계 변화율,영업이익 변화율,자본총계 변화율,비유동부채 변화율,Label,Code
34,현대중공업,2016,Q2,중공업,0.30707160652611776,0.3509743792660007,0.008274508032228178,0.015165902635918771,0.08916783518573057,0.09743375813169353,0.023536964815781714,0.05501709048547251,009540
34,삼성중공업,2016,Q2,중공업,-0.05073426959654201,0.3509743792660007,-0.037792203342606356,-0.03458876314646231,-14.530306840195317,-0.031792631301902685,-0.021981706857538086,0.12193879833170787,010140
34,현대미포조선,2016,Q2,중공업,0.12352861010544332,0.3509743792660007,0.07705193894539986,0.037915197138275625,0.09134459667514583,0.14159877662706144,-0.23009562783202897,-0.20250429185804758,010620
34,한화테크윈,2016,Q2,중공업,0.22504868852247512,0.3509743792660007,0.028050393446336974,0.0966112810391504,0.2650262244635577,0.03164113197955176,0.8039090083277418,-0.1312677818950058,012450
34,SK텔레콤,2016,Q2,커뮤니케이션서비스,0.003591069211464598,0.3509743792660007,0.02078781277190256,0.002676648924128555,0.1124901419329023,0.018294949240986735,-0.01474734601230332,-0.01600971733972347,017670
34,현대엘리베이,2016,Q2,중공업,0.016276732456174878,0.3509743792660007,0.6615879993186664,0.05284362273160825,0.1434592183862673,0.047230725206144575,-0.07162042808329083,-0.009155151601217167,017800
34,제일기획,2016,Q2,커뮤니케이션서비스,-0.01956933386482041,0.3509743792660007,0.03404434101615217,0.028691044821660627,3.261049199451511,0.04086918170111686,0.21583511553798207,-0.06592390631357364,030000
34,KT,2016,Q2,커뮤니케이션서비스,-0.033891037448811286,0.3509743792660007,-0.000306348654225963,-0.01630983112441886,0.12086955613504302,0.018923002637544872,-0.10565691619522843,-0.012806725329420184,030200
34,LG유플러스,2016,Q2,커뮤니케이션서비스,-0.018441639005782266,0.3509743792660007,0.12362288511995922,0.008676782712163877,0.04438347970621903,0.029426334199400106,-0.05995219132206975,-0.01851175963672108,032640
34,두산중공업,2016,Q2,중공업,0.1378535400344948,0.3509743792660007,0.00515292108366916,0.005454071353111489,-0.20452629838860736,0.036384417480324505,0.07477047481093613,0.010496060985617686,034020
34,SBS,2016,Q2,커뮤니케이션서비스,-0.16733052789467118,0.3509743792660007,-0.016727131727785616,0.014266421933369022,-0.7718014532881846,-0.018315671067949957,0.030541996732626808,-0.04534157322973078,034120
34,NAVER,2016,Q2,커뮤니케이션서비스,0.09810711953182953,0.3509743792660007,0.0535861269982032,0.05971121944017033,0.08663288027980998,0.07470570232121632,0.019842400758606216,-0.011310178185146937,035420
34,엔씨소프트,2016,Q2,커뮤니케이션서비스,-0.0019713489434424747,0.3509743792660007,0.06367476242572989,-0.004535590560093339,0.4546752070651674,0.05138670552985847,0.032901021198949554,0.02484209754913413,036570
34,대우조선해양,2016,Q2,중공업,-0.13829224591521272,0.3509743792660007,1.5099529295759533,-0.10844617102292331,-3.5674164580957406,-3.0767494994153344,0.01059372873850295,0.0,042660
34,두산인프라코어,2016,Q2,중공업,0.25712058863751125,0.3509743792660007,-3.618092924479357,-0.08842491630450766,0.8608031714894071,0.09131161512205987,-0.1339608053004837,0.00431737201593998,042670
34,현대로템,2016,Q2,중공업,0.3009329451592211,0.3509743792660007,0.0390200909687719,-0.042738098797456936,0.09739831507531349,0.014946688170337508,-0.06387450547140427,-0.13135165542036203,064350
34,두산엔진,2016,Q2,중공업,0.22535239893459713,0.3509743792660007,7.956959310350099,0.19764803762565442,-0.054090421449288106,0.5430113885636416,-0.10066374009695123,-0.19157843471200448,082740
34,한진중공업,2016,Q2,중공업,0.16926032076743514,0.3509743792660007,-2.6210119840213046,-0.09762428329074235,-6.401442462489536,-0.07077273194064126,1.3320583688349599,-0.1230983132457033,097230
