,name,year,quarter,sector,Relative Return,국제유가 변화율,이익잉여금 변화율,자산총계 변화율,영업이익 변화율,자본총계 변화율,비유동부채 변화율,Label,Code
30,현대중공업,2017,Q2,중공업,-0.022818533710330408,-0.07470193740685538,0.3761476700684656,-0.26914672745691914,0.07080399911240831,0.6468944804433385,-0.23958658593273607,-0.21453709277980884,009540
30,삼성중공업,2017,Q2,중공업,-0.053459846842630915,-0.07470193740685538,0.012286178287865601,-0.03292105074877116,1.2745073489053418,0.006850102396794178,-0.5080192041690857,0.02278246914957313,010140
30,현대미포조선,2017,Q2,중공업,0.09950869188762608,-0.07470193740685538,0.10851808792448936,-0.007157042229913202,-0.012766951399351467,0.07011324284496001,-0.8321904711884703,-0.18191416112003664,010620
30,한화테크윈,2017,Q2,중공업,-0.2684405808370041,-0.07470193740685538,-0.0036810029098141017,-0.01523565288883677,-0.27388818382446256,0.002875613424348167,0.11491037018012418,-0.15761322198606276,012450
30,SK텔레콤,2017,Q2,커뮤니케이션서비스,0.1017951925832758,-0.07470193740685538,0.02242256388268582,-0.01285058584558374,0.05223534124115825,0.026762935124215348,-0.06538800873722472,-0.14516512165094828,017670
30,현대엘리베이,2017,Q2,중공업,-0.23448728770631377,-0.07470193740685538,0.18906590919773714,0.04442654705765392,0.31814205719740873,0.04733477934885055,0.26137769925081966,-0.0012386623707284494,017800
30,제일기획,2017,Q2,커뮤니케이션서비스,0.0015425676114256687,-0.07470193740685538,0.045443534504876704,0.0500219571156264,1.212199265310217,0.05647350785534577,0.0016044264337238268,-0.08097144900981183,030000
30,KT,2017,Q2,커뮤니케이션서비스,0.04190906929163888,-0.07470193740685538,0.01926053627636448,-0.033615908474475154,-0.05485963696566254,0.014543862831586596,-0.009335665462822273,-0.2128665420724176,030200
30,LG유플러스,2017,Q2,커뮤니케이션서비스,0.06153809450597221,-0.07470193740685538,0.09644169953535386,-0.011381541708100462,0.009376408859387508,0.02863303639401149,-0.0026915355946420805,-0.2689573504888074,032640
30,두산중공업,2017,Q2,중공업,-0.2578520606673034,-0.07470193740685538,-0.0038719486468579145,0.020224760156331234,-0.2594870694850029,0.02157659680365165,0.05342914648886388,-0.16326812765249488,034020
30,SBS,2017,Q2,커뮤니케이션서비스,0.06802977616064847,-0.07470193740685538,0.018901427697254558,0.11064013167261844,-2.200136259095794,0.01547511911962074,0.0365363989704115,-0.1968680539354869,034120
30,NAVER,2017,Q2,커뮤니케이션서비스,-0.08199997537878563,-0.07470193740685538,0.051549202950825324,0.16309527016843117,0.06263811427593136,0.22705024071069912,-0.021467036266891615,-0.08133249393336664,035420
30,엔씨소프트,2017,Q2,커뮤니케이션서비스,0.04491513576804633,-0.07470193740685538,0.029861175510268234,0.17636033349174252,0.2111580130675379,0.20802748242240798,0.5857933831479336,-0.017220693032416495,036570
30,대우조선해양,2017,Q2,중공업,0.0,-0.07470193740685538,-0.9738967618904489,-0.029388749048631868,2.0821221906027434,6.589447299846882,0.41375726636207255,0.0,042660
30,두산인프라코어,2017,Q2,중공업,-0.11239710964220126,-0.07470193740685538,0.031781728187633806,0.0021345436496542636,0.7334494168678183,0.006484857993844351,-0.06185950216522096,0.0199286130108378,042670
30,현대로템,2017,Q2,중공업,-0.15882906004624808,-0.07470193740685538,0.010429708549958505,0.013188694677426893,-0.6864852078877343,0.004079367719537652,-0.08171626366555695,-0.04512460658854662,064350
30,두산엔진,2017,Q2,중공업,0.0024219262425977522,-0.07470193740685538,0.06847828579666859,-8.218142926730287e-05,0.30357672817826487,-0.011328009170230136,0.6132070537288112,0.00691191932464405,082740
30,한진중공업,2017,Q2,중공업,0.12428388375794037,-0.07470193740685538,0.11601367735345902,-0.003972091599140248,-232.0,-0.042025332140685934,0.006983432437915882,-0.2290690490904003,097230
