,name,year,quarter,sector,Relative Return,당기순이익(손실) 변화율,비유동자산 변화율,법인세차감전 순이익 변화율,자산총계 변화율,이익잉여금 변화율,매출액 변화율,Label,Code
4,SK하이닉스,2024,Q2,정보기술,0.0056832299734496106,0.8403869145759377,0.004985846139632155,0.8467944588810083,0.040820183541773414,0.07474399103729734,0.30875638193665944,0.08992808521243906,000660
4,LG,2024,Q2,정보기술,0.014990612373758504,-0.8869336285907609,0.028751681469092016,-0.8605436438037519,-0.04605345517674653,0.0056100959501161896,-0.7439310055529482,0.049045669220156504,003550
4,한솔테크닉스,2024,Q2,정보기술,-0.14493712652526078,0.3202846675934552,-0.006435221034244987,0.47819808997893043,0.02596421087716716,0.029280916510241672,-0.027072247562142104,-0.08923381217511817,004710
4,삼성전자,2024,Q2,정보기술,0.0027033693163534683,-0.27101792802356517,0.008786167992265614,-0.15331181436065444,0.017790603385337223,0.020445803106107885,0.048683053193000925,-0.22919748518725305,005930
4,삼성SDI,2024,Q2,정보기술,-0.2315671435127912,-0.6676573732778812,0.023964334780293806,-0.723234772955692,0.0815170877898379,0.032196615014541186,-0.0033825261818407615,-0.08946737351994968,006400
4,대덕전자,2024,Q2,정보기술,0.03163855907571102,-0.7175147526387611,0.05370431036334766,-0.6671235985407205,-0.021995788151599194,0.28149152182402637,-0.8177686880938759,0.15248247586581212,008060
4,삼성전기,2024,Q2,정보기술,-0.027343267338761988,-0.20342201707261598,-0.0018011829303584692,-0.1325118848283383,0.03904494325070962,0.7863698974943563,0.10123102105851722,-0.14076218433053553,009150
4,LG이노텍,2024,Q2,정보기술,0.07001989581387486,-1.1895527603074774,-0.011471568447205094,-1.221061568940232,-0.04658275915384669,-0.008970668949790817,0.03886058044335927,-0.23235601991897523,011070
4,삼성에스디에스,2024,Q2,정보기술,-0.0688738226729983,-0.1465603542166959,0.001954601033096637,-0.13797647008279446,-0.014197085289652578,0.022461359493793243,-0.007549790125402023,0.060844780178995965,018260
4,일진머티리얼즈,2024,Q2,정보기술,-0.2025574148933351,-0.9872498468795071,-0.01883408306463996,-0.97859404449781,-0.01627160972151598,0.0017953329458606504,-0.11425078925612553,-0.04266647743531507,020150
4,신도리코,2024,Q2,정보기술,0.05250804077341569,0.04558763897041329,-0.006170629957431117,0.020802643163571277,-0.001712479056010463,0.028801613597154718,-0.05533900634268152,0.14739875270247443,029530
4,LG디스플레이,2024,Q2,정보기술,0.06870928476030173,-0.3916252588582284,-0.058314935059422535,-0.49950237822114063,-0.011387966497073743,-0.7015702066185645,0.19178538988962068,-0.016816672104377678,034220
4,SK,2024,Q2,정보기술,-0.10748432094858457,-0.9048850448460046,-0.0025055215402191022,-0.8917151116684606,-0.015791179324980198,-0.00334639405142656,-0.35617555842299475,0.12210989641145588,034730
4,한미반도체,2024,Q2,정보기술,-0.18079242129501535,-1.1745818557486363,-0.12312141403799282,-1.1723838573397538,-0.0420933609348324,-0.05444577428475594,0.5898002990093718,-0.19476319905215403,042700
4,LG전자,2024,Q2,정보기술,0.009470725120391758,-0.10638246047346589,0.004651055179744068,-0.042814606674735134,0.026042755484681157,0.09101756733020117,0.05025826421620927,0.03059741145357381,066570
