,name,year,quarter,sector,Relative Return,법인세차감전 순이익 변화율,비유동자산 변화율,자산총계 변화율,영업이익 변화율,자본총계 변화율,비유동부채 변화율,Label,Code
9,SK하이닉스,2022,Q3,정보기술,0.018244489357871683,-0.3584133875136708,-0.050520866822916344,0.05017906986049514,-0.46007137224326233,0.030361960859489834,0.10693399417035399,-0.06558485737004023,000660
9,LG,2022,Q3,정보기술,0.008850001702514463,0.905728189306956,-0.009447877491376655,-0.0007952002523139434,1.0529316717122001,0.000543681552779729,0.025255252510986814,0.0874591078198696,003550
9,한솔테크닉스,2022,Q3,정보기술,-0.097940256742077,9.42296499305154,-0.003402260033873672,0.060804893407473415,7.747407842578955,0.07948440442278204,-0.10517776922963296,0.02803631937489633,004710
9,삼성전자,2022,Q3,정보기술,0.06849592142748558,-0.36249112460350064,0.023518305001695605,0.007945980978733669,-0.3670505738921168,0.015355748678268055,0.08188788469589792,-0.014620187333024896,005930
9,삼성SDI,2022,Q3,정보기술,0.20520521263200125,1.9639277360552359,-0.01489565018650607,0.027896107049593555,0.8980313090319407,0.0226758466116046,-0.11807114305533595,0.050360961251584783,006400
9,대덕전자,2022,Q3,정보기술,-0.026069642493352158,1.982612908260565,0.07338747226762043,0.0012525887077710074,-2.5422916180220776,0.0008273721786962174,-0.032065489151147375,0.07393474034507283,008060
9,삼성전기,2022,Q3,정보기술,0.05048714975937685,0.3268744221681399,0.020066650376263206,0.08501841166760138,0.26925520581631446,0.05760124933978128,0.18984803738861333,0.08820273536102646,009150
9,LG이노텍,2022,Q3,정보기술,-0.06735454673621392,0.5546407988514772,0.03773469874045543,0.33747475925240056,0.6568654051253862,0.08938137790950762,-0.040909048820359284,-0.07709220687362783,011070
9,삼성에스디에스,2022,Q3,정보기술,-0.015783165487627027,-0.00029248044321228406,0.05754591072450865,0.06727864735310818,-0.7208140474400233,0.04694728825555661,0.20652347554172712,-0.016487149282385566,018260
9,일진머티리얼즈,2022,Q3,정보기술,-0.13890717483604603,-3.3357309701941795,-0.0037546727479180753,-0.021653138411428907,-0.4689633207187994,0.010143193294971153,0.0041075203731750776,0.04704875107561876,020150
9,신도리코,2022,Q3,정보기술,0.053671220436776676,0.03227591098678495,0.6629889447155959,0.05235193369609337,-0.7341112512731331,0.014387390899899266,0.3942381269445341,0.024462058572148785,029530
9,LG디스플레이,2022,Q3,정보기술,-0.04345401886348084,1.1662568437943408,0.08147091593399369,0.04690658420608296,0.37326712731801126,-0.10857898298044266,0.07156465621428221,0.00046341436467545183,034220
9,SK,2022,Q3,정보기술,0.0030754269785088738,-1.40557407305963,0.02776280324474345,0.02673918908865014,-0.0639721238789801,-0.0012808399317844055,-0.0009204564288104455,-0.23456398079473367,034730
9,한미반도체,2022,Q3,정보기술,-0.021366550253167926,-0.017684856168179053,-0.003749452290525812,0.07087630166271652,-0.23638516743768312,0.10354918812646652,0.12233729275639504,0.18264724034507282,042700
9,LG전자,2022,Q3,정보기술,-0.04013901730149705,-1.7051859181425155,0.017826283044284574,0.023058850978071144,-1.889492355023373,0.003948625521051685,0.0070161849461296555,0.28720289175600294,066570
