,name,year,quarter,sector,Relative Return,당기순이익(손실) 변화율,비유동자산 변화율,법인세차감전 순이익 변화율,자산총계 변화율,이익잉여금 변화율,매출액 변화율,Label,Code
27,SK하이닉스,2018,Q3,정보기술,0.017395274679003904,0.09636982388014359,0.05038276581506862,0.09852135820746488,0.08473878414350788,0.1421800767848882,0.10544827720045191,0.013620315698057415,000660
27,LG,2018,Q3,정보기술,-0.009626283564119015,0.1795002549719531,0.04954741396996676,0.16737693928366215,0.001424031730614006,0.006506824906551412,0.04855974983724476,0.11076262153853225,003550
27,한솔테크닉스,2018,Q3,정보기술,-0.12749870991644568,-1.9484495336568477,-0.0062417874611487845,-1.9501733193736341,0.01851721938076034,0.5858611372207805,0.3050489994915284,-0.07737051850544648,004710
27,삼성전자,2018,Q3,정보기술,0.062292406532657496,0.26412069346501643,-3.5253892188613634e-05,0.2517058314007097,0.06780077661574269,0.04880454080888885,0.1532290558985474,-0.022224584059598457,005930
27,삼성SDI,2018,Q3,정보기술,0.07010092574828349,0.15091264131016535,0.065455296367668,0.36603190668174634,0.08203664091579221,0.01815882004025471,0.1215631318278605,-0.03253725358586271,006400
27,대덕전자,2018,Q3,정보기술,0.12574523540668203,-0.35198222151530945,-0.019255200864389477,-0.3966202918123545,0.022921415913259358,0.41235745985690153,-0.024768878368004565,0.07095004237252954,008060
27,삼성전기,2018,Q3,정보기술,-0.12990380305485644,0.21082848136182641,-0.1264409909743348,0.43492551373362653,0.08917953534784373,1.01427364316587,0.24007934134864972,-0.0925596562907381,009150
27,LG이노텍,2018,Q3,정보기술,-0.2258221704017952,110.95990042332318,0.0420322717372017,-32.79897064077893,0.09208888062012055,0.1254869171246913,0.5696541720101531,0.12074609283818175,011070
27,삼성에스디에스,2018,Q3,정보기술,-0.10468256411680334,-0.07357768761917693,0.011596615380832676,-0.07357768762416828,0.03655348051321328,0.038961424373914255,-0.05304291265137384,0.24125099060953142,018260
27,일진머티리얼즈,2018,Q3,정보기술,0.05595478280372942,-0.15907581014246697,0.014417866992851636,-0.10319905213270142,0.06567870938259568,0.14422991707286203,0.05479538912208182,-0.2630054425188984,020150
27,신도리코,2018,Q3,정보기술,-0.03563502835129913,-0.23267363246477313,-0.03237132057939385,-0.16446562723739055,0.01688099709461799,0.010266630111044561,0.12832214720934298,0.0019073796985751151,029530
27,LG디스플레이,2018,Q3,정보기술,-0.09348758926415991,-1.0557785825390245,0.04795942277249532,-1.2551298913100661,0.03213627320024526,0.002175008978790194,0.12434642061138046,0.051815114210444616,034220
27,SK,2018,Q3,정보기술,0.13480207929808474,0.3156398832385927,0.03970458187820047,1.945689608046794,0.0401197007520957,0.0032433706038148546,0.20442750621375305,-0.02744038902663689,034730
27,한미반도체,2018,Q3,정보기술,-0.00910126873595464,-0.43721249108173676,-0.11241403871340261,-0.4305114734415021,-0.11375109364431502,-0.11111791204156818,-0.32732215069005255,-0.1049057154040386,042700
27,LG전자,2018,Q3,정보기술,-0.007433369414909005,-0.5218774368083687,0.06164215856395061,-0.620105284134312,-0.0058904003693508455,0.021028750533989005,-0.04650560291012218,0.053427617929294735,066570
