,name,year,quarter,sector,Relative Return,당기순이익(손실) 변화율,비유동자산 변화율,법인세차감전 순이익 변화율,자산총계 변화율,이익잉여금 변화율,매출액 변화율,Label,Code
2,SK하이닉스,2024,Q4,정보기술,0.0445844819477952,0.21171329820569929,0.07879969808073262,0.21727524620519434,0.09654466426501496,0.09888062756825633,0.1441796083321003,-0.030066302085341168,000660
2,LG,2024,Q4,정보기술,-0.17025058275058277,-1.5480129334679145,0.027213688516941614,-1.3256549685787253,-0.006482337940800886,-0.007936123058162603,-0.3224289227893794,0.007923733864309217,003550
2,한솔테크닉스,2024,Q4,정보기술,-0.0021635323311127164,-3.8634374900678647,-0.014007224025714637,-3.272879066805936,-0.1243229477581872,-0.04884758171192871,-0.16295856180675727,0.24352230988518891,004710
2,삼성전자,2024,Q4,정보기술,0.0956192711670799,-0.8152461713796029,0.03425618868534852,-1.2340761515997205,0.004896104388182776,-0.005954267791451584,-0.135760063574217,-0.05240876083254836,005930
2,삼성SDI,2024,Q4,정보기술,-0.33068191769011634,3.981899533232138,-0.006463318539636553,2.2752287711059247,-0.0252627458449316,-0.03349595833471064,-0.15798238926826413,-0.12446658679747356,006400
2,대덕전자,2024,Q4,정보기술,0.006835990603486691,0.5415159704165837,0.013271942890196842,0.5215963089523934,0.01012074403869967,4.221884660770321,-0.03514402811553663,0.12411012258288677,008060
2,삼성전기,2024,Q4,정보기술,0.19893709231944523,2.2551925376639277,-0.014830815103544781,3.2220468544308645,-0.02898129856992626,0.43559288291689957,-0.05815620910455588,-0.08760991025783572,009150
2,LG이노텍,2024,Q4,정보기술,-0.13359592088583688,1.275919795115248,-0.018056465776025155,1.7165289082822857,-0.05572844133386212,0.11139405159146154,0.16958819992561902,-0.05743749646473227,011070
2,삼성에스디에스,2024,Q4,정보기술,-0.20942333214231026,-0.8146073298328729,-0.019738331469361436,-0.768167572996577,0.016253818087168526,0.023753559572595062,0.011635926752461279,0.07883299533854642,018260
2,일진머티리얼즈,2024,Q4,정보기술,-0.2306466223545432,2.223827825875227,-0.025278172420610368,1.7379395933170412,-0.0678491797304186,-0.2531706994460453,0.06704689718621704,-0.1534280625024681,020150
2,신도리코,2024,Q4,정보기술,-0.12279006205062545,5.574206557007346,0.2461592883732091,5.040301789680228,0.03635024225052774,0.03556379371533347,-0.06676402259877745,0.1535513340214701,029530
2,LG디스플레이,2024,Q4,정보기술,-0.14412445662445666,2.4367986807690416,-0.019353161279063946,3.6717894592667495,-0.013323928487811498,7.1509183897050566,0.043613651822815847,-0.046024452986471405,034220
2,SK,2024,Q4,정보기술,-0.10789426091150231,-54.67778884462152,-0.07134003681336232,-238.31876379690948,-0.04569448050376845,-0.10089806706070115,0.27232734461558517,0.015251732065107612,034730
2,한미반도체,2024,Q4,정보기술,-0.0024876919669855335,0.4965758393239301,-0.0654520059932775,0.42082486946385345,0.0027865196341048115,0.003021762213807344,-0.2835966999327262,-0.07909050192921314,042700
2,LG전자,2024,Q4,정보기술,-0.1658715718030554,-1.0309458707943275,0.05070018964460998,1.2724042120992785,0.027543666911089337,0.03274544425921189,-0.012208990655277363,-0.12458935720902999,066570
