,name,year,quarter,sector,Relative Return,당기순이익(손실) 변화율,비유동자산 변화율,법인세차감전 순이익 변화율,자산총계 변화율,이익잉여금 변화율,매출액 변화율,Label,Code
32,SK하이닉스,2017,Q2,정보기술,0.15806423582825554,0.3018724727439559,0.08630506203650401,0.2971441226981566,0.09585288582503027,0.139316036342368,0.07442586602069068,0.15080998709746501,000660
32,LG,2017,Q2,정보기술,-0.030442101958657774,-0.9497243974302247,0.015653001633376018,-0.9375709530779747,-0.022360822457789364,0.0057647216189846695,-0.758107361077818,0.021100817441660258,003550
32,한솔테크닉스,2017,Q2,정보기술,-0.024014709286908416,-0.010355767179223263,0.03947613247229875,-0.010355767179223263,0.061877082866681254,0.9896442328207768,0.1541688139614461,0.09843720988540094,004710
32,삼성전자,2017,Q2,정보기술,0.004139221182678518,0.26056990414190917,0.060880136377318816,0.2564226060518462,0.03089378623341532,-0.015212964339269774,0.2184096984590782,0.09086673979608317,005930
32,삼성SDI,2017,Q2,정보기술,0.12473998182973714,-1.056409543181018,0.009450359163811095,-0.8880045528572671,-0.0022231037146047683,0.0005330650240196189,0.009361323669900168,0.11912756543689573,006400
32,대덕전자,2017,Q2,정보기술,0.07233776440374604,0.6157692278156788,-0.10465160510504878,0.6419245844756962,0.003480936445589222,1.5931398748050225,-0.016512322353240627,-0.1425539541889419,008060
32,삼성전기,2017,Q2,정보기술,0.15196427518284036,-12.096951228348713,0.036488554712197585,-11.70195469152875,0.012755035509011803,0.040639333317909365,0.04688748088117234,-0.02847302064797174,009150
32,LG이노텍,2017,Q2,정보기술,0.22437247955585413,-0.6731294586669438,0.0493054091457803,-0.6698026880006349,0.03400452611396143,0.04412448150550352,-0.20129281170461,-0.09397214082678945,011070
32,삼성에스디에스,2017,Q2,정보기술,0.015421593185612911,0.27786027405457325,-0.005423801705181974,0.33803334105105276,0.03912749533453286,0.026666629732646108,0.07781407564875553,0.0617050137559739,018260
32,일진머티리얼즈,2017,Q2,정보기술,0.83088493248835,0.5786157941437444,0.027325659601452834,0.25940836688254865,0.049750707202682154,0.3058253261598227,0.025262307188540722,-0.11494415892425061,020150
32,신도리코,2017,Q2,정보기술,0.1716949669311056,2.5252058938188644,-0.017763368357557097,2.481283674770969,-7.148278310464828e-05,0.022390407436855275,0.003587560248398569,-0.08278028036167318,029530
32,LG디스플레이,2017,Q2,정보기술,-0.011855268231898367,-0.07052354350802936,0.06838941802414622,-0.15461355092776763,0.05551924565876609,0.0557211039868406,-0.07948956334202306,-0.0532744664081848,034220
32,SK,2017,Q2,정보기술,-0.05664513546474563,-0.9453372725627709,0.00245687245800541,-0.9212817512151774,-0.0020034179759150783,0.0038412601713078143,-0.42221279244108745,0.03167867486220742,034730
32,한미반도체,2017,Q2,정보기술,-0.05738291864328916,2.7773995464836796,-0.13750735934326663,2.888474787839476,0.006026689864352619,0.03645327318123104,0.7935047229774961,0.5923978064768614,042700
32,LG전자,2017,Q2,정보기술,-0.09701342247520921,0.1669919517102616,-0.0001546860443368825,0.24941005676504502,0.015068676247471213,0.06844936741227126,0.038367229643036405,0.13936375937342615,066570
