,name,year,quarter,sector,Relative Return,당기순이익(손실) 변화율,비유동자산 변화율,법인세차감전 순이익 변화율,자산총계 변화율,이익잉여금 변화율,매출액 변화율,Label,Code
28,SK하이닉스,2018,Q2,정보기술,-0.03550835541951301,0.3165213874558521,0.2063910933822859,0.3258254282556641,0.08384621984336649,0.14898066679381028,0.17247468909197217,0.017395274679003904,000660
28,LG,2018,Q2,정보기술,0.00598980207591944,-0.9237434166235269,0.00021130225509469192,-0.9077078771353381,-0.034845316066507204,0.005560927789897141,-0.7969896955462921,-0.009626283564119015,003550
28,한솔테크닉스,2018,Q2,정보기술,-0.15387636702886812,-3.6341349035448807,0.005666445906731488,-3.6293561078975634,0.05235068054637049,-0.3818399678375872,-0.06039272195740453,-0.12749870991644568,004710
28,삼성전자,2018,Q2,정보기술,-0.01484218290028759,-0.044303444039591744,0.023064584735296156,-0.04100509491893711,-0.006023464285410007,0.036790549938322314,-0.030329656330003063,0.062292406532657496,005930
28,삼성SDI,2018,Q2,정보기술,0.16815212523828227,-0.1419339045791943,0.007340008927827046,-0.08097893483396168,0.019626275538269233,0.016030685308037418,0.1622432844413766,0.07010092574828349,006400
28,대덕전자,2018,Q2,정보기술,0.05515263194773247,0.7385257041971036,-0.050287983728135144,0.9044828860106269,-0.028796286634704238,1.7351524460617327,-0.0075963718744400666,0.12574523540668203,008060
28,삼성전기,2018,Q2,정보기술,0.1865616877829872,3.946790788468003,0.004662127775124647,3.4175344978765008,-0.008336319209409582,5.1602578317338805,-0.09977028139272337,-0.12990380305485644,009150
28,LG이노텍,2018,Q2,정보기술,0.19759594338246023,-3.201252916639789,0.006549766255188771,0.0015801810657465332,0.045173584010193,-0.002446247566888382,-0.10416596160329594,-0.2258221704017952,011070
28,삼성에스디에스,2018,Q2,정보기술,0.11722591658386199,0.4473606946317672,0.008094906242074318,0.4851976668791793,0.015838721018530233,0.043902131238048314,0.09891400321057109,-0.10468256411680334,018260
28,일진머티리얼즈,2018,Q2,정보기술,0.514239452711559,0.8106121357925689,-0.03902691927792157,0.7481358740679371,-0.01353265229336309,0.21453723494226007,0.026022353201399895,0.05595478280372942,020150
28,신도리코,2018,Q2,정보기술,-0.06183237339879774,0.2177022821480401,-0.06334733643603252,0.12676501503882065,-0.011442066239207405,0.013561188904294141,-0.05666208112911564,-0.03563502835129913,029530
28,LG디스플레이,2018,Q2,정보기술,0.0067287264125395485,4.191864516450152,0.052318714429831825,1.9654533314196208,0.03015381128285366,-0.04418396938294744,-0.02314492805079138,-0.09348758926415991,034220
28,SK,2018,Q2,정보기술,-0.06225254146602463,-0.9215545906051107,0.015267910003974094,-0.9611751247434561,-0.014173812798218166,0.0075081906757568095,-0.37019463851164813,0.13480207929808474,034730
28,한미반도체,2018,Q2,정보기술,0.009486588968757967,1.081417144329925,-0.07358333509816717,1.0079197149146726,-0.001435521901963055,0.10794832817751043,0.6993574381736523,-0.00910126873595464,042700
28,LG전자,2018,Q2,정보기술,-0.12646469388621,0.10097660305781209,-0.0007043443293237583,0.05584254764226926,0.042525523362364925,0.05801157970876569,0.057582073011487545,-0.007433369414909005,066570
