,name,year,quarter,sector,Relative Return,당기순이익(손실) 변화율,비유동자산 변화율,법인세차감전 순이익 변화율,자산총계 변화율,이익잉여금 변화율,매출액 변화율,Label,Code
25,SK하이닉스,2019,Q1,정보기술,0.022116044834338114,-0.7219004199725516,0.02546417436596471,-0.7182688967561215,-0.00026738008253379686,-0.002167378926139385,-0.35725895646644346,0.05406992473683393,000660
25,LG,2019,Q1,정보기술,-0.03998054592638056,5.879986268451768,-0.00019484830051963442,47.293836246550136,0.056556415865874676,0.025847910335425217,4.507242044358727,0.023270959911615076,003550
25,한솔테크닉스,2019,Q1,정보기술,-0.07037202028228981,-1.1502052776637721,0.00025668055969596537,-1.1777907432831272,0.033265111504171774,-1.2572091377662287,0.05689076661678927,0.35950386628116676,004710
25,삼성전자,2019,Q1,정보기술,-0.02107237114168848,-0.49142782246272765,-0.0046526489470549715,-0.4706505056940352,0.00742210724226311,0.004101935203209006,-0.04576691434691327,0.06510638104812148,005930
25,삼성SDI,2019,Q1,정보기술,0.014704279241827725,-0.727499266420802,-0.00230524209128935,-0.7825801155636836,-0.020738986136830895,0.0001364431205439498,-0.1837452870127676,0.20260305304368428,006400
25,대덕전자,2019,Q1,정보기술,0.09486984104543747,-0.9378849576389818,-0.01152349080411097,-0.9218722916194702,0.035988948246126196,-0.9438240422260163,0.4698258658638197,0.006173116752958632,008060
25,삼성전기,2019,Q1,정보기술,-0.03290288743577899,-0.9387856834650173,0.024658703262156578,-0.9375431810907813,0.009498902108180385,-0.9661989512942473,-0.0403579852050967,-0.06240130778684366,009150
25,LG이노텍,2019,Q1,정보기술,-0.036996867470063546,-1.7446329081508787,-0.028503652076313113,-2.1179032307853745,-0.05316644097621237,-0.08427762190227794,-0.4451433038782272,-0.03872303304403682,011070
25,삼성에스디에스,2019,Q1,정보기술,-0.09472040782301007,-0.016645632007632583,0.10402229325083101,-0.05522795970640826,0.044912654874621705,-0.007438196615739523,-0.101792630208839,0.03847277678674481,018260
25,일진머티리얼즈,2019,Q1,정보기술,-0.07487149570158952,0.26231900325513524,0.01846955422943264,0.2838396548624842,0.02141084508032831,0.1137731821079151,-0.12884478384222164,0.1998716647001191,020150
25,신도리코,2019,Q1,정보기술,0.11160564184273211,-0.2750826053506432,-0.01120984876180997,0.10004062971060401,-0.0026467341517909526,-0.01448413101209911,-0.2072347059472751,-0.1475082024312897,029530
25,LG디스플레이,2019,Q1,정보기술,-0.06921067875846332,-4.556321982583726,0.0651167168920439,-8.690990289670996,0.05618121516485086,-0.012655154507729693,-0.17447289805554445,-0.21489537808619802,034220
25,SK,2019,Q1,정보기술,-0.03859359535774201,1.208805956585235,0.023801410333540662,1.1721112766813522,0.043298936953130474,0.09389757703041357,-0.10262547077479067,-0.16481094634106053,034730
25,한미반도체,2019,Q1,정보기술,0.009417632135925415,-0.8635960334955816,0.14625466256133346,-0.8295875665322162,-0.05361782521807745,-0.05896435816804113,-0.5024125821496823,-0.16919210734872756,042700
25,LG전자,2019,Q1,정보기술,-0.017636574388479785,-1.1562402125525664,0.0025622755543484033,-1.1629334378770289,0.03718463246061976,-0.008132825218698625,0.1344666154291636,-0.10555574371236393,066570
