code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),총포괄손익,당기손익-공정가치측정금융자산
004700,Chokwang_Leather,섬유·의류,2015,Q4,"90,854,655,833","105,910,078,824","196,764,734,657","18,961,984,932","785,700,806","19,747,685,738","34,245,690,000","140,199,882,356","177,017,048,919",180546465900,6590426126,9816230298,7268906727,7268906727,,
004700,Chokwang_Leather,섬유·의류,2016,Q1,"91,910,771,036","107,738,959,635","199,649,730,671","14,546,173,013","1,119,945,550","15,666,118,563","34,245,690,000","145,549,702,033","183,983,612,108",52124127437,6256875986,6805264564,5349819677,5349819677,,
004700,Chokwang_Leather,섬유·의류,2016,Q2,"98,631,195,640","110,426,927,130","209,058,122,770","19,080,117,476","865,458,047","19,945,575,523","34,245,690,000","151,379,239,473","189,112,547,247",52164337231,7314042267,8449517069,5829537440,5829537440,,
004700,Chokwang_Leather,섬유·의류,2016,Q3,"99,806,119,245","112,044,555,412","211,850,674,657","15,776,277,542","676,015,063","16,452,292,605","34,245,690,000","157,564,617,782","195,398,382,052",50660069202,8691959401,8447376013,6185378309,6185378309,,
004700,Chokwang_Leather,섬유·의류,2016,Q4,"102,077,050,249","124,559,364,408","226,636,414,657","18,040,624,427","3,430,747,173","21,471,371,600","34,245,690,000","161,785,316,565","205,165,043,057",43617523870,4216552142,5295728451,4571408276,4571408276,,
004700,Chokwang_Leather,섬유·의류,2017,Q1,"94,682,791,161","134,200,749,466","228,883,540,627","16,198,673,791","3,048,750,525","19,247,424,316","34,245,690,000","166,825,930,476","209,636,116,311",47222405166,6866522511,7122657539,5407869011,5407869011,,
004700,Chokwang_Leather,섬유·의류,2017,Q2,"95,166,719,090","143,095,214,224","238,261,933,314","15,420,375,395","3,531,062,396","18,951,437,791","34,245,690,000","174,504,471,426","219,310,495,523",49930557556,8261856328,9976231432,7678540950,7678540950,,
004700,Chokwang_Leather,섬유·의류,2017,Q3,"94,648,727,275","151,181,658,869","245,830,386,144","16,621,811,846","3,582,574,926","20,204,386,772","34,245,690,000","180,385,909,891","225,625,999,372",43684022295,6370435540,8243509300,5881438465,5881438465,,
004700,Chokwang_Leather,섬유·의류,2017,Q4,"83,713,895,299","160,999,708,782","244,713,604,081","15,698,525,933","3,359,171,067","19,057,697,000","34,245,690,000","183,437,075,084","225,655,907,081",33457419988,3060045210,3956837896,3051165193,3051165193,,
004700,Chokwang_Leather,섬유·의류,2018,Q1,"77,350,854,937","169,483,427,021","246,834,281,958","13,087,660,553","3,583,070,868","16,670,731,421","34,245,690,000","187,103,055,961","230,163,550,537",32986627610,3765957447,4551898282,3301070332,3301070332,,
004700,Chokwang_Leather,섬유·의류,2018,Q2,"78,206,833,498","172,629,366,103","250,836,199,601","11,952,103,477","3,848,415,423","15,800,518,900","34,245,690,000","191,008,825,510","235,035,680,701",33435278500,3680281335,5009451701,3905769549,3905769549,,
004700,Chokwang_Leather,섬유·의류,2018,Q3,"83,502,977,574","178,954,872,299","262,457,849,873","12,734,283,257","5,582,690,504","18,316,973,761","34,245,690,000","193,980,074,273","244,140,876,112",29040037960,3462887400,3920666465,2971248763,2971248763,,
004700,Chokwang_Leather,섬유·의류,2018,Q4,"82,401,305,446","168,176,881,195","250,578,186,641","10,518,636,851","2,767,161,461","13,285,798,312","34,245,690,000","197,449,354,854","237,292,388,329",32206793599,4068678747,4518027279,3469280581,3469280581,,
004700,Chokwang_Leather,섬유·의류,2019,Q1,"85,251,983,629","175,719,053,262","260,971,036,891","10,668,782,399","4,639,838,474","15,308,620,873","34,245,690,000","200,374,441,152","245,662,416,018",26697476433,2921376433,3963030634,2925086298,2925086298,,
004700,Chokwang_Leather,섬유·의류,2019,Q2,"87,818,691,063","188,189,714,575","276,008,405,638","10,281,568,162","7,314,558,723","17,596,126,885","34,245,690,000","205,156,547,046","258,412,278,753",30472588065,5373676245,6312813563,4782105894,4782105894,,
004700,Chokwang_Leather,섬유·의류,2019,Q3,"86,055,781,145","198,611,096,287","284,666,877,432","10,405,971,966","8,211,234,109","18,617,206,075","34,245,690,000","209,537,740,460","266,049,671,357",26709074161,4682717551,5816608253,4381193414,4381193414,,
004700,Chokwang_Leather,섬유·의류,2019,Q4,"85,635,650,110","210,186,218,564","295,821,868,674","10,680,210,552","10,129,625,951","20,809,836,503","34,245,690,000","211,946,394,941","275,012,032,171",24361211796,2869431862,3077441659,2411300927,2411300927,,
004700,Chokwang_Leather,섬유·의류,2020,Q1,"86,573,674,109","189,994,150,702","276,567,824,811","10,949,591,530","4,960,003,170","15,909,594,700","34,245,690,000","215,905,446,062","260,658,230,111",21965921110,3313548144,5198746777,3959051121,3959051121,,
004700,Chokwang_Leather,섬유·의류,2020,Q2,"89,372,399,483","203,105,502,821","292,477,902,304","11,275,411,477","7,794,729,200","19,070,140,677","34,245,690,000","218,597,334,528","273,407,761,627",21888807720,2472775988,3423422769,2691888466,2691888466,,
004700,Chokwang_Leather,섬유·의류,2020,Q3,"101,984,011,258","228,391,156,692","330,375,167,950","11,777,267,718","13,669,939,653","25,447,207,371","34,245,690,000","229,323,432,465","304,927,960,579",26674947507,4344582235,12641751358,10726097937,10726097937,,
004700,Chokwang_Leather,섬유·의류,2020,Q4,"105,024,438,376","238,137,087,010","343,161,525,386","12,364,273,893","15,920,593,904","28,284,867,797","34,245,690,000","231,613,580,896","314,876,657,589",26786747032,4986084157,4565201402,2276588080,2276588080,,
