,Feature,Importance
0,M_금리 변화율,0.2474964415957778
1,F_유동자산 변화율,0.1671456980074738
2,F_이익잉여금 변화율,0.1622506037217314
3,F_자본총계 변화율,0.14928933275912487
4,F_비유동자산 변화율,0.14465964169603288
5,F_유동부채 변화율,0.12915828221985928
