code,name,sector
50,Kyungbang,유통
80,Hite_Jinro,음식료·담배
100,Yuhan_Corporation,제약
120,CJ_Logistics,운송·창고
150,Doosan_Corp,기타금융
210,DL_Holdings,화학
230,Ildong_Pharmaceutical,제약
240,Hankook_Tire_Worldwide,기타금융
270,Kia_Corp,운송장비·부품
480,Chosun_Refractories,비금속
640,Dong-A_Socio_Holdings,기타금융
660,S_hynix,전기·전자
670,Youngpoong,금속
720,Hyundai_E&C,건설
880,Hanwha_Corp,화학
1040,CJ_Corp,기타금융
1120,LG_International,유통
1230,Dongkuk_Steel,기타금융
1430,SeAH_Besteel,금속
1680,Daesang,음식료·담배
1740,SK_Networks,유통
1800,Orion_Corp,기타금융
2240,KIS_Wire,금속
2350,Nexen_Tire,화학
2380,KCC,화학
2790,AmoreG,화학
2960,Korea_Shell_Petroleum,화학
3000,Bukwang_Pharmaceutical,제약
3030,SeAH_Steel,기타금융
3200,Ilshin_Spinning,섬유·의류
3240,Taekwang_Industrial,화학
3300,Hanil_Cement,비금속
3410,Ssangyong_Cement,비금속
3490,Korean_Air,운송·창고
3520,Youngjin_Pharmaceutical,제약
3550,LG_Corp,기타금융
3570,S&T_Heavy_Industries,운송장비·부품
3620,SsangYong_Motor,운송장비·부품
3920,Namyang_Dairy_Products,음식료·담배
4000,Samsung_Fine Chemicals,화학
4020,Hyundai_Steel,금속
4150,Hansol_Holdings,기타금융
4170,Shinsegae,유통
4370,Nongshim,음식료·담배
4490,SEBANG_Global_Battery,전기·전자
4700,Chokwang_Leather,섬유·의류
4710,Hansol_Technics,전기·전자
4800,Hyosung,기타금융
5090,Samkwang_Glass,전기·가스
5180,Binggrae,음식료·담배
5300,Lotte_Chilsung_Beverage,음식료·담배
5380,Hyundai_Motor,운송장비·부품
5440,Hyundai_Green_Food,기타금융
5490,POSCO_Holdings,금속
5610,SPC_Samlip,음식료·담배
5740,Crown_Confectionery,기타금융
5850,SL_Corp,운송장비·부품
5930,Samsung_Electronics,전기·전자
6120,SK_Chemicals,기타금융
6260,LS_Corp,기타금융
6280,GC_Biopharma,제약
6400,Samsung_SDI,전기·전자
6650,Korea_Petrochemical_Ind,화학
7070,GS_Retail,유통
7310,Ottogi,음식료·담배
7340,Dong-A_Tire,전기·전자
7570,Ilyang_Pharmaceutical,제약
7690,Kukdo_Chemical,화학
7860,Seoyon,기타금융
8060,Daeduck_Electronics,기타금융
8490,Seohung,화학
8770,Hotel_Shilla,유통
9150,Samsung_Electro-Mechanics,전기·전자
9240,Hanssem,유통
9290,Kwang_Dong_Pharmaceutical,제약
9540,Hyundai_Heavy_Industries,기타금융
9580,Moorim_P&P,종이·목재
9680,Motonic,운송장비·부품
9830,Hanwha_Solutions,화학
10060,OCI,기타금융
10120,LS_Electric,전기·전자
10130,Korea_Zinc,금속
10140,Samsung_Heavy Industries,운송장비·부품
10620,Hyundai_Mipo_Dockyard,운송장비·부품
10690,Hwashin,운송장비·부품
10780,IS_Dongseo,비금속
10950,S-Oil,화학
11070,LG_Innotek,전기·전자
11170,Lotte_Chemical,화학
11200,Hyundai_Merchant_Marine,운송·창고
11210,Hyundai_WIA,운송장비·부품
11780,Kumho_Petrochemical,화학
11790,SKC,화학
12330,Hyundai_Mobis,운송장비·부품
12450,Hanwha_Aerospace,운송장비·부품
12630,Hyundai_Development_Company,기타금융
12750,S-1_Corporation,일반서비스
14680,Hansol_Chemical,화학
14820,Dongwon_Systems,화학
14830,UNID,화학
15760,Korea_Electric_Power_Corporation_(KEPCO),전기·가스
17670,SK_Telecom,통신
17800,Hyundai_Elevator,기계·장비
18260,Samsung_SDS,IT 서비스
18880,Hanon_Systems,기계·장비
19680,Daekyo,일반서비스
20000,Hansum,섬유·의류
20150,Iljin_Materials,전기·전자
21240,Coway,일반서비스
23530,Lotte_Shopping,유통
25540,Korea_Electric_Terminal,전기·전자
25860,Namhae_Chemical,화학
28050,Samsung_Engineering,일반서비스
28260,Samsung_C&T,유통
29530,Sindoh,전기·전자
30000,Cheil_Worldwide,일반서비스
30200,KT_Corp,통신
32640,LG_Uplus,통신
33530,Sejong_Industrial,운송장비·부품
33780,KT&G,음식료·담배
33920,Muhak,음식료·담배
34020,Doosan_Heavy_Industries,기계·장비
34120,SBS_Media,오락·문화
34220,LG_Display,전기·전자
34730,SK_Holdings,기타금융
35250,Kangwon_Land,오락·문화
35420,NAVER_Corp,IT 서비스
36460,Korea_Gas_Corporation,전기·가스
36570,NCSOFT,IT 서비스
36580,Farmsco,음식료·담배
42660,Daewoo_Shipbuilding_&_Marine_Engineering,운송장비·부품
42670,Doosan_Infracore,기계·장비
42700,Hanmi_Semiconductor,기계·장비
47040,Daewoo_E&C,건설
47050,Daewoo_International,유통
47810,Korea_Aerospace_Industries,운송장비·부품
49770,Dongwon_F&B,음식료·담배
51600,KEPCO_KPS,건설
51900,LG_Household & Health Care,화학
51910,LG_Chem,화학
52690,KEPCO_E&C,일반서비스
60980,Halla_Holdings,기타금융
64350,Hyundai_Rotem,운송장비·부품
64960,S&T_Motiv,운송장비·부품
66570,LG_Electronics,전기·전자
69260,Huchems,화학
69620,Daewoong_Pharmaceutical,제약
69960,Hyundai_Department_Store,유통
73240,Kumho_Tire,화학
78520,Able_C&C,화학
78930,GS_Holdings,기타금융
79430,Hyundai_Livart,기타제조
79980,Huvepharma,화학
82740,Doosan_Engine,기계·장비
84870,Basic_House,섬유·의류
86280,Hyundai_Glovis,운송·창고
90430,Amorepacific,화학
93050,LF_Corp,섬유·의류
93370,Huvis,화학
96770,SK_Innovation,화학
97230,HHI_Heavy_Industries,건설
97950,CJ_CheilJedang,음식료·담배
103140,Poongsan,금속
104700,Korea_Steel,금속
105630,Hansea,섬유·의류
108670,LG_Hausys,화학
111770,Youngone_Corporation,유통
114090,GKL,오락·문화
115390,Lock_&_Lock,화학
120110,Kolon_Industries,화학
128940,Hanmi_Pharmaceutical,제약
139480,Emart,유통
