Variable,VIF
const,1.221564700208517
F_유동자산 변화율,1.0997313013928935
F_비유동자산 변화율,1.7149932206030138
F_자산총계 변화율,2.606941889021943
F_유동부채 변화율,1.5849262927831032
F_비유동부채 변화율,1.298607738149281
F_부채총계 변화율,2.991713692159137
F_이익잉여금 변화율,1.0172200966145735
F_자본총계 변화율,1.2463451230285683
F_매출액 변화율,1.019434861164704
F_영업이익 변화율,1.0372812651746108
F_법인세차감전 순이익 변화율,1.1039155275284969
F_당기순이익 변화율,inf
F_당기순이익(손실) 변화율,inf
M_소비자물가지수 변화율,1.408491036721642
M_환율 변화율,35.65131499343666
M_GDP 변화율,105.150646899535
M_금리 변화율,3.138537175105
M_수출액 변화율,18.12711333409908
M_실업률 변화율,6.8032201208604155
M_국제유가 변화율,4.807042017383668
M_주택가격 변화율,79.64156092324059
Relative Return,1.049335118753759
